@relation 'mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomProjection-M-N32-R42-DSparse1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 10 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10'

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
24.513781,0.236402,-4.775564,-10.773372,2.534519,-4.520938,-5.260479,-9.774406,4.551253,9.835911,12.502994,7.968878,1.88064,19.198495,2.232302,-4.892352,4.464635,4.674332,6.606873,11.674261,4.405234,8.165669,-0.044244,3.523383,2.989057,5.582223,8.355671,5.945876,-11.303396,3.581994,-4.858342,10.142524,t-CS-s,cluster7
24.96123,-0.2321,-5.583186,-10.954484,2.889909,-4.221193,-6.125046,-11.638377,4.398999,10.364093,12.747768,8.870156,1.877886,20.604038,2.064729,-5.53526,5.286245,5.931018,7.00451,11.590314,4.270591,9.189234,0.076969,4.144202,2.821454,5.88123,9.482147,6.113407,-11.036054,3.448527,-4.886774,10.077631,t-CS-s,cluster7
24.613464,0.233785,-4.738139,-10.726667,2.56052,-4.134566,-4.893246,-9.557299,4.041245,9.348573,12.993656,8.08517,1.582661,19.625312,2.612089,-5.35599,4.351424,4.478711,6.876808,12.822959,4.087079,8.041526,0.497041,3.833397,3.233075,5.122157,7.762161,5.508086,-10.984898,3.366319,-4.91437,9.865124,t-CS-s,cluster7
24.314133,0.374563,-5.414354,-10.906163,3.095641,-4.434597,-5.030414,-10.739011,3.709771,9.422701,13.235743,8.859895,1.195162,19.915671,2.711598,-5.765323,4.765878,5.285585,6.662687,12.380422,4.14688,8.819797,0.67717,4.100584,2.579621,5.524263,8.258186,5.510923,-10.774466,3.301493,-5.431547,9.564792,t-CS-s,cluster7
23.834654,0.086571,-5.233856,-10.664284,2.593053,-3.715982,-5.142041,-10.219968,4.58809,9.760541,12.888259,8.9504,1.713615,19.789649,2.604455,-5.150302,4.863275,5.456881,6.265536,11.982198,3.884159,9.075906,0.829774,4.103104,2.887457,5.326488,8.742649,5.800645,-10.273031,3.378235,-5.049761,9.624617,t-CS-s,cluster7
24.337737,-0.394043,-5.023829,-10.644853,3.310122,-3.218343,-5.280909,-9.440318,4.436877,8.825095,12.746702,8.86196,2.295826,20.114566,1.860316,-5.229082,4.864285,4.671305,5.28934,12.293748,4.509367,8.862885,1.697082,4.246639,4.277414,3.205338,7.853113,4.78407,-9.116334,3.62173,-5.044596,9.089662,t-CS-s,cluster7
24.326011,-0.508587,-4.802731,-10.374378,3.374738,-3.227531,-5.282997,-9.180122,4.207087,8.755378,12.496075,8.685499,2.393166,20.037659,1.939282,-4.93985,4.561668,4.450037,5.509262,12.080072,4.435153,8.238666,1.548291,4.519781,4.27754,3.213152,7.835961,4.811935,-9.417212,3.568283,-4.495211,9.131775,t-CS-s,cluster7
22.873588,-0.265936,-4.174942,-10.096746,2.635747,-3.342967,-4.758501,-7.614932,4.107451,8.146822,11.656782,7.949145,2.282121,18.478516,1.299118,-4.373118,3.967422,4.055254,4.73713,11.312273,4.450619,7.877251,1.059922,4.120391,4.281727,2.975412,6.890567,4.198827,-8.857794,3.693739,-4.328038,8.979959,t-CS-s,cluster6
23.143559,-0.456612,-4.379439,-10.077392,2.349541,-2.380771,-4.995564,-7.321621,4.503519,8.225902,11.698328,8.438965,2.955232,19.29916,2.452818,-4.578245,4.940557,4.13396,4.093898,11.600038,4.183632,8.683387,1.906404,4.236023,4.950546,2.550261,7.167384,5.159059,-9.162322,3.778691,-4.44526,9.394777,t-CS-s,cluster6
23.235101,-0.608178,-4.654109,-10.359952,2.801739,-2.718779,-5.060907,-7.910124,4.024456,8.18632,11.966711,8.928268,2.445136,19.413735,2.696477,-4.87419,4.831428,4.166273,4.797031,11.782115,4.053376,8.024519,1.474767,4.042622,4.506258,2.703064,7.51276,5.193634,-9.411791,3.4241,-4.018564,8.987832,t-CS-s,cluster7
22.24689,-0.50359,-3.997649,-10.119205,1.973062,-2.616517,-4.643495,-5.735118,4.020109,7.65145,11.160095,7.808464,2.497354,18.13836,1.988729,-3.947223,4.188986,3.345473,3.667058,11.413015,3.839243,8.033442,1.82303,3.780074,4.734954,1.955567,6.337475,4.610059,-8.946751,3.846564,-4.053023,8.638079,t-CS-s,cluster6
23.063178,1.394209,-5.71591,-9.991115,3.967096,-6.279985,-6.233949,-9.020683,6.625706,13.41266,11.276558,6.168831,3.871321,14.403419,1.491776,-1.644068,2.601656,5.478913,6.181968,10.129343,4.191054,10.81961,1.368251,4.117069,2.457952,5.661962,9.546394,5.701137,-10.196109,5.417969,-6.019668,9.095964,t-CS-s,cluster6
22.286171,1.597964,-5.129933,-10.377442,4.294779,-6.24846,-5.848729,-8.688944,6.824393,13.552937,10.855791,6.06673,4.265234,14.06404,0.832786,-1.215319,2.50065,5.793339,5.999538,10.17014,4.667314,9.800345,0.801593,4.223989,2.668155,5.940555,9.594113,5.216369,-10.005107,5.41756,-5.915946,9.268949,t-CS-s,cluster6
22.501174,1.491382,-5.44319,-10.055759,3.664484,-6.232575,-6.055097,-8.690975,7.19717,13.288926,11.028487,5.794176,4.015682,13.870259,1.243122,-1.760806,2.901729,6.088086,6.568292,10.823353,4.238115,9.451098,0.211662,3.804645,3.11028,5.628154,9.865373,5.474748,-9.617429,5.410868,-5.64175,9.016123,t-CS-s,cluster6
20.558115,1.348003,-4.468457,-9.226526,3.197463,-5.015477,-4.85971,-6.515242,5.280082,10.350133,10.073609,6.224442,3.47705,14.247055,1.398458,-2.425396,1.85566,3.952427,4.659063,10.002391,3.870474,9.726265,2.12881,3.722492,2.800092,3.566012,7.016602,4.827395,-8.310279,5.366869,-5.015001,8.086796,t-CS-s,cluster9
20.598813,1.488369,-4.123417,-9.552252,3.497295,-5.023219,-4.573151,-6.295229,5.947036,10.672804,10.097302,5.874446,3.739652,14.056448,1.061416,-2.16114,1.799355,4.031508,4.541687,10.492102,3.974885,9.06714,1.898122,3.772353,3.190867,3.649064,7.214871,4.581676,-8.556878,5.422391,-5.014334,8.140462,t-CS-s,cluster9
20.665613,1.403967,-4.68,-9.49984,3.577411,-5.084596,-5.012242,-7.141436,6.059588,10.807277,10.382287,6.357392,3.615434,14.635128,1.088416,-2.357841,2.592942,4.802417,4.554526,10.592797,3.986699,9.353282,1.631514,4.005915,3.267457,3.831269,8.048416,4.590608,-8.365341,5.257588,-5.161011,8.024732,t-CS-s,cluster9
19.249406,1.365182,-4.26887,-9.014152,3.353955,-4.738297,-4.46544,-5.867119,4.743659,9.877034,9.40533,6.663865,3.730496,13.760666,1.561212,-2.06453,1.943882,3.823381,4.108845,9.379791,3.55224,9.51508,2.241608,3.710427,2.695023,3.441976,6.656136,4.428492,-7.929206,4.814102,-4.762393,7.873745,t-CS-s,cluster9
19.049578,1.129541,-4.083202,-9.801779,3.173469,-4.092581,-4.386074,-6.09393,4.771594,9.868401,9.143553,6.790493,3.928135,13.069837,1.098389,-2.395508,1.743877,3.819603,3.960322,9.407563,4.220201,8.99445,2.035601,3.298093,2.659722,3.306883,6.693308,4.293035,-7.895358,4.655178,-5.089167,7.930025,t-CS-s,cluster9
19.303836,1.302464,-4.298562,-9.268226,3.268432,-4.769941,-4.697381,-6.066886,5.085577,10.243025,9.326903,6.259233,3.892687,13.592466,1.204825,-2.034122,2.022327,4.10538,4.261798,9.483269,3.771146,8.948677,1.620829,3.829973,3.015291,3.360677,7.252848,4.220706,-7.97625,4.933037,-4.716875,7.921595,t-CS-s,cluster9
17.022815,0.931769,-4.011511,-8.633638,3.160128,-3.253276,-3.8283,-5.49831,3.611679,8.143772,8.372157,6.42882,3.21716,13.144975,2.01626,-2.634373,1.38367,2.96118,2.796671,8.993572,2.591586,8.778747,2.342576,3.321938,1.891197,2.26061,5.902422,3.736777,-6.63323,3.655265,-3.566682,6.806534,t-CS-s,cluster9
17.01985,0.91877,-3.862695,-8.857581,2.941434,-3.178185,-3.678353,-5.311098,3.838382,7.880334,8.195198,6.214603,3.215824,12.937294,1.736381,-2.677621,1.264936,2.961507,2.77616,9.185715,2.824968,8.373345,2.124629,3.071955,2.211103,2.108959,5.857006,3.613578,-6.620454,3.751177,-3.506511,6.829125,t-CS-s,cluster9
16.975974,1.100289,-3.65143,-8.901905,2.908752,-3.197326,-3.951217,-5.207477,4.120445,8.017525,8.111019,5.970824,3.370858,12.612321,1.413906,-2.451872,1.58055,3.258873,2.694437,9.321383,2.996451,7.916993,1.811443,3.257669,2.758584,2.093163,6.06867,3.613882,-6.588574,3.841962,-3.430626,6.817303,t-CS-s,cluster9
16.279222,0.732922,-4.029601,-8.786011,2.921301,-3.116079,-4.289673,-5.461742,3.093117,8.313125,7.626289,6.084644,3.381188,12.490184,1.887211,-2.198937,1.506808,2.955016,3.370813,8.142037,2.496866,7.897289,2.085036,3.426104,1.907482,2.541603,6.023863,3.769881,-6.596112,3.595133,-2.649071,6.754719,t-CS-s,cluster8
15.978233,0.707588,-3.695692,-9.192702,2.888799,-2.841066,-3.990586,-4.90943,3.095847,8.262045,7.495488,5.849423,3.625087,12.178105,1.725677,-1.917522,1.10527,2.882096,2.912506,7.881992,2.779323,7.506455,2.026827,3.460468,2.120685,2.399694,5.904942,3.632495,-6.582522,3.6716,-2.588661,6.943703,t-CS-s,cluster8
15.897533,0.810938,-3.797443,-9.23852,2.888552,-3.01991,-4.275869,-5.104276,3.151123,8.238666,7.23346,5.906203,3.674267,12.078023,1.468175,-1.768027,1.481077,3.310961,2.89482,7.994753,2.802311,7.382352,1.797408,3.604342,2.437404,2.503265,6.153211,3.743994,-6.607668,3.768672,-2.675383,6.720032,t-CS-s,cluster8
16.104721,4.813865,-4.625194,-11.805064,4.46871,-5.990367,-4.165593,-9.430987,3.327517,13.715485,5.951741,7.75793,5.910696,10.26285,1.006341,1.181884,3.378781,4.827936,8.362575,7.991419,4.520121,9.018647,0.443143,2.703562,-0.704972,10.056313,8.077138,7.146532,-10.863102,-0.453903,-3.228517,8.458915,t-CS-s,cluster5
16.245985,4.938804,-4.650186,-11.734268,4.833367,-6.355166,-4.117088,-9.916618,3.495738,14.076117,6.306452,8.034779,5.910121,10.318733,1.236135,1.287801,3.758613,4.751474,8.400109,7.976456,4.513884,9.539327,0.648937,2.613796,-1.114133,10.495377,8.216077,7.406346,-11.227718,-0.764463,-3.614423,8.184262,t-CS-s,cluster5
16.459691,4.518785,-4.970955,-11.462579,4.825812,-5.996436,-4.373816,-10.432353,3.849065,14.424161,6.048082,8.288717,5.960903,10.548422,1.311438,1.113454,4.250919,5.180384,8.324506,7.534276,4.10592,10.005321,0.611535,2.542122,-1.151261,10.514595,9.028377,7.681067,-11.34379,-0.86845,-3.736015,7.866537,t-CS-s,cluster5
16.11391,4.824584,-3.939541,-11.473988,3.504363,-5.150584,-3.969729,-8.503543,2.971903,12.810054,6.322228,7.399198,5.092808,10.472873,1.174059,0.747988,3.897648,4.162951,8.194992,8.41366,3.907751,8.052959,0.843812,2.859659,0.035734,8.996279,7.161316,7.066766,-10.624864,-0.433155,-2.5709,7.815897,t-CS-s,cluster8
16.966136,4.590423,-4.787241,-10.989166,4.279615,-5.812276,-4.026983,-9.435544,2.829631,13.196803,6.69098,8.229969,5.409823,11.201247,2.15516,0.35308,4.337802,3.962742,9.373693,9.190494,4.186145,8.183119,0.768973,3.023884,0.023636,9.435381,7.443353,7.328399,-11.397054,-0.783824,-3.44025,8.012832,t-CS-s,cluster6
16.592127,4.302096,-4.615411,-10.882957,4.483072,-5.303936,-3.765764,-9.368574,3.032511,12.998437,6.867618,8.362993,5.242911,11.439532,2.470847,0.190654,3.987567,3.956349,9.235229,9.203673,4.281948,8.007318,0.968544,2.995348,-0.095497,9.197034,7.651691,7.174885,-10.709565,-0.803426,-3.260587,8.172961,t-CS-s,cluster6
16.693014,4.294864,-3.789611,-10.548553,3.524614,-4.750359,-3.829966,-8.079917,2.908312,11.83343,6.510291,7.469086,5.009953,10.617277,1.859383,-0.007221,3.690257,3.312159,8.483739,8.738737,3.806945,7.113959,0.873007,2.892111,0.821695,7.84611,6.61301,6.90921,-10.304947,-0.168466,-2.47032,7.721592,t-CS-s,cluster8
16.705918,4.244772,-4.338108,-10.538881,3.604671,-5.002786,-3.913484,-8.486704,2.410315,12.079409,6.541073,7.896787,4.863968,11.177876,1.989356,-0.117092,4.149713,3.287128,8.847574,9.024934,3.883253,7.537189,1.059554,2.875272,0.608942,8.054443,6.602332,6.896065,-10.313488,-0.562849,-2.662548,7.481037,t-CS-s,cluster8
16.682388,4.42248,-4.139092,-10.883417,4.123712,-4.920322,-3.702801,-9.664918,2.865791,12.681977,6.554222,8.163041,4.97923,11.435335,1.400883,-0.438896,4.12049,3.853065,8.873442,8.914193,3.882049,7.925158,0.766339,2.910665,-0.312737,8.882088,6.834931,6.89651,-10.226163,-0.796002,-2.81863,7.554819,t-CS-s,cluster8
15.264335,3.870971,-3.016805,-10.705756,2.79852,-4.127203,-3.458095,-6.949741,2.399465,10.607715,5.531128,6.815615,4.821693,10.249449,1.029259,-0.355303,3.545776,2.774719,7.367954,8.030538,3.856312,6.260468,0.554707,2.55244,0.584217,7.156943,5.539521,6.0919,-8.935269,-0.507061,-1.593842,7.459676,t-CS-s,cluster8
15.606594,4.024456,-3.401514,-10.661415,3.474809,-4.575507,-3.490706,-7.540608,2.417595,10.733543,6.234306,7.437504,4.709103,10.938696,1.824797,-0.487281,3.875296,2.680589,7.655756,8.695912,4.087496,6.291728,0.834741,2.550074,0.787446,7.22229,5.738414,6.38117,-9.403366,-0.571097,-1.867035,7.485189,t-CS-s,cluster8
16.227683,4.196984,-3.864903,-10.564836,3.829523,-4.298273,-3.798703,-8.786656,2.523906,11.483952,6.048107,7.675055,4.745062,11.278578,1.884253,-1.168906,4.250898,2.867033,8.245629,9.047127,4.017147,6.633039,0.770969,2.583144,0.469911,7.466024,5.991983,6.595073,-9.493114,-1.032721,-2.169537,7.301154,t-CS-s,cluster8
15.002546,3.582706,-2.991962,-10.752201,3.130505,-3.886913,-3.800223,-6.782455,2.414143,10.019895,5.05833,6.833264,5.293681,10.258597,1.187444,-0.546727,3.586343,2.257037,6.753302,7.597793,4.012647,5.851794,0.746533,2.477721,1.159327,6.271536,5.610691,6.226357,-8.498496,-0.45423,-1.403481,7.230415,t-CS-s,cluster8
15.492658,3.847212,-3.480568,-10.849487,3.678628,-4.09697,-4.110333,-7.749746,2.285231,11.076196,5.519164,7.478344,5.229539,10.804043,1.720612,-0.476711,4.345352,2.872187,7.512261,8.090035,4.095566,6.584715,1.084402,2.972979,1.121344,7.069118,6.061333,6.657969,-9.185616,-0.719411,-1.635395,7.288936,t-CS-s,cluster8
14.951028,3.315687,-2.906695,-10.549064,3.357038,-3.609492,-3.845965,-7.071383,2.804313,10.600002,4.951145,6.950335,5.34822,10.511337,1.352595,-0.640682,3.696054,2.693552,6.912287,7.777516,3.767243,6.087038,0.661766,2.614271,1.000389,6.394612,5.901686,6.231919,-8.410847,-0.477022,-1.227577,7.350716,t-CS-s,cluster8
17.508882,3.726367,-5.018208,-12.268552,4.096816,-5.572018,-4.230051,-10.77236,6.443096,13.493441,5.478425,8.143834,6.323378,10.306854,0.710761,-0.089337,5.430476,8.362433,8.329308,9.199364,3.765653,7.87622,-4.042044,1.418499,0.529367,11.735926,11.905338,7.580856,-12.261685,-0.125471,-3.46318,10.360033,t-CS-s,cluster5
17.396672,3.898897,-4.873374,-12.613875,4.468251,-5.581941,-4.190716,-10.982709,6.627715,13.534404,5.470483,8.139224,6.388172,10.171657,0.553766,-0.136077,5.373601,8.595875,8.298517,9.098589,4.155841,7.700358,-4.154286,1.51137,0.34507,12.058772,12.217258,7.680104,-12.292415,-0.116198,-3.646866,10.500106,t-CS-s,cluster5
17.344589,4.159894,-4.684487,-12.765376,4.447674,-5.424293,-4.34734,-11.073992,6.659912,13.721301,5.398354,7.887129,6.475064,9.955076,0.300854,0.090572,5.237282,8.740212,7.998588,8.783323,4.284675,7.484839,-4.377053,1.68087,0.329214,11.991895,12.138418,7.552015,-12.160627,-0.098626,-3.32913,10.759988,t-CS-s,cluster5
17.04074,3.850501,-4.277618,-11.653541,3.8585,-4.809971,-3.292085,-9.913942,5.113991,11.561096,5.594737,8.006992,5.093504,10.248051,0.737554,-1.624392,4.803472,7.150384,8.248076,9.314282,3.384486,6.954537,-3.478758,1.520822,-0.032696,10.273214,9.670793,6.739401,-10.961517,-0.082868,-2.760724,9.591231,t-CS-s,cluster5
17.07482,3.865716,-3.965347,-11.753186,3.766996,-4.560582,-3.402439,-9.881379,5.259521,11.505212,5.715229,7.767278,5.057275,10.15694,0.511485,-1.670461,4.833582,7.10733,7.965773,9.10718,3.59951,6.584658,-3.492842,1.650946,0.077547,10.19076,9.651886,6.561949,-10.99023,-0.120074,-2.660574,9.721132,t-CS-s,cluster5
16.898193,4.129554,-3.726829,-12.167951,4.11926,-4.602648,-3.511113,-9.952828,5.279192,11.570125,5.643196,7.888627,5.264416,9.990194,0.135168,-1.219111,5.03371,7.2151,7.641401,8.902168,3.930127,6.375149,-3.431752,2.025114,0.245154,10.333739,9.674413,6.61677,-11.186237,-0.109815,-2.645876,9.662834,t-CS-s,cluster5
16.001134,3.635412,-3.621214,-11.117433,3.320601,-3.889065,-3.223395,-8.615856,4.115987,10.218182,5.047092,7.526989,4.869129,9.893926,1.061463,-1.959556,4.358928,5.666621,7.404297,8.699279,3.203012,6.031498,-2.503092,1.620876,0.126388,8.5895,8.14306,6.249054,-10.042178,-0.236207,-2.027464,8.987989,t-CS-s,cluster8
16.012261,3.874769,-3.474028,-11.263431,3.232871,-3.652497,-3.306814,-8.755581,4.135852,10.460496,5.165767,7.316673,4.977174,9.849331,0.850683,-1.76665,4.604456,5.912376,6.921722,8.609091,3.197558,5.981097,-2.433512,1.838657,0.100746,8.65851,8.072808,6.264481,-10.001462,-0.282662,-1.934311,8.969245,t-CS-s,cluster8
16.26616,4.045038,-3.675161,-11.653506,3.683452,-3.28105,-3.735396,-9.206851,4.462175,10.978874,5.508268,7.891189,5.238754,10.258383,1.151673,-1.424265,4.952257,6.156143,7.077068,8.487894,3.283797,6.327287,-1.844904,2.293434,0.52633,8.807693,8.852264,6.853171,-10.246158,-0.328922,-1.954916,8.918428,t-CS-s,cluster8
13.678868,2.772061,-3.295557,-9.933703,3.895814,-3.18989,-2.347966,-7.772318,2.890394,8.194706,4.582269,7.633011,4.205672,8.961742,1.42403,-2.586693,3.033036,3.957585,5.895589,7.322205,2.636387,6.053547,-0.747799,1.543907,-0.664216,6.891165,6.651366,5.105187,-7.528665,-0.741624,-1.873048,7.126471,t-CS-s,cluster8
13.608754,2.982022,-3.080227,-10.320196,3.498226,-2.730091,-2.576549,-7.712434,3.059262,8.342754,4.340225,7.117286,4.16575,8.57402,0.844673,-2.536665,3.170703,4.097151,5.521061,7.294506,2.778658,5.532175,-1.000879,1.570175,-0.402655,6.691945,6.740962,4.983418,-7.566997,-0.714807,-1.72748,7.220842,t-CS-s,cluster8
14.10643,3.096763,-3.29676,-10.541947,3.872911,-2.552357,-2.859008,-8.447645,3.216857,8.815555,4.692888,7.507992,4.529597,9.040318,0.943569,-2.349082,3.844895,4.372879,5.558316,7.385404,3.042207,5.530069,-0.92134,2.011039,-0.17136,6.928822,7.224521,5.166517,-7.93017,-0.848866,-1.780889,7.207218,t-CS-s,cluster8
13.663033,3.326622,-2.361054,-10.857953,3.246605,-2.542141,-3.016704,-6.508226,3.220984,8.155704,3.514115,6.790829,5.171756,9.438265,1.217143,-2.044286,3.627824,3.73952,5.026382,7.231466,3.102356,4.352548,-1.528206,1.46961,0.654871,6.22404,6.176498,5.730099,-8.401874,-0.580123,-0.665702,8.640777,t-CS-s,cluster8
13.686075,3.160167,-2.415281,-11.133751,2.979474,-2.311477,-3.233559,-6.425333,3.005153,8.296234,3.394563,6.529154,5.040058,9.387674,0.925507,-1.924837,3.725903,3.717146,4.791831,7.027283,3.177255,4.377663,-1.575234,1.445725,0.714764,6.207807,6.182306,5.807565,-8.435638,-0.478531,-0.624848,8.437273,t-CS-s,cluster8
13.471496,3.293406,-2.364662,-11.338763,2.981199,-2.126162,-3.423092,-6.411328,3.015611,8.143384,3.350995,6.574345,5.407069,9.21635,0.836603,-1.681515,4.013444,3.887995,4.388092,6.840404,3.263352,4.130357,-1.402736,1.531573,0.93927,5.960572,6.491143,5.814659,-8.263538,-0.450053,-0.406717,8.272746,t-CS-s,cluster8
20.131781,1.245338,-6.673358,-11.951,6.847348,-7.216513,-4.922258,-9.705083,8.243088,12.877455,8.769176,9.684048,6.929688,13.55664,2.277555,0.199255,5.615773,8.439,4.995073,9.490727,6.180631,11.311168,-2.420238,3.087795,2.453232,10.556072,13.067,6.860066,-12.873253,1.997169,-8.232519,12.873533,t-CS-s,cluster2
19.857057,1.477739,-7.062368,-11.679451,7.412938,-7.683199,-5.552023,-10.897102,8.217841,12.971874,9.069143,10.088836,6.677283,13.399384,2.996169,0.121056,6.630718,8.759038,5.276147,9.435428,6.224604,11.231179,-1.845031,3.496444,2.845264,11.147023,13.699438,7.620357,-13.124135,1.591573,-8.831907,12.127796,t-CS-s,cluster2
19.698082,0.528301,-7.267205,-11.307372,6.818687,-7.513387,-4.959218,-10.205392,7.972865,12.298697,9.024648,9.949586,6.694174,13.058021,3.102936,-0.34579,6.052077,8.518678,5.117607,9.253765,5.524473,11.16416,-2.435996,3.02895,2.367516,10.498762,13.642857,6.837745,-12.484141,1.541359,-8.571268,11.928721,t-CS-s,cluster2
20.172602,2.469316,-6.020305,-11.780971,6.265713,-6.47187,-4.243481,-9.968708,6.572177,11.719873,9.71817,10.186497,5.664374,13.754403,1.586761,-1.196632,6.433464,8.452889,5.575652,10.491522,5.759388,10.891362,-1.409772,4.645197,2.245566,9.968281,10.876799,5.888651,-12.031062,1.779887,-8.352718,11.452455,t-CS-s,cluster2
20.069077,3.405286,-6.259074,-11.498375,6.383749,-6.564381,-5.388578,-11.403398,6.215066,11.516293,9.586155,10.465139,5.600365,13.95544,2.053985,-1.301882,7.659796,8.418472,5.890648,10.673188,5.273979,10.661311,-0.197298,4.406145,3.373938,9.649607,11.077068,7.214813,-11.889491,1.698193,-7.918522,9.726016,t-CS-s,cluster2
19.474268,-1.886184,-6.016649,-7.062832,6.37885,-6.530017,-3.605175,-5.837053,6.402981,7.110928,9.40774,10.344649,5.357434,13.425235,6.002465,-1.396729,6.430753,4.636982,5.526224,10.448863,5.387747,6.572052,-2.079168,4.369083,5.772917,6.104475,11.083594,5.552456,-11.724527,1.700924,-8.066609,10.983544,t-CS-s,cluster6
19.23373,2.6681,-5.491206,-11.3646,6.072833,-6.001717,-3.514906,-8.733191,5.528538,10.658767,9.228413,10.071217,5.429844,13.283829,1.510868,-1.335202,5.593662,7.836226,5.07888,10.452669,5.349971,10.557683,-1.118357,4.504101,2.009872,8.661363,9.3469,4.936703,-10.790391,1.757025,-7.584205,10.763802,t-CS-s,cluster2
19.297973,2.178447,-5.409397,-10.767422,6.286397,-6.149965,-3.280788,-8.725306,5.683756,10.341213,9.249118,10.192499,5.640936,13.200541,2.079039,-1.348421,5.912697,7.521145,5.432115,10.713133,5.166439,10.03575,-1.189275,4.911802,2.276064,8.707044,9.507317,5.121307,-11.293127,1.672416,-7.935848,10.683,t-CS-s,cluster2
19.355273,2.448676,-5.791547,-10.941957,5.924277,-6.050289,-3.247962,-9.14766,5.631133,10.702183,9.284916,10.186473,5.457266,13.102746,1.894136,-1.647069,5.999469,8.052528,5.659888,10.89722,4.74982,10.624024,-1.523036,4.650551,1.700115,9.069404,9.705277,4.983966,-11.028328,1.557124,-7.710501,10.487691,t-CS-s,cluster2
18.285574,2.165121,-4.966065,-11.079572,5.895089,-5.401764,-3.448621,-7.88269,4.326152,10.225103,8.131494,9.796542,6.077797,13.108413,1.276317,-0.719941,5.169569,6.943314,5.072079,9.831534,4.884886,10.072191,-1.013007,5.128434,1.958794,8.14588,8.330347,4.220623,-10.428799,1.441498,-6.49872,10.514627,t-CS-s,cluster6
18.576808,2.546905,-5.240803,-11.08,6.147542,-5.60121,-3.037527,-8.274128,4.517807,10.383589,8.58709,10.17831,5.701676,13.126988,1.670916,-0.962364,5.37429,7.207039,5.274497,10.37501,4.894337,10.461627,-1.048481,5.154211,1.572543,8.593238,8.409798,4.444927,-10.656131,1.488367,-6.835655,10.509625,t-CS-s,cluster6
17.948616,2.599625,-4.728824,-11.095197,5.609122,-5.282739,-2.892132,-7.972135,4.369704,10.016183,8.221803,9.446266,5.501858,12.36782,1.303694,-1.136812,5.006864,7.093127,5.021357,10.119649,4.64835,9.696045,-1.378804,4.754266,1.343425,8.208293,8.269335,4.08834,-10.143082,1.341908,-6.087707,10.131356,t-CS-s,cluster6
17.1059,1.737178,-5.333703,-10.781753,5.418608,-4.849744,-3.965828,-7.520707,3.664761,9.466939,7.307441,9.917051,5.860094,13.034167,1.327759,-0.747331,5.463536,6.805804,4.168393,8.501546,4.560446,10.48865,-0.205011,5.119623,2.26554,7.029303,8.223315,4.402045,-9.460399,1.460706,-5.738697,9.74682,t-CS-s,cluster6
17.33743,1.521226,-5.406396,-10.444899,5.52519,-4.978305,-3.889885,-7.440961,3.716098,9.159182,7.679659,9.916394,5.769586,13.105355,1.888798,-0.973369,5.570772,6.492982,4.36854,8.782095,4.653404,10.062207,-0.360052,5.264612,2.49954,6.954092,8.507489,4.471352,-9.583719,1.449429,-5.843595,9.728836,t-CS-s,cluster6
17.735469,1.73521,-6.005436,-10.495649,6.308133,-5.186709,-3.963287,-8.774675,3.731854,9.949923,7.964661,11.023625,6.070152,13.746896,2.455012,-1.247719,6.153306,7.05527,4.983938,9.182453,4.494296,10.827219,-0.303686,5.589939,2.176244,7.55551,9.102001,4.681387,-10.001665,1.012353,-6.215447,9.885093,t-CS-s,cluster6
21.952431,2.429045,-5.582595,-12.255034,5.339597,-6.594591,-4.635472,-10.302827,7.245188,13.165322,10.383598,9.279145,5.184252,14.819867,0.807323,-1.654839,5.529501,8.11523,6.927055,12.138739,5.808978,9.525796,-0.679572,4.006618,2.206035,9.226962,10.769414,6.660508,-12.309567,2.745082,-7.671998,10.991562,t-CS-s,cluster2
21.291297,2.5739,-5.667281,-11.141992,5.310993,-6.836207,-4.285042,-9.906723,7.32111,12.303309,10.275682,9.506227,4.559861,14.579051,2.061385,-1.76466,5.677259,7.478124,6.808234,12.011341,5.942218,9.499031,-0.663178,3.565872,2.129039,9.33509,10.396971,6.976027,-12.373206,2.569333,-8.129765,11.080371,t-CS-s,cluster2
