@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S10

@attribute NR1_N numeric
@attribute pCAMKII_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute BRAF_N numeric
@attribute CREB_N numeric
@attribute ELK_N numeric
@attribute ERK_N numeric
@attribute MEK_N numeric
@attribute TRKA_N numeric
@attribute APP_N numeric
@attribute SOD1_N numeric
@attribute P38_N numeric
@attribute pMTOR_N numeric
@attribute NR2B_N numeric
@attribute RAPTOR_N numeric
@attribute NUMB_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute ADARB1_N numeric
@attribute AcetylH3K9_N numeric
@attribute BAX_N numeric
@attribute GFAP_N numeric
@attribute GluR4_N numeric
@attribute SNCA_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute BAD_N numeric
@attribute BCL2_N numeric
@attribute pS6_N numeric
@attribute SYP_N numeric
@attribute H3AcK18_N numeric
@attribute Treatment=Saline numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
1.936624,1.610955,0.180595,0.749112,0.318751,0.138344,0.904842,2.221724,0.21462,0.549822,0.391288,0.271827,0.323425,0.654141,0.484016,0.277435,0.189229,0.702721,0.263691,0.849368,0.053854,0.112035,0.106911,0.089036,0.116703,0.614027,0.12046,0.101446,0.083798,0.306729,0.113515,1,t-CS-s
1.872363,1.555075,0.190553,0.726519,0.371913,0.126194,0.904453,2.132324,0.182802,0.522985,0.394447,0.274383,0.340905,0.645394,0.47413,0.260141,0.196136,0.712688,0.262117,0.966219,0.060671,0.117049,0.111739,0.085979,0.130155,0.634957,0.13264,0.113321,0.092193,0.284262,0.101231,1,t-CS-s
1.946642,1.587672,0.192272,0.74885,0.384729,0.129899,0.943146,2.213247,0.188592,0.564305,0.390616,0.279485,0.351242,0.659982,0.478013,0.30138,0.187144,0.710006,0.273337,1.066182,0.064729,0.11649,0.137731,0.09033,0.143991,0.660816,0.115931,0.112241,0.090777,0.288765,0.100279,1,t-CS-s
1.843284,1.432354,0.193548,0.732547,0.354117,0.145643,0.856283,1.895282,0.176456,0.465816,0.38156,0.290082,0.369283,0.698122,0.508185,0.308618,0.178102,0.680027,0.252024,1.255607,0.061048,0.135236,0.112409,0.111214,0.144658,0.784074,0.135236,0.11931,0.10564,0.365096,0.110949,1,t-CS-s
1.810981,1.402336,0.203505,0.728271,0.369626,0.143224,0.847664,1.855607,0.19486,0.461449,0.390421,0.278505,0.36729,0.68972,0.506542,0.317991,0.180839,0.684798,0.257173,1.226925,0.066857,0.145268,0.120862,0.116448,0.156043,0.787875,0.153706,0.120862,0.104894,0.348046,0.118395,1,t-CS-s
1.791014,1.343998,0.197186,0.702065,0.333787,0.1543,0.820059,1.820059,0.183572,0.455185,0.377808,0.292489,0.378262,0.687996,0.472884,0.313819,0.175084,0.697358,0.258353,1.290728,0.066693,0.150997,0.140767,0.107485,0.162134,0.796037,0.1374,0.121989,0.105543,0.356773,0.142839,1,t-CS-s
2.883552,2.005812,0.274701,0.980884,0.412296,0.18143,2.383447,4.27176,0.353617,0.956726,0.551572,0.390869,0.322947,0.75856,0.578531,0.295427,0.280568,2.183707,0.385029,2.196928,0.123976,0.200491,0.124015,0.148676,0.178324,0.98575,0.12267,0.106005,0.123976,0.595693,0.097653,1,t-CS-s
2.923104,2.040697,0.28752,1.019063,0.417678,0.187277,2.522348,4.447951,0.355919,0.979509,0.572897,0.408753,0.329287,0.801228,0.588962,0.306369,0.268732,2.04491,0.371645,2.230484,0.12198,0.188024,0.121176,0.140396,0.17202,0.933994,0.122669,0.102339,0.126881,0.59003,0.094759,1,t-CS-s
2.995767,1.973905,0.276424,0.982927,0.413561,0.180165,2.433063,4.316746,0.344854,0.959817,0.55507,0.40211,0.357485,0.780484,0.569366,0.293636,0.260688,2.01524,0.371458,2.208213,0.116625,0.186217,0.113434,0.133891,0.156188,0.871814,0.119102,0.095942,0.116737,0.603543,0.094816,1,t-CS-s
2.557313,2.417298,0.267431,0.817639,0.396552,0.163604,1.741664,3.80305,0.31366,0.877795,0.519041,0.351838,0.31385,0.719685,0.528799,0.27662,0.263608,2.234059,0.375894,1.8845,0.110783,0.19015,0.11493,0.130638,0.15521,0.949508,0.125765,0.094401,0.117989,0.555158,0.093624,1,t-CS-s
2.662082,2.395798,0.269914,0.878892,0.40086,0.165903,1.708978,3.763897,0.317001,0.87765,0.506304,0.364374,0.300191,0.739446,0.535817,0.278892,0.250582,2.131563,0.36004,1.905362,0.106474,0.188417,0.11482,0.122458,0.144411,0.900455,0.123419,0.09565,0.116186,0.560344,0.090996,1,t-CS-s
2.533197,2.33038,0.269955,0.874394,0.382786,0.158896,1.670925,3.777695,0.3163,0.859101,0.511003,0.351548,0.293174,0.711209,0.516505,0.277415,0.236592,2.080028,0.353733,1.982746,0.103623,0.178636,0.106769,0.121123,0.125989,0.847122,0.120926,0.093939,0.109374,0.545446,0.089957,1,t-CS-s
2.452414,2.244843,0.28399,0.793483,0.353376,0.163854,1.384318,3.405532,0.30872,0.816338,0.490858,0.353024,0.289498,0.689522,0.49414,0.262424,0.232809,2.198801,0.353506,1.687998,0.102433,0.194916,0.113201,0.121652,0.146051,0.947318,0.126968,0.092892,0.108567,0.507054,0.094732,1,t-CS-s
2.437843,2.315676,0.257218,0.783703,0.35958,0.156407,1.401813,3.476736,0.296827,0.825221,0.488189,0.358268,0.328084,0.684204,0.492126,0.266881,0.228023,2.156959,0.36324,1.74896,0.105019,0.186015,0.119044,0.118776,0.154275,0.912159,0.136626,0.100255,0.10965,0.554556,0.103073,1,t-CS-s
2.498281,2.295506,0.263133,0.784656,0.3746,0.155698,1.386458,3.413732,0.290525,0.82438,0.495079,0.343294,0.306415,0.67722,0.497688,0.267165,0.219038,2.123717,0.357053,1.768716,0.097504,0.181836,0.110015,0.111141,0.12577,0.877011,0.129543,0.097571,0.105911,0.54445,0.093268,1,t-CS-s
2.28487,2.066553,0.255481,0.759913,0.367905,0.156585,1.152387,3.008863,0.275229,0.790857,0.444254,0.319546,0.284715,0.656197,0.477997,0.286114,0.212015,2.022422,0.344182,1.52526,0.100757,0.191296,0.126774,0.1035,0.142195,0.961684,0.147588,0.100473,0.1,0.524125,0.103784,1,t-CS-s
2.342337,2.140163,0.260189,0.78536,0.377977,0.181876,1.164136,3.176602,0.293911,0.799584,0.459965,0.322838,0.298546,0.643439,0.485536,0.266901,0.213867,2.053606,0.348255,1.517171,0.099953,0.191903,0.123685,0.107585,0.166775,0.94658,0.135319,0.108329,0.10712,0.529642,0.115589,1,t-CS-s
2.244724,2.045241,0.244269,0.754365,0.3598,0.153788,1.12722,2.93973,0.265827,0.769242,0.453773,0.325793,0.273569,0.615455,0.472446,0.250645,0.201794,1.926368,0.347354,1.540269,0.094619,0.176861,0.112197,0.102332,0.125112,0.898296,0.136951,0.107534,0.10583,0.518386,0.110583,1,t-CS-s
2.139092,1.778949,0.237205,0.709913,0.34909,0.162047,1.072267,2.745962,0.257779,0.718075,0.419827,0.316103,0.280735,0.637307,0.458766,0.248937,0.197183,2.014671,0.321479,1.373239,0.094014,0.181573,0.113146,0.100939,0.159624,0.983216,0.141197,0.125352,0.095892,0.486854,0.107512,1,t-CS-s
2.180356,1.855438,0.264914,0.727996,0.371434,0.158395,1.083694,2.834169,0.271312,0.735777,0.417257,0.303994,0.277365,0.632717,0.45115,0.248487,0.191509,2.017631,0.331632,1.368751,0.096509,0.176778,0.117852,0.10544,0.162162,0.95163,0.151607,0.11936,0.102308,0.478715,0.121332,1,t-CS-s
2.316541,1.927826,0.266166,0.786957,0.388533,0.162118,1.1634,3.035354,0.29749,0.797032,0.460707,0.325884,0.328632,0.670452,0.498626,0.268364,0.188426,1.966621,0.331397,1.42128,0.083846,0.174185,0.107769,0.102415,0.126566,0.89542,0.146844,0.119162,0.104807,0.493506,0.103326,1,t-CS-s
2.629863,2.952034,0.271629,0.864718,0.419257,0.159087,1.81542,3.604992,0.318707,0.853082,0.546278,0.346953,0.314177,0.737964,0.528424,0.264523,0.262145,2.369042,0.3687,1.998519,0.351728,0.219887,0.127399,0.133208,0.156216,0.991571,0.143516,0.112022,0.118686,0.601743,0.192038,1,t-CS-s
2.57854,2.870833,0.267224,0.884256,0.406881,0.161614,1.840786,3.650902,0.319584,0.864521,0.546271,0.351853,0.302782,0.751978,0.680683,0.262601,0.24929,2.264222,0.361007,1.906335,0.351647,0.210509,0.122026,0.132724,0.138853,0.961665,0.137349,0.109099,0.113557,0.5548,0.182036,1,t-CS-s
2.721976,2.95324,0.273493,0.908926,0.439692,0.163389,1.864522,3.720797,0.32415,0.87014,0.548165,0.365564,0.317626,0.750702,0.620027,0.272043,0.246214,2.249591,0.359898,1.857174,0.332062,0.207484,0.116952,0.131332,0.146966,0.913988,0.135527,0.135363,0.108999,0.568853,0.174529,1,t-CS-s
2.34182,2.590416,0.25546,0.743043,0.399226,0.158492,1.337452,2.900786,0.288282,0.753026,0.497317,0.302009,0.298265,0.687757,0.508923,0.261201,0.23619,2.306589,0.362494,1.626488,0.330696,0.210974,0.127191,0.135695,0.151002,0.963322,0.158619,0.121127,0.11462,0.525401,0.186127,1,t-CS-s
2.299913,2.580995,0.28021,0.747475,0.400923,0.155381,1.306647,2.879162,0.309265,0.751964,0.496072,0.323606,0.291682,0.667415,0.496571,0.259633,0.236151,2.266461,0.353417,1.584713,0.319208,0.208858,0.130655,0.133083,0.156993,0.936144,0.15611,0.119915,0.116898,0.55455,0.187597,1,t-CS-s
2.343511,2.626705,0.257665,0.746715,0.415092,0.158553,1.339882,2.914279,0.288199,0.764986,0.499812,0.326117,0.305969,0.680891,0.513828,0.267801,0.221567,2.186394,0.349761,1.605939,0.303566,0.202752,0.124684,0.126509,0.138023,0.877703,0.149115,0.117172,0.11303,0.547037,0.175091,1,t-CS-s
2.125114,2.346693,0.252972,0.659403,0.368333,0.157726,1.008077,2.475008,0.266382,0.704358,0.454435,0.297623,0.292899,0.638677,0.470588,0.253734,0.207245,2.210714,0.353791,1.390885,0.286251,0.204162,0.124964,0.13325,0.163407,0.894691,0.171886,0.13508,0.108777,0.528375,0.182195,1,t-CS-s
2.233035,2.440941,0.263604,0.699584,0.40605,0.166773,1.071063,2.558259,0.279449,0.757682,0.476152,0.320102,0.305378,0.651408,0.477753,0.273528,0.20319,2.10264,0.34229,1.350741,0.279719,0.199013,0.134827,0.122769,0.13891,0.883783,0.174041,0.129795,0.106532,0.501614,0.181067,1,t-CS-s
2.220456,2.445633,0.257592,0.701652,0.391031,0.169158,1.069709,2.563651,0.278049,0.72919,0.489064,0.304013,0.294099,0.64406,0.47144,0.266404,0.204149,2.147195,0.351061,1.334182,0.273456,0.197454,0.133428,0.114851,0.151532,0.843564,0.162565,0.125035,0.110042,0.538991,0.181235,1,t-CS-s
2.193272,2.549541,0.248012,0.703517,0.361315,0.150765,1.028135,2.631957,0.241284,0.738379,0.441743,0.303517,0.248318,0.649083,0.455505,0.240673,0.186981,2.101191,0.316087,1.237878,0.257731,0.195404,0.134761,0.107568,0.147154,0.931296,0.159307,0.1492,0.096258,0.403682,0.163518,1,t-CS-s
2.266884,2.657817,0.248719,0.723645,0.358174,0.145319,1.036485,2.755473,0.238938,0.766185,0.475858,0.305232,0.290017,0.663406,0.438441,0.237851,0.192073,2.106951,0.309634,1.412805,0.254024,0.207683,0.137927,0.108902,0.159756,0.950976,0.159024,0.12561,0.09622,0.412683,0.178415,1,t-CS-s
2.231571,2.708087,0.260187,0.734681,0.370295,0.152411,1.063297,2.713219,0.247745,0.783515,0.47465,0.292846,0.268896,1.124883,0.446967,0.245568,0.191626,2.08399,0.334606,1.430296,0.261823,0.196305,0.13202,0.107389,0.174877,0.989039,0.165025,0.137315,0.100739,0.432389,0.180172,1,t-CS-s
2.071468,2.21385,0.252816,0.725023,0.361588,0.169714,0.95771,2.344044,0.246537,0.713019,0.438781,0.305633,0.27904,0.620129,0.491043,0.258172,0.177744,2.045874,0.31673,1.095382,0.248751,0.172294,0.134444,0.101741,0.179864,0.99349,0.187888,0.170174,0.098713,0.419985,0.188796,1,t-CS-s
2.081833,2.291705,0.273706,0.711449,0.389497,0.175357,0.953424,2.372796,0.24717,0.712377,0.435146,0.29987,0.288922,0.647987,0.462795,0.246057,0.18148,2.128058,0.322236,1.312326,0.25209,0.188294,0.150976,0.105296,0.155776,1.006968,0.196965,0.157789,0.102199,0.448746,0.207959,1,t-CS-s
2.147198,2.332004,0.259829,0.703514,0.397911,0.17208,0.997341,2.501235,0.267236,0.738651,0.470465,0.28452,0.307502,0.679012,0.489839,0.290788,0.181201,2.160519,0.331841,1.296651,0.257138,0.191542,0.138447,0.102948,0.165303,1.024078,0.19679,0.171168,0.106035,0.45223,0.198487,1,t-CS-s
2.028066,3.234523,0.265248,0.711547,0.216729,0.165184,1.416216,2.441805,0.278731,0.653673,0.441897,1.529854,0.389434,0.627442,0.541777,0.266532,0.221295,2.171127,0.327019,0.996582,0.408875,0.188333,0.120148,0.157687,0.146739,0.896999,0.158962,0.124261,0.125536,0.40007,0.205017,1,t-SC-s
2.011118,3.319096,0.265542,0.71602,0.229593,0.158529,1.380524,2.406282,0.278329,0.662652,0.428796,1.513852,0.457611,0.638099,0.533031,0.259983,0.218345,2.164452,0.318894,0.976531,0.394503,0.188486,0.117344,0.152802,0.139343,0.885653,0.154668,0.114969,0.118136,0.394786,0.218572,1,t-SC-s
2.153044,3.476863,0.276279,0.750414,0.227862,0.161715,1.493327,2.5283,0.312908,0.694886,0.461179,1.610521,0.407793,0.664004,0.561715,0.274135,0.208792,2.19257,0.312552,1.003654,0.372072,0.183268,0.112674,0.149493,0.134156,0.883118,0.152539,0.113338,0.119484,0.377941,0.201207,1,t-SC-s
1.817545,2.903977,0.272659,0.627869,0.206596,0.180946,1.14646,2.112835,0.254553,0.588641,0.392607,1.239681,0.381399,0.59306,0.540037,0.255847,0.209686,2.297259,0.337443,0.976008,0.376513,0.195202,0.126718,0.157469,0.155166,0.924608,0.171656,0.131917,0.129243,0.403179,0.218822,1,t-SC-s
1.913745,3.049849,0.254845,0.672342,0.217878,0.157612,1.144729,2.188641,0.26403,0.618125,0.416153,1.279489,0.395766,0.608715,0.525148,0.262014,0.201477,2.252814,0.321144,0.883416,0.373844,0.178031,0.123611,0.150785,0.15731,0.891876,0.165197,0.121962,0.123539,0.401448,0.208217,1,t-SC-s
1.924401,3.12247,0.256339,0.686555,0.235287,0.157711,1.207723,2.250989,0.272738,0.64608,0.426378,1.343452,0.394394,0.630147,0.575017,0.267388,0.201025,2.22053,0.308727,0.954655,0.382617,0.179954,0.120088,0.153616,0.148918,0.912158,0.166856,0.121014,0.120729,0.388454,0.206222,1,t-SC-s
1.501548,2.293641,0.222791,0.541558,0.198976,0.149917,0.856275,1.659562,0.219457,0.502739,0.339724,0.9819,0.311741,0.523339,0.448321,0.230293,0.187663,2.365383,0.324066,0.867265,0.33314,0.181485,0.118158,0.157641,0.152042,0.864466,0.184767,0.140651,0.124433,0.392895,0.236895,1,t-SC-s
1.714286,2.587228,0.237785,0.60555,0.216144,0.157594,0.911046,1.883563,0.2423,0.563994,0.378651,1.08205,0.346522,0.580058,0.494025,0.237653,0.185313,2.300084,0.299338,0.813101,0.341887,0.172156,0.119436,0.150322,0.155641,0.849398,0.182887,0.141364,0.118037,0.39414,0.225903,1,t-SC-s
1.781643,2.745439,0.253995,0.641776,0.219347,0.162636,0.993495,1.957432,0.256258,0.598784,0.395418,1.158393,0.363456,0.596662,0.522274,0.259086,0.176745,2.247442,0.296858,0.815765,0.333029,0.163957,0.116368,0.148155,0.146602,0.847552,0.177932,0.131805,0.112715,0.377695,0.198301,1,t-SC-s
1.44,2.093527,0.221382,0.518691,0.199127,0.158836,0.767564,1.479709,0.218182,0.489891,0.334836,0.852073,0.347055,0.526545,0.4128,0.24,0.176838,2.377064,0.317784,0.805778,0.326788,0.176338,0.145198,0.161831,0.166708,0.879065,0.220985,0.167459,0.126813,0.417459,0.266008,1,t-SC-s
1.460666,2.178982,0.218092,0.535005,0.207195,0.147933,0.758173,1.540528,0.229437,0.493805,0.348261,0.865054,0.34841,0.53411,0.445141,0.238543,0.173648,2.337189,0.308329,0.762421,0.335241,0.171943,0.132124,0.153921,0.168047,0.853264,0.208354,0.157209,0.122747,0.400268,0.228568,1,t-SC-s
1.674129,2.475735,0.257006,0.608681,0.235988,0.169515,0.852358,1.710868,0.258031,0.563226,0.416097,0.989576,0.394053,0.609023,0.509398,0.263841,0.165935,2.330089,0.317033,0.736973,0.327596,0.166172,0.121543,0.150861,0.163086,0.837864,0.19276,0.151454,0.119881,0.407596,0.228843,1,t-SC-s
1.330831,1.919489,0.221725,0.50016,0.204952,0.155751,0.701438,1.347923,0.209744,0.438498,0.321246,0.781949,0.349361,0.510863,0.414856,0.228594,0.159105,2.278167,0.316839,0.743605,0.308161,0.163672,0.140682,0.155451,0.17296,0.839982,0.218179,0.171437,0.118758,0.431334,0.255633,1,t-SC-s
1.346827,1.908112,0.215422,0.503454,0.202892,0.14988,0.662169,1.390361,0.251888,0.44996,0.324659,0.785703,0.362249,0.516948,0.435663,0.254137,0.158342,2.267631,0.300283,0.735202,0.30908,0.16699,0.132399,0.157149,0.176681,0.837781,0.209781,0.177576,0.121366,0.395408,0.245564,1,t-SC-s
1.589289,2.308557,0.254812,0.57328,0.23137,0.166381,0.775681,1.61902,0.259386,0.53097,0.395845,0.933295,0.41033,0.591957,0.495521,0.257862,0.154758,2.30374,0.322894,0.73609,0.319094,0.168744,0.133475,0.143205,0.179234,0.838705,0.236394,0.172697,0.12329,0.402706,0.245363,1,t-SC-s
2.426886,3.622972,0.276133,0.86213,0.27987,0.175632,1.513423,2.752581,0.313698,0.701151,0.436031,0.709509,0.453339,0.714033,0.565149,0.30298,0.233124,2.2876,0.311412,0.988656,0.306357,0.199764,0.118275,0.153937,0.164046,0.949455,0.150904,0.114456,0.125969,0.420308,0.167303,1,t-SC-s
2.332015,3.477213,0.261017,0.822222,0.260075,0.169303,1.45725,2.584275,0.285499,0.680603,0.427119,0.676365,0.429096,0.682863,0.518456,0.285782,0.232658,2.214186,0.316424,0.914058,0.304872,0.206373,0.118366,0.152408,0.170489,0.918801,0.151906,0.115631,0.127686,0.4075,0.162118,1,t-SC-s
2.309666,3.374989,0.254787,0.833165,0.253046,0.16088,1.379661,2.468255,0.284746,0.656711,0.404672,0.657077,0.372973,0.670545,0.488777,0.269721,0.241229,2.337627,0.33174,0.974589,0.321541,0.212204,0.120469,0.162198,0.159517,0.961592,0.152407,0.114466,0.119361,0.418813,0.164122,1,t-SC-s
2.164179,3.172876,0.233047,0.762017,0.254084,0.16935,1.191209,2.303561,0.259372,0.633564,0.410154,0.620402,0.446116,0.659654,0.553297,0.287225,0.214862,2.3113,0.310515,0.977657,0.299807,0.197373,0.118852,0.144835,0.15283,0.955386,0.154472,0.117996,0.116497,0.403526,0.172032,1,t-SC-s
2.031693,2.980136,0.232229,0.73831,0.240598,0.156344,1.114719,2.157125,0.24495,0.600268,0.388684,0.586207,0.405535,0.626939,0.492802,0.265037,0.213054,2.307254,0.311315,0.829557,0.301553,0.202508,0.1175,0.141727,0.155408,0.947983,0.159684,0.115291,0.120208,0.395967,0.171797,1,t-SC-s
2.055106,3.046014,0.229959,0.735226,0.239716,0.160439,1.110766,2.157002,0.253687,0.591529,0.392394,0.579998,0.372879,0.616587,0.476328,0.252245,0.220019,2.409856,0.312896,0.899395,0.292557,0.205147,0.118247,0.154188,0.151272,0.954582,0.160749,0.118758,0.117956,0.396078,0.158052,1,t-SC-s
1.975557,2.685406,0.218548,0.715313,0.243422,0.167218,0.965636,2.003019,0.251474,0.577283,0.37642,0.541481,0.45895,0.643134,0.524659,0.301366,0.194041,2.245026,0.286759,0.920329,0.266309,0.187564,0.118904,0.127973,0.157583,0.918849,0.167021,0.123439,0.113352,0.39826,0.171741,1,t-SC-s
1.77393,2.358594,0.20345,0.636422,0.212396,0.148882,0.842173,1.741086,0.211374,0.494696,0.318978,0.476294,0.360511,0.561917,0.462236,0.239489,0.195228,2.273023,0.276736,0.824731,0.274044,0.191979,0.120033,0.140085,0.165336,0.924341,0.189844,0.123004,0.115392,0.384237,0.195878,1,t-SC-s
1.768983,2.442697,0.204976,0.646513,0.219801,0.151992,0.854067,1.756607,0.210777,0.499291,0.337759,0.467449,0.363156,0.557948,0.440634,0.248163,0.199117,2.375492,0.299683,0.822474,0.286729,0.199981,0.123021,0.140582,0.162844,0.938106,0.18789,0.129738,0.117935,0.367911,0.177526,1,t-SC-s
1.733509,2.254288,0.219987,0.648912,0.22279,0.163094,0.81316,1.596636,0.215204,0.475099,0.328661,0.477573,0.495877,0.608015,0.515172,0.287929,0.177289,2.238452,0.280084,0.861186,0.250848,0.17612,0.116828,0.12174,0.171208,0.903754,0.189685,0.133084,0.118349,0.387089,0.182669,1,t-SC-s
1.590038,2.068352,0.204291,0.591264,0.20567,0.168429,0.770268,1.501149,0.212414,0.435709,0.321992,0.427586,0.388046,0.560613,0.479387,0.274483,0.184826,2.242614,0.288584,0.816592,0.269085,0.18459,0.122666,0.128102,0.173009,0.916568,0.205152,0.135193,0.123139,0.390806,0.186953,1,t-SC-s
1.619033,2.091302,0.199444,0.593079,0.212112,0.146763,0.771976,1.524795,0.201143,0.445698,0.329832,0.42546,0.362429,0.552758,0.430712,0.255986,0.192044,2.300122,0.281395,0.781395,0.270135,0.186903,0.129131,0.132313,0.178947,0.927417,0.190208,0.141126,0.12754,0.366707,0.209302,1,t-SC-s
1.484991,1.706691,0.196383,0.55226,0.210307,0.143761,0.699096,1.264919,0.210127,0.384448,0.299096,0.397649,0.428029,0.56962,0.446293,0.28481,0.160681,2.079267,0.235799,0.829589,0.230791,0.178137,0.121477,0.115324,0.169409,0.872514,0.193018,0.132208,0.108456,0.319216,0.198455,1,t-SC-s
1.466881,1.657383,0.194251,0.53794,0.209784,0.147652,0.632923,1.269952,0.217997,0.383146,0.29834,0.384753,0.387074,0.565078,0.524014,0.275844,0.16626,2.107487,0.25564,0.774968,0.24242,0.165828,0.12588,0.122575,0.193706,0.86909,0.192413,0.122719,0.114815,0.371605,0.189395,1,t-SC-s
1.414914,1.654963,0.208065,0.516774,0.193986,0.139058,0.604554,1.272553,0.176082,0.380323,0.287502,0.384147,0.402573,0.533461,0.424127,0.26786,0.173873,2.17357,0.267638,0.744652,0.240328,0.175087,0.145046,0.127143,0.195418,0.905174,0.186466,0.135488,0.119102,0.34183,0.208921,1,t-SC-s
2.683289,4.19531,0.328881,0.986148,0.373602,0.201247,1.769566,3.321658,0.336796,0.849609,0.526863,0.842881,0.405462,0.833976,0.632928,0.370535,0.236992,2.405456,0.339164,1.35606,0.273667,0.196293,0.114695,0.134026,0.148487,0.90737,0.140188,0.1057,0.115042,0.458629,0.13497,1,t-SC-s
2.608018,4.080562,0.322155,0.965894,0.352746,0.191621,1.681265,3.214611,0.332605,0.828805,0.491355,0.807429,0.416778,0.780923,0.616759,0.357496,0.236491,2.37594,0.350426,1.250827,0.274837,0.194837,0.115038,0.132381,0.150426,0.939499,0.142607,0.109323,0.123609,0.488622,0.142306,1,t-SC-s
2.620559,4.218662,0.319911,0.951118,0.368406,0.202207,1.677669,3.213048,0.332978,0.834769,0.5015,0.813184,0.462588,0.796825,0.643887,0.36676,0.239301,2.349709,0.348302,1.206952,0.284659,0.188718,0.11523,0.139793,0.150492,0.985383,0.146624,0.104029,0.122865,0.48694,0.154008,1,t-SC-s
2.445614,3.963033,0.327193,0.878571,0.368672,0.206516,1.445739,2.881203,0.328321,0.788722,0.492105,0.735213,0.4099,0.804637,0.595363,0.363409,0.229807,2.546187,0.339457,1.220267,0.255528,0.193902,0.117772,0.129182,0.14085,0.927867,0.147747,0.112293,0.121511,0.46258,0.133888,1,t-SC-s
2.36721,3.719282,0.295153,0.843798,0.340922,0.199624,1.336463,2.70027,0.303486,0.746509,0.459453,0.681845,0.393968,0.74909,0.577045,0.348551,0.230573,2.479365,0.338122,1.217122,0.269492,0.194854,0.119172,0.130861,0.146598,0.981455,0.151561,0.217513,0.124069,0.46513,0.138697,1,t-SC-s
2.384171,3.792194,0.307794,0.871943,0.357065,0.217564,1.367305,2.853873,0.307794,0.793037,0.478135,0.710517,0.462354,0.740634,0.610047,0.36598,0.241964,2.530262,0.34671,1.145733,0.276813,0.194311,0.119926,0.135173,0.152531,1.01188,0.151871,0.108772,0.12613,0.459508,0.146591,1,t-SC-s
2.308472,3.469496,0.304884,0.849274,0.3648,0.2044,1.209705,2.558902,0.308472,0.74489,0.451553,0.662038,0.395538,0.745046,0.567951,0.347168,0.201948,2.648434,0.342337,1.179424,0.242337,0.188908,0.119475,0.127773,0.139712,0.942676,0.151736,0.113463,0.115919,0.427519,0.144793,1,t-SC-s
2.104045,3.208804,0.282836,0.763756,0.338002,0.192654,1.09647,2.32028,0.280549,0.686294,0.411033,0.599971,0.383879,0.691153,0.526654,0.337287,0.21411,2.614338,0.343103,1.080642,0.2543,0.195068,0.123991,0.123903,0.149263,1.001404,0.156371,0.110916,0.119428,0.441207,0.148473,1,t-SC-s
2.18393,3.38435,0.300555,0.807525,0.350772,0.207165,1.16849,2.50802,0.29171,0.720732,0.440714,0.620297,0.451806,0.717134,0.559137,0.359017,0.212616,2.597874,0.344843,1.100861,0.264804,0.187753,0.125022,0.124758,0.154894,1.043402,0.153224,0.11035,0.118081,0.444913,0.153137,1,t-SC-s
2.072,3.006364,0.310364,0.761818,0.352364,0.210727,1.041636,2.137455,0.292909,0.685273,0.416909,0.586545,0.399091,0.679091,0.544,0.355818,0.184062,2.496367,0.310575,1.077384,0.23988,0.188444,0.127782,0.110253,0.153154,0.948795,0.166417,0.133664,0.116134,0.422789,0.148426,1,t-SC-s
2.004931,2.948221,0.294646,0.723846,0.350123,0.207644,1.018669,2.0708,0.282494,0.671187,0.410004,0.568686,0.450511,0.679112,0.537865,0.365269,0.196025,2.550564,0.320908,1.062088,0.255997,0.200259,0.130527,0.112888,0.154868,0.995884,0.158631,0.136994,0.120649,0.459901,0.146872,1,t-SC-s
2.062813,3.069435,0.295991,0.738726,0.344667,0.206693,1.013422,2.13189,0.314424,0.66947,0.405512,0.578382,0.443808,0.687545,0.546528,0.376879,0.196433,2.533397,0.332775,1.045966,0.260594,0.192722,0.130476,0.117788,0.155016,1.031482,0.172492,0.120182,0.121738,0.424228,0.173689,1,t-SC-s
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.180419,2.659534,0.304412,1.05203,0.236699,0.171332,0.120035,0.11388,0.161952,0.997655,0.182471,0.134398,0.115931,0.40554,0.151693,1,t-SC-s
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.189153,2.636243,0.335391,0.998971,0.236626,0.184744,0.128454,0.115226,0.168577,0.997942,0.180335,0.133892,0.118607,0.422986,0.175044,1,t-SC-s
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.183789,2.640736,0.328979,1.003711,0.241983,0.167013,0.128118,0.122031,0.161966,1.05671,0.180523,0.139697,0.122625,0.427405,0.172209,1,t-SC-s
2.598104,5.415185,0.33765,0.960809,0.30667,0.184781,1.904351,3.581344,0.353225,0.827747,0.499577,0.794735,0.47249,0.85568,0.573134,0.366006,0.216071,2.639986,0.324733,1.411662,0.263381,0.185887,0.118007,0.139963,0.142423,0.946385,0.15387,0.120556,0.129365,0.570541,0.168314,1,t-SC-s
