@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S42

@attribute ITSN1_N numeric
@attribute BDNF_N numeric
@attribute pBRAF_N numeric
@attribute pCREB_N numeric
@attribute pERK_N numeric
@attribute pJNK_N numeric
@attribute PKCA_N numeric
@attribute pMEK_N numeric
@attribute CREB_N numeric
@attribute ELK_N numeric
@attribute ERK_N numeric
@attribute MEK_N numeric
@attribute TRKA_N numeric
@attribute APP_N numeric
@attribute Bcatenin_N numeric
@attribute pNUMB_N numeric
@attribute RAPTOR_N numeric
@attribute pP70S6_N numeric
@attribute pGSK3B_N numeric
@attribute pPKCG_N numeric
@attribute ADARB1_N numeric
@attribute AcetylH3K9_N numeric
@attribute BAX_N numeric
@attribute ARC_N numeric
@attribute nNOS_N numeric
@attribute IL1B_N numeric
@attribute P3525_N numeric
@attribute pCASP9_N numeric
@attribute PSD95_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute SHH_N numeric
@attribute pS6_N numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
0.857961,0.347529,0.174106,0.29451,0.744313,0.383273,0.460322,0.288096,0.179152,1.610997,3.215923,0.301266,0.888319,0.50496,2.622541,0.393792,0.272447,0.336241,0.197648,2.76921,1.066503,0.320208,0.205852,0.119278,0.245775,0.527372,0.335794,2.058955,2.515559,0.841619,0.241838,0.119278,t-CS-s
0.902791,0.370935,0.203279,0.306247,0.79424,0.422774,0.473992,0.303323,0.189455,1.686221,3.356048,0.311653,0.925742,0.528578,2.727603,0.419584,0.287107,0.349047,0.196154,2.68926,1.147921,0.313857,0.203656,0.115431,0.242696,0.506683,0.317978,1.953246,2.245074,0.84183,0.238153,0.115431,t-CS-s
0.704007,0.300497,0.170228,0.237903,0.585633,0.34288,0.421642,0.261693,0.191477,1.327405,2.403857,0.266197,0.731378,0.431112,2.001732,0.352235,0.24795,0.471417,0.188751,2.924934,0.93165,0.323772,0.194487,0.118791,0.228487,0.530782,0.318805,2.081503,2.479152,0.86218,0.237162,0.118791,t-CS-s
0.732011,0.29487,0.172438,0.238173,0.593849,0.36084,0.419181,0.27245,0.169386,1.33889,2.406855,0.301913,0.748327,0.43491,2.043432,0.352271,0.271041,0.473178,0.176606,2.847165,0.95833,0.315318,0.193526,0.11599,0.226316,0.531497,0.32203,1.985458,2.359924,0.827309,0.230371,0.11599,t-CS-s
0.728561,0.304108,0.172952,0.259548,0.631396,0.369205,0.43154,0.275643,0.175835,1.359356,2.462887,0.278645,0.76087,0.452198,2.069061,0.378453,0.259188,0.526543,0.183955,2.874567,1.031272,0.318472,0.191652,0.116419,0.234156,0.530786,0.327902,1.924144,2.159271,0.831161,0.237623,0.116419,t-CS-s
0.710455,0.291847,0.176463,0.22928,0.616062,0.385022,0.405607,0.269366,0.200163,1.177411,2.319745,0.268283,0.762595,0.444068,2.008532,0.350217,0.257719,0.542931,0.172538,2.905649,0.925503,0.308091,0.189142,0.111658,0.210577,0.511201,0.307476,1.933146,2.355882,0.81569,0.231398,0.111658,t-CS-s
0.700785,0.302108,0.178675,0.248795,0.604215,0.369886,0.40777,0.271938,0.184461,1.220554,2.427607,0.301281,0.773109,0.4502,2.060752,0.357901,0.27428,0.543188,0.162769,2.869716,0.870929,0.29877,0.180353,0.110793,0.209979,0.489085,0.295218,1.815662,2.28439,0.764207,0.223233,0.110793,t-CS-s
0.687791,0.292148,0.176033,0.232895,0.602365,0.360303,0.399628,0.268234,0.172712,1.178424,2.311147,0.293743,0.730836,0.435765,1.98419,0.354723,0.258536,0.551747,0.169532,2.902473,0.976408,0.303806,0.180845,0.111735,0.218821,0.480004,0.309419,1.80556,2.081477,0.770391,0.22382,0.111735,t-CS-s
0.593951,0.332319,0.17985,0.241947,0.495705,0.357731,0.408733,0.295276,0.181281,0.997316,2.123837,0.275233,0.719399,0.42287,1.752326,0.364173,0.276127,0.524338,0.200559,3.244002,0.882134,0.292686,0.208362,0.116352,0.205451,0.439786,0.297112,1.720242,2.085954,0.934545,0.274983,0.116352,t-CS-s
0.615191,0.30167,0.16538,0.233435,0.501706,0.369366,0.390196,0.293949,0.177231,0.997666,2.056743,0.270426,0.698869,0.412821,1.759203,0.356797,0.26037,0.518226,0.191764,3.143167,0.834816,0.293977,0.210586,0.111339,0.182752,0.467032,0.295916,1.726329,2.146361,0.941478,0.261921,0.111339,t-CS-s
0.552117,0.288274,0.157166,0.204886,0.460749,0.326059,0.352117,0.300651,0.164658,0.881759,1.866775,0.250977,0.633876,0.383876,1.609121,0.329316,0.242834,0.461238,0.179823,3.057888,0.837756,0.287314,0.197514,0.110402,0.181167,0.428843,0.2956,1.710111,2.162804,0.936625,0.277908,0.110402,t-CS-s
0.564827,0.282316,0.209203,0.232014,0.538702,0.336713,0.378826,0.277442,0.201014,0.883213,1.907584,0.282121,0.653149,0.41743,1.604601,0.341782,0.279977,0.427374,0.198727,3.271542,0.924235,0.290328,0.192361,0.112871,0.181028,0.52554,0.296383,1.910418,2.015215,0.900016,0.24344,0.112871,t-CS-s
0.609091,0.284848,0.200202,0.234545,0.581818,0.360808,0.377172,0.318384,0.19596,0.916768,1.981414,0.289495,0.659798,0.415556,1.646869,0.344444,0.272121,0.459394,0.179424,3.100854,0.82347,0.262769,0.169151,0.106352,0.16944,0.531906,0.287223,1.865866,2.074085,0.862104,0.256403,0.106352,t-CS-s
0.521628,0.289834,0.169009,0.199306,0.528929,0.307173,0.33747,0.265924,0.172842,0.824055,1.720022,0.255704,0.599562,0.403358,1.498084,0.319219,0.245848,0.402628,0.175933,3.199303,0.783423,0.264189,0.176368,0.104514,0.172884,0.475686,0.300624,1.814777,2.21948,0.884163,0.258964,0.104514,t-CS-s
0.860404,0.355558,0.156083,0.245221,0.585379,0.272126,0.326841,0.241417,0.168856,1.876529,2.745991,0.26651,0.785488,0.503669,2.447142,0.359181,0.253465,0.305825,0.203288,2.754042,1.144947,0.518696,0.208952,0.130925,0.205818,0.49879,0.347685,1.577697,2.306115,0.91312,0.242934,0.130925,t-CS-s
0.852923,0.337887,0.147166,0.239333,0.585026,0.266566,0.321033,0.232857,0.160915,1.805819,2.744345,0.27313,0.775925,0.492149,2.36308,0.345959,0.278276,0.303202,0.186436,2.678634,1.385039,0.512167,0.210225,0.128328,0.1872,0.520188,0.357977,1.546923,2.295886,0.937691,0.246508,0.128328,t-CS-s
0.836851,0.346878,0.151275,0.240545,0.592348,0.267282,0.317414,0.230431,0.155761,1.768074,2.687863,0.276077,0.769657,0.47467,2.350044,0.343272,0.23993,0.291469,0.187675,2.644186,1.619437,0.518685,0.212808,0.130055,0.201229,0.524886,0.355924,1.55419,2.255885,0.935576,0.241727,0.130055,t-CS-s
0.71094,0.29483,0.143229,0.202851,0.473696,0.257608,0.298111,0.223894,0.154316,1.295282,2.212354,0.248331,0.672022,0.431384,1.971943,0.316891,0.234755,0.405589,0.17335,2.817915,0.870471,0.519547,0.190677,0.10948,0.192396,0.500931,0.310898,1.408564,2.070958,0.843262,0.232207,0.10948,t-CS-s
0.718732,0.288591,0.142923,0.214327,0.495594,0.246252,0.295572,0.212381,0.152535,1.318,2.220048,0.22474,0.67708,0.435061,1.979632,0.318343,0.236869,0.416295,0.164132,2.847876,1.048813,0.498153,0.191914,0.112761,0.181754,0.512718,0.327625,1.410473,2.104661,0.888234,0.242504,0.112761,t-CS-s
0.709884,0.294651,0.146744,0.209419,0.503837,0.248023,0.299419,0.217558,0.157791,1.360116,2.304186,0.228372,0.70093,0.44314,2.015465,0.32314,0.240233,0.435814,0.16855,2.8461,1.228059,0.48514,0.18948,0.110646,0.176085,0.503628,0.323148,1.389563,2.054207,0.875122,0.226176,0.110646,t-CS-s
0.680108,0.285349,0.143952,0.195833,0.479435,0.241667,0.296371,0.220161,0.152823,1.166935,2.079435,0.21922,0.622312,0.421505,1.844355,0.314785,0.239919,0.335081,0.163282,2.635376,0.823737,0.470505,0.183239,0.102349,0.181738,0.490993,0.306076,1.319322,1.98746,0.817026,0.218827,0.102349,t-CS-s
0.655634,0.271283,0.137561,0.189196,0.480869,0.235933,0.286244,0.197405,0.154773,1.169999,2.059844,0.215808,0.612075,0.418509,1.815438,0.305309,0.243877,0.349927,0.15815,2.630346,0.879153,0.470547,0.185998,0.104711,0.166999,0.489807,0.313178,1.337122,1.997397,0.844365,0.22495,0.104711,t-CS-s
0.68596,0.279176,0.148607,0.195046,0.487953,0.239602,0.283887,0.210796,0.154395,1.205411,2.11334,0.212545,0.635213,0.425629,1.878853,0.305559,0.244178,0.359268,0.158494,2.619702,1.014448,0.469702,0.19387,0.104904,0.15718,0.516462,0.32373,1.337478,2.002102,0.860245,0.217951,0.104904,t-CS-s
0.591702,0.25463,0.154024,0.185541,0.425036,0.236467,0.279558,0.216524,0.15349,0.942308,1.621083,0.211895,0.568198,0.405627,1.58458,0.311788,0.269409,0.542023,0.138028,2.366197,0.548971,0.38429,0.137053,0.089924,0.164139,0.424594,0.256988,1.066197,1.593391,0.678657,0.192199,0.089924,t-CS-s
0.569383,0.259678,0.154322,0.178363,0.424783,0.229627,0.269047,0.199399,0.155029,0.902952,1.642744,0.206116,0.5586,0.403924,1.571858,0.305639,0.256496,0.550822,0.140207,2.404228,0.614431,0.376618,0.152071,0.091566,0.153041,0.420945,0.276424,1.105479,1.622519,0.690682,0.205349,0.091566,t-CS-s
0.584961,0.24771,0.145376,0.17943,0.411755,0.228349,0.26949,0.210717,0.147277,0.891443,1.590493,0.205013,0.549525,0.397234,1.562662,0.301815,0.255143,0.570095,0.148391,2.423178,0.794703,0.38039,0.156271,0.101445,0.144561,0.431604,0.280477,1.124425,1.644999,0.717772,0.206829,0.101445,t-CS-s
0.604712,0.243761,0.145338,0.176682,0.47215,0.225195,0.271112,0.206029,0.176482,0.962268,1.551407,0.202236,0.526852,0.378519,1.489719,0.304851,0.259932,0.436614,0.144654,2.08805,0.538934,0.365828,0.143456,0.089099,0.15873,0.45298,0.281222,1.111111,1.64136,0.718179,0.21758,0.089099,t-CS-s
0.587122,0.241951,0.159024,0.16761,0.465171,0.217951,0.262634,0.192585,0.15278,0.957073,1.576,0.19922,0.508488,0.376,1.452878,0.299902,0.268488,0.443122,0.141546,2.111934,0.558336,0.370003,0.156204,0.095203,0.158869,0.481492,0.302191,1.163755,1.696032,0.759254,0.219722,0.095203,t-CS-s
0.590776,0.239984,0.156732,0.188587,0.455736,0.214774,0.256791,0.204612,0.152628,0.94059,1.574946,0.189955,0.508306,0.376588,1.45554,0.297049,0.262263,0.462185,0.150518,2.11732,0.707826,0.374793,0.162536,0.097191,0.163287,0.48265,0.311702,1.150518,1.712333,0.763858,0.23434,0.097191,t-CS-s
1.119407,0.320744,0.147298,0.201724,1.340984,0.260507,0.254019,0.207147,0.149913,1.520337,3.154949,0.234069,0.683227,0.44693,2.131222,0.356672,0.242592,0.147008,0.173087,0.964973,0.921927,0.094652,0.187557,0.117803,0.190933,0.446253,0.267137,1.384337,2.49382,0.803943,0.222885,0.117803,t-CS-s
1.05181,0.339598,0.148369,0.205947,1.381762,0.266905,0.270088,0.214399,0.152347,1.582538,3.323389,0.252287,0.716687,0.457737,2.268695,0.36436,0.243636,0.153142,0.16162,0.925416,0.889272,0.098519,0.188697,0.121487,0.187912,0.415775,0.256392,1.36307,2.511574,0.78223,0.210215,0.121487,t-CS-s
1.065387,0.33973,0.156056,0.212306,1.4371,0.277795,0.267337,0.22317,0.169865,1.651538,3.307036,0.256777,0.728399,0.469692,2.316783,0.374454,0.269571,0.152909,0.157423,0.931354,0.953919,0.095368,0.181532,0.116508,0.2269,0.425653,0.250653,1.339252,2.375772,0.756591,0.20867,0.116508,t-CS-s
1.036809,0.289645,0.147719,0.195631,1.226647,0.256336,0.246319,0.216751,0.151219,1.236664,2.763456,0.238716,0.64434,0.405262,1.953295,0.33442,0.235578,0.144702,0.166548,0.985473,0.915774,0.091609,0.18171,0.122093,0.18552,0.438438,0.259506,1.41756,2.560213,0.813368,0.2114,0.122093,t-CS-s
1.14555,0.324456,0.160976,0.213052,1.347132,0.28174,0.265788,0.229268,0.168095,1.330653,3.082531,0.240475,0.715491,0.442452,2.187212,0.361239,0.257218,0.158339,0.164177,0.976432,0.894943,0.092754,0.183271,0.114564,0.178397,0.437485,0.255333,1.397539,2.555005,0.796836,0.205481,0.114564,t-CS-s
1.165424,0.322087,0.159147,0.215117,1.328887,0.279718,0.269256,0.213548,0.163594,1.284687,3.056231,0.245848,0.715836,0.442134,2.110239,0.369687,0.248856,0.159017,0.166145,0.962809,0.900094,0.089884,0.17875,0.11306,0.203179,0.446524,0.240291,1.295412,2.339336,0.780849,0.211635,0.11306,t-CS-s
1.004992,0.26876,0.150081,0.2,1.140419,0.257005,0.25314,0.219002,0.154911,1.10467,2.641224,0.22496,0.655717,0.384219,1.948148,0.345089,0.228502,0.151047,0.174222,1.013377,0.859433,0.093747,0.177832,0.122837,0.169445,0.460771,0.256715,1.408961,2.45525,0.827264,0.23219,0.122837,t-CS-s
1.034168,0.287444,0.148947,0.202355,1.158235,0.26837,0.260242,0.223918,0.155913,1.090728,2.693979,0.255266,0.687842,0.422458,1.91375,0.345828,0.239841,0.15044,0.174622,1.011933,0.830705,0.095355,0.193586,0.111443,0.168762,0.423077,0.256978,1.349776,2.509482,0.827722,0.225442,0.111443,t-CS-s
0.994286,0.290756,0.155462,0.208908,1.184706,0.270252,0.266555,0.22,0.163361,1.162689,2.810084,0.254958,0.692605,0.410756,1.981849,0.343193,0.265042,0.152269,0.171308,0.957068,0.848101,0.091139,0.177743,0.107806,0.184705,0.438608,0.245042,1.329114,2.288819,0.804958,0.216245,0.107806,t-CS-s
0.839056,0.245156,0.153462,0.234414,1.009783,0.267217,0.24343,0.215998,0.165356,0.894686,2.208517,0.23403,0.609438,0.356225,1.625168,0.312872,0.23192,0.156148,0.181619,0.943158,0.849473,0.088755,0.170114,0.108204,0.159704,0.428708,0.258047,1.308725,2.363375,0.852486,0.231064,0.108204,t-CS-s
0.875534,0.266423,0.167582,0.20724,1.068741,0.263982,0.266423,0.241611,0.169209,0.955867,2.419565,0.25605,0.657718,0.392719,1.737848,0.327435,0.243848,0.179581,0.172222,0.954336,0.845528,0.089295,0.173171,0.103659,0.162873,0.441463,0.262195,1.319648,2.407588,0.830894,0.227913,0.103659,t-CS-s
0.935593,0.282203,0.160381,0.207415,1.135381,0.276271,0.267161,0.266737,0.18178,1.014407,2.481144,0.267797,0.681992,0.405932,1.798517,0.339407,0.260381,0.152966,0.17284,0.942029,0.834541,0.087627,0.169082,0.10212,0.173913,0.431696,0.244632,1.277778,2.18693,0.791331,0.211218,0.10212,t-CS-s
0.80107,0.254906,0.165477,0.222792,0.98149,0.255352,0.236619,0.232828,0.168376,0.907672,2.184657,0.22413,0.592997,0.344335,1.547056,0.301517,0.234389,0.154326,0.182199,0.97561,0.799054,0.086458,0.161085,0.111212,0.15526,0.468147,0.266473,1.272115,2.273571,0.881143,0.231161,0.111212,t-CS-s
0.912582,0.262724,0.177427,0.211122,1.035815,0.289821,0.267672,0.26885,0.177898,0.928369,2.290528,0.244581,0.659519,0.380773,1.684496,0.317389,0.240575,0.1541,0.176877,0.947101,0.846392,0.082349,0.164334,0.11307,0.157789,0.450282,0.270496,1.237048,2.2994,0.844937,0.236139,0.11307,t-CS-s
0.805308,0.265834,0.160348,0.194469,1.006021,0.259144,0.258475,0.230152,0.179081,0.912578,2.121989,0.23149,0.608608,0.368198,1.562444,0.32917,0.23818,0.146744,0.175293,0.950225,0.908566,0.081335,0.1578,0.104418,0.156718,0.463481,0.262038,1.229216,2.108025,0.825428,0.227592,0.104418,t-CS-s
0.969957,0.342749,0.145723,0.210201,1.008684,0.26829,0.282962,0.192634,0.138138,1.793991,3.508135,0.253319,0.755165,0.485977,2.288352,0.412616,0.280866,0.15261,0.162266,0.838123,2.364445,0.089833,0.190783,0.118183,0.17016,0.499027,0.286564,1.869309,2.278392,0.826783,0.20746,0.118183,t-CS-s
0.962142,0.343922,0.14564,0.200479,1.014284,0.268804,0.282389,0.197982,0.138947,1.828589,3.639896,0.250425,0.753771,0.485566,2.320947,0.418839,0.262911,0.152532,0.171571,0.819144,2.383538,0.091378,0.190194,0.125747,0.170051,0.542513,0.290802,1.850147,2.266967,0.855902,0.200293,0.125747,t-CS-s
0.923817,0.337326,0.141272,0.19998,0.98174,0.270469,0.284606,0.194777,0.13548,1.873356,3.547418,0.257118,0.744944,0.482721,2.304732,0.424602,0.263303,0.141763,0.173431,0.759091,2.404762,0.086093,0.189989,0.129491,0.17197,0.528788,0.290909,1.897348,2.310931,0.878463,0.212771,0.129491,t-CS-s
0.821877,0.304595,0.145113,0.19288,0.839094,0.267702,0.272104,0.216828,0.139417,1.350421,3.059029,0.245825,0.686861,0.446861,2.066667,0.391715,0.259676,0.142654,0.159364,0.803372,1.913868,0.080399,0.171444,0.113705,0.153836,0.498771,0.269929,1.711712,2.175812,0.828078,0.193352,0.113705,t-CS-s
0.805369,0.295302,0.141319,0.189692,0.804483,0.278207,0.267697,0.21008,0.133595,1.356718,3.006965,0.21945,0.682158,0.446879,2.08193,0.392048,0.261745,0.145118,0.165577,0.803948,1.929381,0.081755,0.181382,0.116498,0.146439,0.528007,0.279408,1.76347,2.159643,0.85116,0.198386,0.116498,t-CS-s
0.800773,0.292914,0.141218,0.173154,0.796657,0.256861,0.26497,0.219561,0.129616,1.340195,3.030065,0.220309,0.659182,0.440744,2.097056,0.405813,0.280439,0.139845,0.159796,0.786481,1.933975,0.076103,0.172818,0.11242,0.148606,0.514461,0.275488,1.783732,2.229224,0.869585,0.203442,0.11242,t-CS-s
0.746643,0.278251,0.144448,0.171798,0.767442,0.244677,0.262529,0.195709,0.142483,1.097936,2.577629,0.211759,0.612676,0.434491,1.882247,0.376515,0.259253,0.153619,0.146531,0.753728,1.579427,0.079382,0.158318,0.103759,0.142959,0.518439,0.267256,1.581123,2.091794,0.801947,0.186445,0.103759,t-CS-s
0.748556,0.271983,0.145379,0.16672,0.748556,0.269897,0.257381,0.20491,0.135591,1.098845,2.523909,0.227696,0.577985,0.419608,1.869544,0.371791,0.262997,0.167683,0.160162,0.766717,1.62021,0.078055,0.16721,0.113999,0.138226,0.525681,0.27557,1.597216,2.104044,0.837459,0.195577,0.113999,t-CS-s
0.767548,0.290728,0.158341,0.16683,0.763304,0.254979,0.267548,0.207313,0.134509,1.125694,2.60888,0.236533,0.611655,0.438133,1.903363,0.386712,0.273262,0.154587,0.156177,0.766733,1.60257,0.07301,0.162775,0.113552,0.140724,0.520444,0.290824,1.602483,2.107475,0.863269,0.192204,0.113552,t-CS-s
0.652271,0.255749,0.141709,0.149561,0.663675,0.254627,0.239484,0.180595,0.138344,0.904842,2.221724,0.21462,0.549822,0.391288,1.642737,0.380258,0.277435,0.156852,0.116247,0.702721,0.849368,0.053854,0.112035,0.083798,0.107025,0.386314,0.21553,1.131049,1.511784,0.614027,0.155869,0.083798,t-CS-s
0.631332,0.247882,0.138093,0.163512,0.627186,0.235082,0.233279,0.190553,0.126194,0.904453,2.132324,0.182802,0.522985,0.394447,1.600325,0.367406,0.260141,0.161889,0.145633,0.712688,0.966219,0.060671,0.117049,0.092193,0.114111,0.403457,0.227771,1.191391,1.512936,0.634957,0.173766,0.092193,t-CS-s
0.649494,0.258142,0.143146,0.165041,0.640478,0.232751,0.244894,0.192272,0.129899,0.943146,2.213247,0.188592,0.564305,0.390616,1.678565,0.386937,0.30138,0.169273,0.150922,0.710006,1.066182,0.064729,0.11649,0.090777,0.115036,0.411291,0.243376,1.272666,1.539519,0.660816,0.184572,0.090777,t-CS-s
0.633125,0.245065,0.145402,0.158402,0.635051,0.224603,0.239047,0.193548,0.145643,0.856283,1.895282,0.176456,0.465816,0.38156,1.448483,0.38493,0.308618,0.191141,0.146251,0.680027,1.255607,0.061048,0.135236,0.10564,0.135501,0.509489,0.274453,1.37651,1.929131,0.784074,0.19509,0.10564,t-CS-s
0.631308,0.245794,0.145327,0.173131,0.622196,0.221963,0.234813,0.203505,0.143224,0.847664,1.855607,0.19486,0.461449,0.390421,1.420561,0.382009,0.317991,0.189953,0.152927,0.684798,1.226925,0.066857,0.145268,0.104894,0.14358,0.515643,0.304037,1.38855,1.944437,0.787875,0.228353,0.104894,t-CS-s
0.601089,0.242115,0.14545,0.14545,0.598139,0.21897,0.232585,0.197186,0.1543,0.820059,1.820059,0.183572,0.455185,0.377808,1.388246,0.388019,0.313819,0.19469,0.163559,0.697358,1.290728,0.066693,0.150997,0.105543,0.139342,0.512432,0.324139,1.412328,1.953768,0.796037,0.204481,0.105543,t-CS-s
0.962748,0.442336,0.18066,0.262797,0.838177,0.355927,0.376374,0.274701,0.18143,2.383447,4.27176,0.353617,0.956726,0.551572,2.579301,0.397451,0.295427,0.196415,0.196928,2.183707,2.196928,0.123976,0.200491,0.123976,0.170605,0.50762,0.341527,1.799113,2.35455,0.98575,0.226735,0.123976,t-CS-s
1.047694,0.441596,0.184207,0.263601,0.86106,0.362131,0.389762,0.28752,0.187277,2.522348,4.447951,0.355919,0.979509,0.572897,2.761174,0.413037,0.306369,0.197558,0.184349,2.04491,2.230484,0.12198,0.188024,0.126881,0.166813,0.518052,0.322983,1.6604,2.295073,0.933994,0.20889,0.126881,t-CS-s
0.980429,0.464848,0.186203,0.249774,0.806857,0.355542,0.375321,0.276424,0.180165,2.433063,4.316746,0.344854,0.959817,0.55507,2.661184,0.399264,0.293636,0.198556,0.177396,2.01524,2.208213,0.116625,0.186217,0.116737,0.171991,0.486618,0.327841,1.656094,2.193198,0.871814,0.201119,0.116737,t-CS-s
0.893899,0.373247,0.165782,0.228022,0.66493,0.344733,0.351933,0.267431,0.163604,1.741664,3.80305,0.31366,0.877795,0.519041,2.542156,0.384331,0.27662,0.200834,0.177449,2.234059,1.8845,0.110783,0.19015,0.117989,0.15858,0.491861,0.317833,1.665785,2.328097,0.949508,0.202436,0.117989,t-CS-s
0.900191,0.381948,0.169532,0.221681,0.669054,0.346609,0.353964,0.269914,0.165903,1.708978,3.763897,0.317001,0.87765,0.506304,2.486915,0.382044,0.278892,0.208023,0.170865,2.131563,1.905362,0.106474,0.188417,0.116186,0.157613,0.504198,0.300556,1.605716,2.297774,0.900455,0.197977,0.116186,t-CS-s
0.880082,0.374207,0.164304,0.217456,0.642577,0.340172,0.339332,0.269955,0.158896,1.670925,3.777695,0.3163,0.859101,0.511003,2.488344,0.384465,0.277415,0.201884,0.167773,2.080028,1.982746,0.103623,0.178636,0.109374,0.147127,0.493388,0.295581,1.585361,2.17259,0.847122,0.18832,0.109374,t-CS-s
0.793249,0.337904,0.163033,0.206868,0.574426,0.325949,0.328059,0.28399,0.163854,1.384318,3.405532,0.30872,0.816338,0.490858,2.295593,0.380216,0.262424,0.2282,0.175629,2.198801,1.687998,0.102433,0.194916,0.108567,0.146937,0.460506,0.293192,1.486267,2.286376,0.947318,0.198664,0.108567,t-CS-s
0.819375,0.341565,0.165116,0.20556,0.585779,0.333333,0.331544,0.257218,0.156407,1.401813,3.476736,0.296827,0.825221,0.488189,2.41947,0.364829,0.266881,0.244333,0.168702,2.156959,1.74896,0.105019,0.186015,0.10965,0.141793,0.497047,0.28211,1.506711,2.264595,0.912159,0.202456,0.10965,t-CS-s
0.822957,0.342227,0.166014,0.198862,0.574173,0.333452,0.336535,0.263133,0.155698,1.386458,3.413732,0.290525,0.82438,0.495079,2.381003,0.369145,0.267165,0.220799,0.154498,2.123717,1.768716,0.097504,0.181836,0.105911,0.141987,0.459456,0.2757,1.508109,2.188125,0.877011,0.183425,0.105911,t-CS-s
0.749028,0.312549,0.162805,0.200124,0.531488,0.323122,0.316125,0.255481,0.156585,1.152387,3.008863,0.275229,0.790857,0.444254,2.115068,0.34909,0.286114,0.271653,0.161211,2.022422,1.52526,0.100757,0.191296,0.1,0.134437,0.44929,0.29281,1.428571,2.308609,0.961684,0.207474,0.1,t-CS-s
0.761387,0.301582,0.171328,0.203772,0.547227,0.334985,0.326514,0.260189,0.181876,1.164136,3.176602,0.293911,0.799584,0.459965,2.203452,0.354483,0.266901,0.262266,0.169195,2.053606,1.517171,0.099953,0.191903,0.10712,0.132341,0.458446,0.295952,1.487203,2.302559,0.94658,0.216566,0.10712,t-CS-s
0.734173,0.308031,0.165326,0.1925,0.508426,0.344466,0.309701,0.244269,0.153788,1.12722,2.93973,0.265827,0.769242,0.453773,2.104448,0.344466,0.250645,0.250797,0.15417,1.926368,1.540269,0.094619,0.176861,0.10583,0.126368,0.451928,0.266099,1.455964,2.207892,0.898296,0.192108,0.10583,t-CS-s
0.6941,0.294338,0.161197,0.205407,0.535283,0.301649,0.310491,0.237205,0.162047,1.072267,2.745962,0.257779,0.718075,0.419827,1.890495,0.343649,0.248937,0.21884,0.173592,2.014671,1.373239,0.094014,0.181573,0.095892,0.121479,0.430869,0.274413,1.34554,2.211385,0.983216,0.206221,0.095892,t-CS-s
0.734913,0.285146,0.166868,0.190731,0.538129,0.31022,0.321459,0.264914,0.158395,1.083694,2.834169,0.271312,0.735777,0.417257,1.96213,0.333737,0.248487,0.249352,0.17295,2.017631,1.368751,0.096509,0.176778,0.102308,0.120288,0.451456,0.279666,1.342652,2.172022,0.95163,0.196033,0.102308,t-CS-s
0.769188,0.309031,0.17549,0.216523,0.588753,0.337424,0.332478,0.266166,0.162118,1.1634,3.035354,0.29749,0.797032,0.460707,2.091042,0.348965,0.268364,0.241253,0.157439,1.966621,1.42128,0.083846,0.174185,0.104807,0.118478,0.419572,0.263955,1.364092,2.109364,0.89542,0.183983,0.104807,t-CS-s
0.933114,0.37671,0.161663,0.24054,0.715047,0.311157,0.335672,0.271629,0.159087,1.81542,3.604992,0.318707,0.853082,0.546278,2.59833,0.362498,0.264523,0.214336,0.196367,2.369042,1.998519,0.351728,0.219887,0.118686,0.155647,0.503901,0.340224,1.644627,2.462555,0.991571,0.235435,0.118686,t-CS-s
0.926927,0.383856,0.164548,0.233532,0.689039,0.30705,0.331496,0.267224,0.161614,1.840786,3.650902,0.319584,0.864521,0.546271,2.638279,0.359676,0.262601,0.206596,0.188945,2.264222,1.906335,0.351647,0.210509,0.113557,0.154343,0.507104,0.316822,1.584332,2.404246,0.961665,0.225664,0.113557,t-CS-s
0.931128,0.386226,0.175623,0.239964,0.750521,0.324875,0.337834,0.273493,0.163389,1.864522,3.720797,0.32415,0.87014,0.548165,2.707204,0.373176,0.272043,0.210874,0.175128,2.249591,1.857174,0.332062,0.207484,0.108999,0.149744,0.46699,0.307169,1.604423,2.29562,0.913988,0.213095,0.108999,t-CS-s
0.805816,0.333833,0.160864,0.207912,0.600524,0.299513,0.319481,0.25546,0.158492,1.337452,2.900786,0.288282,0.753026,0.497317,2.222513,0.337452,0.261201,0.328341,0.187311,2.306589,1.626488,0.330696,0.210974,0.11462,0.158693,0.529986,0.337721,1.62109,2.441174,0.963322,0.232641,0.11462,t-CS-s
0.780771,0.331712,0.161741,0.20838,0.624392,0.297294,0.325228,0.28021,0.155381,1.306647,2.879162,0.309265,0.751964,0.496072,2.208006,0.338696,0.259633,0.320239,0.175164,2.266461,1.584713,0.319208,0.208858,0.116898,0.141543,0.521003,0.335173,1.65085,2.406239,0.936144,0.233503,0.116898,t-CS-s
0.771743,0.330872,0.165311,0.207609,0.599675,0.296709,0.326117,0.257665,0.158553,1.339882,2.914279,0.288199,0.764986,0.499812,2.266925,0.34251,0.267801,0.314729,0.180497,2.186394,1.605939,0.303566,0.202752,0.11303,0.145114,0.49305,0.316414,1.462089,2.26025,0.877703,0.204999,0.11303,t-CS-s
