@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S5

@attribute NR2A_N numeric
@attribute pAKT_N numeric
@attribute pBRAF_N numeric
@attribute pCAMKII_N numeric
@attribute pNR1_N numeric
@attribute pNR2B_N numeric
@attribute CREB_N numeric
@attribute ERK_N numeric
@attribute GSK3B_N numeric
@attribute MEK_N numeric
@attribute APP_N numeric
@attribute Bcatenin_N numeric
@attribute SOD1_N numeric
@attribute pMTOR_N numeric
@attribute DSCR1_N numeric
@attribute P70S6_N numeric
@attribute pGSK3B_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute S6_N numeric
@attribute ADARB1_N numeric
@attribute BAX_N numeric
@attribute Tau_N numeric
@attribute GluR4_N numeric
@attribute P3525_N numeric
@attribute PSD95_N numeric
@attribute SNCA_N numeric
@attribute Ubiquitin_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute pS6_N numeric
@attribute CaNA_N numeric
@attribute Genotype=Ts65Dn numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
3.671534,0.183087,0.145379,1.851252,0.812741,1.498716,0.135591,2.523909,1.19785,0.227696,0.419608,1.869544,0.286906,0.676669,0.576701,1.078319,0.160162,0.766717,0.278566,0.549907,1.62021,0.16721,0.205973,0.113118,0.27557,2.104044,0.142983,1.031099,0.837459,0.113999,1.456612,1,t-CS-s
3.760855,0.213026,0.158341,1.913973,0.833007,1.525955,0.134509,2.60888,1.231472,0.236533,0.438133,1.903363,0.29285,0.691642,0.621613,1.056515,0.156177,0.766733,0.280146,0.551176,1.60257,0.162775,0.222155,0.122667,0.290824,2.107475,0.151315,1.098012,0.863269,0.113552,1.384408,1,t-CS-s
3.149374,0.190877,0.141709,1.610955,0.749112,1.340811,0.138344,2.221724,1.105066,0.21462,0.391288,1.642737,0.271827,0.654141,0.560105,0.839576,0.116247,0.702721,0.263691,0.448594,0.849368,0.112035,0.143573,0.089036,0.21553,1.511784,0.116703,0.83081,0.614027,0.083798,0.980872,1,t-CS-s
3.117902,0.173427,0.138093,1.555075,0.726519,1.318911,0.126194,2.132324,1.063458,0.182802,0.394447,1.600325,0.274383,0.645394,0.553813,0.890408,0.145633,0.712688,0.262117,0.414078,0.966219,0.117049,0.140888,0.085979,0.227771,1.512936,0.130155,0.897526,0.634957,0.092193,0.974579,1,t-CS-s
3.232015,0.20184,0.143146,1.587672,0.74885,1.35805,0.129899,2.213247,1.063845,0.188592,0.390616,1.678565,0.279485,0.659982,0.584913,0.814533,0.150922,0.710006,0.273337,0.436892,1.066182,0.11649,0.138178,0.09033,0.243376,1.539519,0.143991,0.976635,0.660816,0.090777,0.944997,1,t-CS-s
2.783101,0.202696,0.145402,1.432354,0.732547,1.217862,0.145643,1.895282,1.017573,0.176456,0.38156,1.448483,0.290082,0.698122,0.649976,0.905242,0.146251,0.680027,0.252024,0.56284,1.255607,0.135236,0.189781,0.111214,0.274453,1.929131,0.144658,1.060252,0.784074,0.10564,1.267419,1,t-CS-s
2.760748,0.198598,0.145327,1.402336,0.728271,1.225935,0.143224,1.855607,0.995561,0.19486,0.390421,1.420561,0.278505,0.68972,0.649299,0.93496,0.152927,0.684798,0.257173,0.53213,1.226925,0.145268,0.186291,0.116448,0.304037,1.944437,0.156043,1.058938,0.787875,0.104894,1.227963,1,t-CS-s
2.749263,0.202859,0.14545,1.343998,0.702065,1.196279,0.1543,1.820059,0.961198,0.183572,0.377808,1.388246,0.292489,0.687996,0.651237,0.898083,0.163559,0.697358,0.258353,0.541311,1.290728,0.150997,0.186092,0.107485,0.324139,1.953768,0.162134,1.1036,0.796037,0.105543,1.17366,1,t-CS-s
4.420139,0.196415,0.18066,2.005812,0.980884,1.959387,0.18143,4.27176,1.470905,0.353617,0.551572,2.579301,0.390869,0.75856,0.622085,1.323042,0.196928,2.183707,0.385029,0.627162,2.196928,0.200491,0.266239,0.148676,0.341527,2.35455,0.178324,1.229308,0.98575,0.123976,1.879705,1,t-CS-s
4.507068,0.199772,0.184207,2.040697,1.019063,2.008068,0.187277,4.447951,1.500286,0.355919,0.572897,2.761174,0.408753,0.801228,0.644724,1.290784,0.184349,2.04491,0.371645,0.590337,2.230484,0.188024,0.265362,0.140396,0.322983,2.295073,0.17202,1.154868,0.933994,0.126881,1.806884,1,t-CS-s
4.380387,0.201541,0.186203,1.973905,0.982927,2.019155,0.180165,4.316746,1.423347,0.344854,0.55507,2.661184,0.40211,0.780484,0.617878,1.245561,0.177396,2.01524,0.371458,0.560114,2.208213,0.186217,0.244585,0.133891,0.327841,2.193198,0.156188,1.064862,0.871814,0.116737,1.726962,1,t-CS-s
4.331849,0.209739,0.165782,2.417298,0.817639,1.748484,0.163604,3.80305,1.426487,0.31366,0.519041,2.542156,0.351838,0.719685,0.600227,1.192535,0.177449,2.234059,0.375894,0.524261,1.8845,0.19015,0.232919,0.130638,0.317833,2.328097,0.15521,1.270295,0.949508,0.117989,1.899171,1,t-CS-s
4.280611,0.213467,0.169532,2.395798,0.878892,1.805635,0.165903,3.763897,1.461891,0.317001,0.506304,2.486915,0.364374,0.739446,0.59618,1.110015,0.170865,2.131563,0.36004,0.525139,1.905362,0.188417,0.234244,0.122458,0.300556,2.297774,0.144411,1.193576,0.900455,0.116186,1.803945,1,t-CS-s
1.991141,0.209717,0.164304,2.33038,0.874394,1.797837,0.158896,3.777695,1.388195,0.3163,0.511003,2.488344,0.351548,0.711209,0.571708,1.103819,0.167773,2.080028,0.353733,0.493044,1.982746,0.178636,0.228088,0.121123,0.295581,2.17259,0.125989,1.137,0.847122,0.109374,1.814629,1,t-CS-s
4.013479,0.211205,0.163033,2.244843,0.793483,1.626582,0.163854,3.405532,1.360525,0.30872,0.490858,2.295593,0.353024,0.689522,0.582396,1.08226,0.175629,2.198801,0.353506,0.481088,1.687998,0.194916,0.217065,0.121652,0.293192,2.286376,0.146051,1.298099,0.947318,0.108567,1.887071,1,t-CS-s
3.868289,0.209497,0.165116,2.315676,0.783703,1.677285,0.156407,3.476736,1.436411,0.296827,0.488189,2.41947,0.358268,0.684204,0.576712,1.042343,0.168702,2.156959,0.36324,0.4796,1.74896,0.186015,0.204134,0.118776,0.28211,2.264595,0.154275,1.259294,0.912159,0.10965,1.898,1,t-CS-s
4.132812,0.212736,0.166014,2.295506,0.784656,1.689672,0.155698,3.413732,1.443259,0.290525,0.495079,2.381003,0.343294,0.67722,0.557216,1.037069,0.154498,2.123717,0.357053,0.46912,1.768716,0.181836,0.205534,0.111141,0.2757,2.188125,0.12577,1.159595,0.877011,0.105911,1.846892,1,t-CS-s
3.634738,0.217385,0.162805,2.066553,0.759913,1.568652,0.156585,3.008863,1.398072,0.275229,0.444254,2.115068,0.319546,0.656197,0.571295,0.993377,0.161211,2.022422,0.344182,0.489404,1.52526,0.191296,0.187323,0.1035,0.29281,2.308609,0.142195,1.404541,0.961684,0.1,1.919584,1,t-CS-s
3.844334,0.225987,0.171328,2.140163,0.78536,1.566406,0.181876,3.176602,1.478984,0.293911,0.459965,2.203452,0.322838,0.643439,0.567844,0.938483,0.169195,2.053606,0.348255,0.477431,1.517171,0.191903,0.191531,0.107585,0.295952,2.302559,0.166775,1.277804,0.94658,0.10712,1.90591,1,t-CS-s
3.817823,0.216032,0.165326,2.045241,0.754365,1.495825,0.153788,2.93973,1.387885,0.265827,0.453773,2.104448,0.325793,0.615455,0.543191,0.893184,0.15417,1.926368,0.347354,0.442152,1.540269,0.176861,0.179731,0.102332,0.266099,2.207892,0.125112,1.24296,0.898296,0.10583,1.76278,1,t-CS-s
3.3933,0.222411,0.161197,1.778949,0.709913,1.418636,0.162047,2.745962,1.320524,0.257779,0.419827,1.890495,0.316103,0.637307,0.573032,0.896479,0.173592,2.014671,0.321479,0.475587,1.373239,0.181573,0.179577,0.100939,0.274413,2.211385,0.159624,1.245657,0.983216,0.095892,1.805516,1,t-CS-s
3.261802,0.208888,0.166868,1.855438,0.727996,1.447519,0.158395,2.834169,1.338752,0.271312,0.417257,1.96213,0.303994,0.632717,0.573578,0.910219,0.17295,2.017631,0.331632,0.465723,1.368751,0.176778,0.176662,0.10544,0.279666,2.172022,0.162162,1.251015,0.95163,0.102308,1.783784,1,t-CS-s
3.557428,0.245466,0.17549,1.927826,0.786957,1.535629,0.162118,3.035354,1.485254,0.29749,0.460707,2.091042,0.325884,0.670452,0.625023,0.84746,0.157439,1.966621,0.331397,0.4599,1.42128,0.174185,0.164958,0.102415,0.263955,2.109364,0.126566,1.22864,0.89542,0.104807,1.778195,1,t-CS-s
4.49094,0.203855,0.161663,2.952034,0.864718,1.806449,0.159087,3.604992,1.460561,0.318707,0.546278,2.59833,0.346953,0.737964,0.562977,1.230423,0.196367,2.369042,0.3687,0.686998,1.998519,0.219887,0.276667,0.133208,0.340224,2.462555,0.156216,1.376217,0.991571,0.118686,1.788826,1,t-CS-s
4.336474,0.203396,0.164548,2.870833,0.884256,1.708774,0.161614,3.650902,1.498978,0.319584,0.546271,2.638279,0.351853,0.751978,0.568406,1.154901,0.188945,2.264222,0.361007,0.680058,1.906335,0.210509,0.26907,0.132724,0.316822,2.404246,0.138853,1.189391,0.961665,0.113557,1.822199,1,t-CS-s
4.757589,0.21015,0.175623,2.95324,0.908926,1.839511,0.163389,3.720797,1.482193,0.32415,0.548165,2.707204,0.365564,0.750702,0.593113,1.079366,0.175128,2.249591,0.359898,0.675237,1.857174,0.207484,0.253296,0.131332,0.307169,2.29562,0.146966,1.238534,0.913988,0.108999,1.719904,1,t-CS-s
3.794584,0.211781,0.160864,2.590416,0.743043,1.601148,0.158492,2.900786,1.35093,0.288282,0.497317,2.222513,0.302009,0.687757,0.538874,1.00525,0.187311,2.306589,0.362494,0.609184,1.626488,0.210974,0.243437,0.135695,0.337721,2.441174,0.151002,1.305627,0.963322,0.11462,1.831694,1,t-CS-s
3.990897,0.211498,0.161741,2.580995,0.747475,1.540965,0.155381,2.879162,1.298541,0.309265,0.496072,2.208006,0.323606,0.667415,0.543085,0.984845,0.175164,2.266461,0.353417,0.615685,1.584713,0.208858,0.252777,0.133083,0.335173,2.406239,0.156993,1.332745,0.936144,0.116898,1.800044,1,t-CS-s
3.839444,0.208735,0.165311,2.626705,0.746715,1.570392,0.158553,2.914279,1.341759,0.288199,0.499812,2.266925,0.326117,0.680891,0.562883,0.912454,0.180497,2.186394,0.349761,0.58888,1.605939,0.202752,0.221005,0.126509,0.316414,2.26025,0.138023,1.201208,0.877703,0.11303,1.723392,1,t-CS-s
3.572691,0.207711,0.169765,2.346693,0.659403,1.344102,0.157726,2.475008,1.223407,0.266382,0.454435,1.944834,0.297623,0.638677,0.511734,0.833317,0.176029,2.210714,0.353791,0.559688,1.390885,0.204162,0.216206,0.13325,0.318046,2.341459,0.163407,1.326717,0.894691,0.108777,1.741016,1,t-CS-s
3.695583,0.21943,0.173976,2.440941,0.699584,1.419174,0.166773,2.558259,1.318342,0.279449,0.476152,2.06226,0.320102,0.651408,0.538732,0.820832,0.176415,2.10264,0.34229,0.538739,1.350741,0.199013,0.206229,0.122769,0.315135,2.29548,0.13891,1.216483,0.883783,0.106532,1.693506,1,t-CS-s
3.640913,0.209913,0.173092,2.445633,0.701652,1.424233,0.169158,2.563651,1.303855,0.278049,0.489064,2.026436,0.304013,0.64406,0.545083,0.797643,0.177369,2.147195,0.351061,0.527581,1.334182,0.197454,0.18793,0.114851,0.307402,2.232343,0.151532,1.203017,0.843564,0.110042,1.666761,1,t-CS-s
3.573394,0.192661,0.143578,2.549541,0.703517,1.551529,0.150765,2.631957,1.372171,0.241284,0.441743,2.018043,0.303517,0.649083,0.529205,0.761401,0.16039,2.101191,0.316087,0.51486,1.237878,0.195404,0.171941,0.107568,0.279268,2.112502,0.147154,1.153892,0.931296,0.096258,1.625196,1,t-CS-s
3.724422,0.196864,0.13973,2.657817,0.723645,1.562956,0.145319,2.755473,1.388449,0.238938,0.475858,2.075299,0.305232,0.663406,0.541531,0.749268,0.163293,2.106951,0.309634,0.52878,1.412805,0.207683,0.169512,0.108902,0.287439,2.119512,0.159756,1.254146,0.950976,0.09622,1.625244,1,t-CS-s
3.676516,0.205599,0.14168,2.708087,0.734681,1.523173,0.152411,2.713219,1.403733,0.247745,0.47465,2.060653,0.292846,1.124883,0.555365,0.80431,0.158251,2.08399,0.334606,0.531034,1.430296,0.196305,0.180788,0.107389,0.290271,2.182512,0.174877,1.169335,0.989039,0.100739,1.618473,1,t-CS-s
3.322622,0.208864,0.187073,2.21385,0.725023,1.445429,0.169714,2.344044,1.342013,0.246537,0.438781,1.830102,0.305633,0.620129,0.575439,0.759122,0.165026,2.045874,0.31673,0.518698,1.095382,0.172294,0.178501,0.101741,0.2919,2.117033,0.179864,1.311734,0.99349,0.098713,1.611658,1,t-CS-s
3.193542,0.229356,0.164595,2.291705,0.711449,1.441084,0.175357,2.372796,1.313787,0.24717,0.435146,1.826684,0.29987,0.647987,0.604194,0.787241,0.166305,2.128058,0.322236,0.527253,1.312326,0.188294,0.173273,0.105296,0.304738,2.178229,0.155776,1.203933,1.006968,0.102199,1.688139,1,t-CS-s
3.268946,0.224122,0.166192,2.332004,0.703514,1.501614,0.17208,2.501235,1.331244,0.267236,0.470465,1.866667,0.28452,0.679012,0.610446,0.782219,0.176725,2.160519,0.331841,0.527088,1.296651,0.191542,0.177497,0.102948,0.31687,2.147245,0.165303,1.346041,1.024078,0.106035,1.614755,1,t-CS-s
3.253325,0.215078,0.165092,3.234523,0.711547,1.251399,0.165184,2.441805,1.02137,0.278731,0.441897,2.361919,1.529854,0.627442,0.493167,0.952207,0.165682,2.171127,0.327019,0.758313,0.996582,0.188333,0.287105,0.157687,0.323369,2.414958,0.146739,1.147781,0.896999,0.125536,1.322558,1,t-SC-s
3.233763,0.215232,0.156676,3.319096,0.71602,1.248124,0.158529,2.406282,1.037802,0.278329,0.428796,2.354396,1.513852,0.638099,0.495599,0.951705,0.162529,2.164452,0.318894,0.741673,0.976531,0.188486,0.275915,0.152802,0.32749,2.32715,0.139343,1.182774,0.885653,0.118136,1.23746,1,t-SC-s
3.378373,0.220555,0.181198,3.476863,0.750414,1.349537,0.161715,2.5283,1.095275,0.312908,0.461179,2.43546,1.610521,0.664004,0.51924,0.954211,0.157688,2.19257,0.312552,0.737224,1.003654,0.183268,0.280771,0.149493,0.315874,2.157522,0.134156,1.110791,0.883118,0.119484,1.213942,1,t-SC-s
2.763013,0.207565,0.152818,2.903977,0.627869,1.119517,0.180946,2.112835,0.994504,0.254553,0.392607,2.012717,1.239681,0.59306,0.469986,0.90537,0.168165,2.297259,0.337443,0.674218,0.976008,0.195202,0.286637,0.157469,0.337369,2.388472,0.155166,1.216965,0.924608,0.129243,1.264948,1,t-SC-s
2.786042,0.208581,0.158732,3.049849,0.672342,1.165677,0.157612,2.188641,1.033942,0.26403,0.416153,2.081886,1.279489,0.608715,0.486838,0.864487,0.16448,2.252814,0.321144,0.687603,0.883416,0.178031,0.28049,0.150785,0.326522,2.186277,0.15731,1.160751,0.891876,0.123539,1.221195,1,t-SC-s
2.976739,0.221331,0.191556,3.12247,0.686555,1.210514,0.157711,2.250989,1.045243,0.272738,0.426378,2.165853,1.343452,0.630147,0.50756,0.883044,0.162016,2.22053,0.308727,0.661446,0.954655,0.179954,0.288084,0.153616,0.320259,2.133115,0.148918,1.137813,0.912158,0.120729,1.284453,1,t-SC-s
2.16361,0.187068,0.142058,2.293641,0.541558,0.929507,0.149917,1.659562,0.840915,0.219457,0.339724,1.584782,0.9819,0.523339,0.424149,0.819288,0.161406,2.365383,0.324066,0.609518,0.867265,0.181485,0.280626,0.157641,0.310841,2.144029,0.152042,1.181581,0.864466,0.124433,1.256395,1,t-SC-s
2.420074,0.202469,0.155868,2.587228,0.60555,1.039963,0.157594,1.883563,0.957913,0.2423,0.378651,1.783988,1.08205,0.580058,0.470659,0.787907,0.157787,2.300084,0.299338,0.574601,0.813101,0.172156,0.269945,0.150322,0.294485,2.052253,0.155641,1.139965,0.849398,0.118037,1.242232,1,t-SC-s
2.626361,0.215528,0.168293,2.745439,0.641776,1.099279,0.162636,1.957432,1.004243,0.256258,0.395418,1.879366,1.158393,0.596662,0.505869,0.75886,0.151078,2.247442,0.296858,0.589971,0.815765,0.163957,0.263427,0.148155,0.293752,1.999087,0.146602,1.098374,0.847552,0.112715,1.145506,1,t-SC-s
1.928436,0.198691,0.152582,2.093527,0.518691,0.875636,0.158836,1.479709,0.798691,0.218182,0.334836,1.414109,0.852073,0.526545,0.443345,0.707729,0.16996,2.377064,0.317784,0.54002,0.805778,0.176338,0.266508,0.161831,0.316533,2.066033,0.166708,1.2006,0.879065,0.126813,1.180715,1,t-SC-s
1.860128,0.188536,0.148977,2.178982,0.535005,0.901179,0.147933,1.540528,0.810867,0.229437,0.348261,1.458874,0.865054,0.53411,0.442156,0.700317,0.161836,2.337189,0.308329,0.55151,0.762421,0.171943,0.268631,0.153921,0.306868,2.006332,0.168047,1.156113,0.853264,0.122747,1.16074,1,t-SC-s
2.256494,0.218216,0.176008,2.475735,0.608681,1.024265,0.169515,1.710868,0.937799,0.258031,0.416097,1.684894,0.989576,0.609023,0.507177,0.707062,0.159407,2.330089,0.317033,0.532938,0.736973,0.166172,0.266825,0.150861,0.295193,1.918932,0.163086,1.124036,0.837864,0.119881,1.139347,1,t-SC-s
1.73754,0.197125,0.151597,1.919489,0.50016,0.811981,0.155751,1.347923,0.776038,0.209744,0.321246,1.31278,0.781949,0.510863,0.441693,0.657125,0.162607,2.278167,0.316839,0.491626,0.743605,0.163672,0.249543,0.155451,0.313794,1.919458,0.17296,1.174635,0.839982,0.118758,1.142205,1,t-SC-s
1.81494,0.194538,0.143454,1.908112,0.503454,0.828273,0.14988,1.390361,0.775422,0.251888,0.324659,1.326104,0.785703,0.516948,0.437108,0.663933,0.155211,2.267631,0.300283,0.509766,0.735202,0.16699,0.251976,0.157149,0.317579,1.87431,0.176681,1.157447,0.837781,0.121366,1.112718,1,t-SC-s
2.125977,0.232704,0.177244,2.308557,0.57328,0.979036,0.166381,1.61902,0.925862,0.259386,0.395845,1.571184,0.933295,0.591957,0.511149,0.674521,0.158711,2.30374,0.322894,0.503649,0.73609,0.168744,0.258133,0.143205,0.334904,1.892521,0.179234,1.155062,0.838705,0.12329,1.171785,1,t-SC-s
4.070213,0.219097,0.165896,3.622972,0.86213,1.508015,0.175632,2.752581,1.193923,0.313698,0.436031,2.497591,0.709509,0.714033,0.553643,1.060935,0.160845,2.2876,0.311412,0.72543,0.988656,0.199764,0.301303,0.153937,0.356958,2.161968,0.164046,1.266034,0.949455,0.125969,1.249017,1,t-SC-s
3.675235,0.21177,0.156968,3.477213,0.822222,1.439736,0.169303,2.584275,1.123164,0.285499,0.427119,2.380414,0.676365,0.682863,0.524859,1.04046,0.161895,2.214186,0.316424,0.717507,0.914058,0.206373,0.313131,0.152408,0.350801,2.140689,0.170489,1.279201,0.918801,0.127686,1.214074,1,t-SC-s
3.679249,0.212093,0.157765,3.374989,0.833165,1.411361,0.16088,2.468255,1.112506,0.284746,0.404672,2.310765,0.657077,0.670545,0.487952,1.094183,0.165812,2.337627,0.33174,0.733361,0.974589,0.212204,0.321366,0.162198,0.349458,2.318452,0.159517,1.278121,0.961592,0.119361,1.299277,1,t-SC-s
3.433541,0.204489,0.15513,3.172876,0.762017,1.347162,0.16935,2.303561,1.091433,0.259372,0.410154,2.142908,0.620402,0.659654,0.512399,0.999643,0.159183,2.3113,0.310515,0.658577,0.977657,0.197373,0.312942,0.144835,0.32422,2.123778,0.15283,1.169962,0.955386,0.116497,1.256978,1,t-SC-s
3.103895,0.194398,0.174199,2.980136,0.73831,1.269055,0.156344,2.157125,1.02522,0.24495,0.388684,2,0.586207,0.626939,0.485325,1.007268,0.160467,2.307254,0.311315,0.671085,0.829557,0.202508,0.318156,0.141727,0.324996,2.176429,0.155408,1.130469,0.947983,0.120208,1.24519,1,t-SC-s
3.070518,0.197916,0.15423,3.046014,0.735226,1.26544,0.160439,2.157002,1.033707,0.253687,0.392394,2.020845,0.579998,0.616587,0.475219,1.021069,0.165707,2.409856,0.312896,0.637967,0.899395,0.205147,0.329081,0.154188,0.325873,2.267551,0.151272,1.090836,0.954582,0.117956,1.280455,1,t-SC-s
2.908124,0.188641,0.153415,2.685406,0.715313,1.202732,0.167218,2.003019,0.994393,0.251474,0.37642,1.806183,0.541481,0.643134,0.508267,0.890441,0.155177,2.245026,0.286759,0.577033,0.920329,0.187564,0.294531,0.127973,0.302859,2.001666,0.157583,1.123068,0.918849,0.113352,1.199038,1,t-SC-s
2.554505,0.175463,0.135463,2.358594,0.636422,1.068754,0.148882,1.741086,0.89508,0.211374,0.318978,1.627476,0.476294,0.561917,0.466965,0.884144,0.156053,2.273023,0.276736,0.582065,0.824731,0.191979,0.309228,0.140085,0.3316,2.090512,0.165336,1.099703,0.924341,0.115392,1.19365,1,t-SC-s
2.596107,0.18306,0.132654,2.442697,0.646513,1.08921,0.151992,1.756607,0.887456,0.210777,0.337759,1.629238,0.467449,0.557948,0.447596,0.910373,0.164188,2.375492,0.299683,0.60522,0.822474,0.199981,0.306113,0.140582,0.327416,2.187122,0.162844,1.117071,0.938106,0.117935,1.20286,1,t-SC-s
2.4281,0.184697,0.146273,2.254288,0.648912,1.043865,0.163094,1.596636,0.859499,0.215204,0.328661,1.488951,0.477573,0.608015,0.494063,0.833353,0.157876,2.238452,0.280084,0.548591,0.861186,0.17612,0.284645,0.12174,0.317624,1.985616,0.171208,1.140218,0.903754,0.118349,1.117062,1,t-SC-s
2.152337,0.171494,0.134253,2.068352,0.591264,0.98636,0.168429,1.501149,0.823295,0.212414,0.321992,1.399387,0.427586,0.560613,0.449808,0.839281,0.160482,2.242614,0.288584,0.553179,0.816592,0.18459,0.292839,0.128102,0.327109,2.093004,0.173009,1.14122,0.916568,0.123139,1.115576,1,t-SC-s
2.194964,0.18554,0.161285,2.091302,0.593079,0.984551,0.146763,1.524795,0.829445,0.201143,0.329832,1.413564,0.42546,0.552758,0.450796,0.856548,0.16328,2.300122,0.281395,0.574786,0.781395,0.186903,0.312485,0.132313,0.329988,2.18213,0.178947,1.169523,0.927417,0.12754,1.189841,1,t-SC-s
1.944123,0.165461,0.135986,1.706691,0.55226,0.881736,0.143761,1.264919,0.744665,0.210127,0.299096,1.179566,0.397649,0.56962,0.456058,0.767063,0.151953,2.079267,0.235799,0.494205,0.829589,0.178137,0.250107,0.115324,0.31478,1.881671,0.169409,1.080984,0.872514,0.108456,1.006296,1,t-SC-s
1.836636,0.165685,0.146402,1.657383,0.53794,0.880557,0.147652,1.269952,0.732548,0.217997,0.29834,1.17354,0.384753,0.565078,0.439029,0.738181,0.156632,2.107487,0.25564,0.496623,0.774968,0.165828,0.267136,0.122575,0.321598,1.980026,0.193706,1.081477,0.86909,0.114815,0.999856,1,t-SC-s
1.794716,0.16235,0.132974,1.654963,0.516774,0.853294,0.139058,1.272553,0.725187,0.176082,0.287502,1.134886,0.384147,0.533461,0.430384,0.756334,0.165984,2.17357,0.267638,0.496435,0.744652,0.175087,0.277044,0.127143,0.334395,2.086482,0.195418,1.150812,0.905174,0.119102,1.071613,1,t-SC-s
4.594835,0.252004,0.197685,4.19531,0.986148,1.669833,0.201247,3.321658,1.329673,0.336796,0.526863,3.013555,0.842881,0.833976,0.624617,1.181335,0.182229,2.405456,0.339164,0.696069,1.35606,0.196293,0.302639,0.134026,0.325995,2.087959,0.148487,1.215177,0.90737,0.115042,1.435869,1,t-SC-s
4.366996,0.241022,0.189721,4.080562,0.965894,1.613053,0.191621,3.214611,1.285484,0.332605,0.491355,2.903192,0.807429,0.780923,0.614668,1.145013,0.177494,2.37594,0.350426,0.707218,1.250827,0.194837,0.330025,0.132381,0.339649,2.125664,0.150426,1.192231,0.939499,0.123609,1.437193,1,t-SC-s
4.414287,0.250121,0.198529,4.218662,0.951118,1.657632,0.202207,3.213048,1.304133,0.332978,0.5015,2.971542,0.813184,0.796825,0.602459,1.185905,0.17184,2.349709,0.348302,0.716898,1.206952,0.188718,0.320072,0.139793,0.340968,2.187412,0.150492,1.203386,0.985383,0.122865,1.453787,1,t-SC-s
4.281579,0.257644,0.198872,3.963033,0.878571,1.595363,0.206516,2.881203,1.335088,0.328321,0.492105,2.640226,0.735213,0.804637,0.643609,1.108748,0.177271,2.546187,0.339457,0.6267,1.220267,0.193902,0.312319,0.129182,0.310707,2.136208,0.14085,1.190485,0.927867,0.121511,1.482434,1,t-SC-s
3.683957,0.241169,0.194578,3.719282,0.843798,1.495247,0.199624,2.70027,1.285765,0.303486,0.459453,2.459336,0.681845,0.74909,0.597582,1.152018,0.17644,2.479365,0.338122,0.642158,1.217122,0.194854,0.3137,0.130861,0.321275,2.213987,0.146598,1.202494,0.981455,0.124069,1.539376,1,t-SC-s
3.941573,0.244187,0.192868,3.792194,0.871943,1.475605,0.217564,2.853873,1.273943,0.307794,0.478135,2.543188,0.710517,0.740634,0.603903,1.16395,0.17286,2.530262,0.34671,0.649264,1.145733,0.194311,0.330473,0.135173,0.344136,2.259917,0.152531,1.213715,1.01188,0.12613,1.553759,1,t-SC-s
3.622406,0.24606,0.19535,3.469496,0.849274,1.360587,0.2044,2.558902,1.242784,0.308472,0.451553,2.28382,0.662038,0.745046,0.631924,1.044962,0.177477,2.648434,0.342337,0.566046,1.179424,0.188908,0.296359,0.127773,0.301948,2.119814,0.139712,1.087045,0.942676,0.115919,1.481033,1,t-SC-s
3.314706,0.234529,0.200657,3.208804,0.763756,1.28598,0.192654,2.32028,1.156496,0.280549,0.411033,2.107475,0.599971,0.691153,0.566957,1.06748,0.180677,2.614338,0.343103,0.584942,1.080642,0.195068,0.313268,0.123903,0.311337,2.236925,0.149263,1.136276,1.001404,0.119428,1.474465,1,t-SC-s
3.411782,0.236546,0.190826,3.38435,0.807525,1.363664,0.207165,2.50802,1.194124,0.29171,0.440714,2.178384,0.620297,0.717134,0.601409,1.09023,0.17923,2.597874,0.344843,0.580478,1.100861,0.187753,0.322263,0.124758,0.315762,2.274556,0.154894,1.154191,1.043402,0.118081,1.516605,1,t-SC-s
3.073636,0.259636,0.202727,3.006364,0.761818,1.274,0.210727,2.137455,1.179818,0.292909,0.416909,1.926545,0.586545,0.679091,0.607818,0.95064,0.187406,2.496367,0.310575,0.539615,1.077384,0.188444,0.277477,0.110253,0.308615,2.107139,0.153154,1.195479,0.948795,0.116134,1.433514,1,t-SC-s
2.783551,0.245333,0.190384,2.948221,0.723846,1.230187,0.207644,2.0708,1.128566,0.282494,0.410004,1.900317,0.568686,0.679112,0.595808,1.000706,0.17921,2.550564,0.320908,0.549036,1.062088,0.200259,0.291863,0.112888,0.32714,2.212959,0.154868,1.213194,0.995884,0.120649,1.543274,1,t-SC-s
2.952577,0.248568,0.198819,3.069435,0.738726,1.234789,0.206693,2.13189,1.161238,0.314424,0.405512,1.912491,0.578382,0.687545,0.59073,1.028609,0.187216,2.533397,0.332775,0.543572,1.045966,0.192722,0.294111,0.117788,0.325593,2.293512,0.155016,1.284654,1.031482,0.121738,1.52011,1,t-SC-s
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.976257,0.193317,2.659534,0.304412,0.52367,1.05203,0.171332,0.288436,0.11388,0.317309,2.154038,0.161952,1.214422,0.997655,0.115931,1.443353,1,t-SC-s
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.009553,0.191799,2.636243,0.335391,0.525279,0.998971,0.184744,0.289536,0.115226,0.322163,2.149177,0.168577,1.224868,0.997942,0.118607,1.443269,1,t-SC-s
