@relation 'mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 10 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10'

@attribute 0.196NR1_N+0.196BDNF_N+0.195MEK_N+0.193TRKA_N+0.193pNR2B_N... numeric
@attribute 0.211SNCA_N+0.203P38_N+0.202Behavior=S/C-0.202CaNA_N-0.191ITSN1_N... numeric
@attribute '0.24 PSD95_N+0.232pCASP9_N+0.228P70S6_N+0.227nNOS_N+0.204ARC_N...' numeric
@attribute 0.258pPKCG_N+0.237S6_N+0.229P3525_N+0.221H3AcK18_N+0.217pGSK3B_N... numeric
@attribute -0.329GFAP_N+0.235pPKCG_N+0.226pRSK_N+0.222pP70S6_N-0.22BCL2_N... numeric
@attribute 0.299AcetylH3K9_N+0.225pP70S6_N+0.222TIAM1_N-0.21BRAF_N+0.205Tau_N... numeric
@attribute -0.35Tau_N-0.265AcetylH3K9_N+0.259pPKCAB_N+0.232PKCA_N-0.223SOD1_N... numeric
@attribute 0.267pP70S6_N+0.265DYRK1A_N+0.264pGSK3B_Tyr216_N+0.246BRAF_N+0.236ITSN1_N... numeric
@attribute -0.343SHH_N+0.302GluR4_N-0.289P3525_N+0.256GluR3_N-0.241Treatment=Saline... numeric
@attribute 0.386Genotype=Ts65Dn-0.383Treatment=Saline+0.273APP_N-0.245SOD1_N+0.209pNUMB_N... numeric
@attribute 0.408Genotype=Ts65Dn+0.345APP_N-0.267AcetylH3K9_N+0.256Treatment=Saline+0.218GluR4_N... numeric
@attribute 0.339BAX_N+0.299Treatment=Saline-0.294GluR3_N+0.275Ubiquitin_N+0.226RRP1_N... numeric
@attribute 0.294pRSK_N-0.275BCL2_N+0.249pCASP9_N-0.243Genotype=Ts65Dn-0.232PSD95_N... numeric
@attribute -0.309BAD_N+0.297pCREB_N-0.282EGR1_N-0.257AKT_N+0.232CREB_N... numeric
@attribute 0.306BAX_N-0.303pCAMKII_N-0.281S6_N-0.257pNR2A_N+0.248pGSK3B_Tyr216_N... numeric
@attribute '-0.41RRP1_N+0.36 Treatment=Saline-0.307pCFOS_N+0.255GluR4_N-0.243SHH_N...' numeric
@attribute '0.307pCFOS_N-0.286nNOS_N+0.27 pCASP9_N-0.251GluR4_N+0.248SYP_N...' numeric
@attribute 0.322nNOS_N-0.279GFAP_N-0.263ADARB1_N-0.223pRSK_N+0.218SYP_N... numeric
@attribute '-0.385GluR4_N-0.379H3AcK18_N-0.227SOD1_N+0.21 BCL2_N-0.207ADARB1_N...' numeric
@attribute -0.322DSCR1_N-0.254H3MeK4_N-0.236Treatment=Saline-0.236pMTOR_N-0.225CDK5_N... numeric
@attribute 0.477RRP1_N-0.343SHH_N-0.295H3AcK18_N-0.279BAX_N-0.227BCL2_N... numeric
@attribute 0.376CDK5_N-0.287pGSK3B_Tyr216_N-0.257pGSK3B_N-0.252DSCR1_N-0.219S6_N... numeric
@attribute 0.355RRP1_N-0.323pCFOS_N-0.288CDK5_N+0.226BAD_N+0.212pCASP9_N... numeric
@attribute -0.385GFAP_N+0.339RRP1_N-0.297P3525_N+0.209CDK5_N+0.204pCAMKII_N... numeric
@attribute -0.372CDK5_N+0.362GluR4_N-0.29SOD1_N-0.277EGR1_N+0.254SYP_N... numeric
@attribute '0.39 BCL2_N+0.25 Treatment=Saline-0.241EGR1_N+0.229P3525_N-0.214BAD_N...' numeric
@attribute '0.344SYP_N+0.285GFAP_N+0.245SOD1_N+0.24 pMTOR_N-0.231pCASP9_N...' numeric
@attribute 0.348SYP_N-0.336BCL2_N+0.272H3MeK4_N-0.256EGR1_N+0.229Treatment=Saline... numeric
@attribute 0.322CDK5_N-0.316CREB_N+0.238pELK_N-0.237nNOS_N-0.212pBRAF_N... numeric
@attribute -0.332BAX_N+0.292BAD_N+0.292ADARB1_N+0.269pCFOS_N-0.245P3525_N... numeric
@attribute '0.334pELK_N+0.282pP70S6_N-0.262GluR4_N+0.26 GluR3_N+0.253BCL2_N...' numeric
@attribute '0.295SYP_N-0.266BAD_N+0.248nNOS_N+0.22 EGR1_N-0.214pCREB_N...' numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
1.743604,6.271179,-0.983567,0.266971,-0.841388,-2.219156,0.842379,1.811357,-0.626136,1.704402,1.050769,-0.668219,-0.663964,1.7829,1.436844,0.874275,-1.171435,-1.421312,-0.110202,-0.467909,0.209317,0.374455,-0.501123,0.233601,0.037454,-0.238792,0.573304,0.914371,1.128964,-0.533371,-0.139134,-0.153523,t-SC-m,cluster4
1.611224,6.562273,0.328294,0.667874,-1.598722,-1.894912,1.02821,2.417056,-0.575233,1.807341,1.099036,-0.663063,-0.577962,1.912882,1.882621,0.469863,-1.237093,-2.100196,-0.136076,-0.499411,-0.128564,0.744212,-0.370886,0.700154,0.064063,-0.081883,0.296723,0.958085,1.177394,-0.001709,-0.062335,-0.258186,t-SC-m,cluster4
5.229662,7.312179,-1.060803,0.580125,-1.656081,-1.839858,1.120951,2.873306,-0.633098,2.057417,1.730176,-1.478923,0.058712,2.164935,1.647513,0.483387,-1.043538,-1.988154,0.113182,-0.52308,-0.182398,0.891856,-0.748119,0.207094,0.283715,0.257987,0.344847,1.13855,0.853338,-0.114355,-0.184345,0.012289,t-SC-m,cluster4
3.324922,0.801118,3.463064,-3.108752,0.774899,0.117634,-0.883492,2.087918,-0.227012,2.547806,0.536921,1.768889,0.697854,-1.602535,-0.22631,-0.067738,0.80225,0.123606,-0.172597,0.152033,-0.999368,0.128909,0.184791,0.013853,0.584706,0.026451,0.500474,-0.533887,-0.162971,-0.044887,-0.575118,-0.07517,t-SC-m,cluster5
2.284496,0.812019,3.551719,-3.208597,0.327436,0.294209,-0.960713,1.949751,-0.16548,2.521904,0.496915,2.262084,0.898063,-1.377707,-0.255537,-0.241548,0.628755,-0.021086,-0.137314,0.230228,-1.054641,0.084137,0.109482,-0.164535,0.628568,-0.336108,0.579956,-0.436055,0.21007,0.137804,-0.857403,0.2873,t-SC-m,cluster5
3.708265,1.121893,3.583887,-3.273855,0.458218,0.192661,-0.746628,2.299995,-0.369126,2.677685,0.610706,1.652687,0.837813,-1.679942,-0.213359,0.080213,0.66088,-0.056659,-0.297319,0.048295,-1.265968,-0.199569,0.308289,0.137451,0.290287,-0.136987,0.400623,-0.529828,0.092233,0.074695,-0.711192,-0.021355,t-SC-m,cluster5
0.180892,0.594698,2.683695,-3.356335,1.69173,0.23181,-0.856403,1.742532,-0.096861,2.489683,0.372367,0.984748,0.745702,-1.093918,-0.105775,0.037455,1.193634,-0.051396,-0.277445,-0.047316,-0.307361,-0.068953,0.035824,0.40783,0.08599,-0.029456,0.228291,-0.139558,-0.031506,-0.163563,-0.366637,0.157246,t-SC-m,cluster5
-1.404679,0.727224,3.228034,-3.102128,0.912375,0.409576,-0.656269,1.856969,-0.266789,2.558382,0.155478,1.382208,0.615743,-1.088506,0.205025,0.086259,0.989681,-0.083766,-0.259879,0.209926,-0.624935,-0.18357,0.283717,0.179824,0.055743,-0.023418,0.26623,0.054894,0.058193,-0.016955,-0.222313,0.346224,t-SC-m,cluster5
-0.045402,0.852671,3.152172,-3.152362,1.016403,0.230751,-0.736644,1.820937,0.10049,2.567568,0.282292,1.416978,0.656531,-0.917961,0.446509,0.14467,0.825302,-0.076475,-0.022382,0.044983,-0.400391,-0.406543,0.365605,0.51352,-0.027175,-0.20487,-0.028536,-0.169011,0.070906,-0.253311,-0.48445,0.262847,t-SC-m,cluster5
-1.820821,1.535012,1.42816,-3.42087,1.572003,-0.114256,-0.916305,1.700467,-0.530146,2.469584,0.339606,0.889903,0.15629,-0.852211,0.173928,0.292921,0.958993,0.214216,0.152478,0.137063,-0.354337,-0.166608,0.526212,0.423944,-0.26331,-0.235541,0.079487,0.317789,0.19679,-0.102969,-0.543526,0.196271,t-SC-m,cluster5
-2.404189,1.898703,1.329972,-3.495175,1.073638,-0.064401,-0.71126,1.610813,-0.438538,2.357437,0.298925,1.168207,0.164976,-0.938886,0.443075,0.134341,1.156972,0.147686,0.462324,0.156546,-0.515381,-0.119924,0.11534,0.540959,-0.330977,-0.357711,-0.231925,0.232295,0.250413,0.114107,-0.495614,0.460015,t-SC-m,cluster5
-2.1013,1.687894,1.444624,-3.546211,1.022541,-0.029353,-0.651184,1.56309,0.011675,2.467525,0.279644,1.372632,0.453463,-0.786143,0.53436,0.112163,0.976931,-0.27677,0.334559,-0.073553,-0.442071,-0.366005,0.533017,0.175296,-0.244408,-0.02084,-0.155598,-0.035368,0.397429,0.037807,-0.512061,0.367003,t-SC-m,cluster5
-3.062144,2.660773,1.37222,-2.73263,1.166567,-0.759986,-0.891806,1.706467,-1.245838,2.848114,0.083814,0.539996,0.351658,-0.737193,0.594671,0.616469,0.418996,0.916792,0.691174,0.287874,-0.354598,0.061969,0.373449,0.696037,-0.456354,-0.106499,-0.477748,-0.230551,-0.052875,0.063923,-0.454359,0.271213,t-SC-m,cluster5
-2.191105,3.221433,0.75098,-2.990046,0.416136,-0.156382,-0.685811,1.951306,-1.231864,2.925558,0.460847,0.988135,0.86942,-0.799498,0.489717,0.325592,0.403494,0.362424,0.473702,0.320739,-0.49036,0.197448,0.1456,0.128504,-0.379157,-0.137375,-0.207826,-0.220727,0.491889,-0.085948,-0.332511,0.156406,t-SC-m,cluster5
-3.516438,2.911822,1.70536,-2.700172,-0.121626,-0.23579,-0.4406,1.921088,-1.186593,2.955686,0.184331,1.262775,0.519995,-1.230449,0.57747,0.340559,0.080782,0.131431,0.459569,0.361037,-0.255088,0.087412,0.519771,0.13896,-0.452368,-0.341084,-0.165113,-0.014837,0.46055,0.143706,-0.263346,0.538388,t-SC-m,cluster5
-4.889626,3.337749,0.162189,-3.038339,0.305905,-0.342532,-0.662671,1.773765,-1.398417,2.805775,0.370212,0.967594,0.83504,-0.805161,0.645772,0.544351,0.577646,0.866646,0.347873,0.545437,-0.119157,-0.01204,0.471639,0.449933,-0.360773,-0.130112,-0.231661,-0.225624,0.507032,0.054653,-0.720433,0.341975,t-SC-m,cluster5
-2.743906,4.357391,-0.595899,-3.015961,-0.68218,0.012991,-0.287337,2.127054,-1.578735,3.023718,0.521874,0.891234,1.148974,-0.531956,0.608486,0.328293,0.225652,0.362962,0.359071,0.401442,-0.264536,0.221501,0.14539,0.154949,-0.344721,0.124012,-0.027032,-0.182139,0.632558,-0.433944,-0.55163,0.758327,t-SC-m,cluster5
-4.494501,3.971418,-0.272002,-2.949459,-0.625594,0.056822,-0.233247,2.042579,-1.861573,3.027595,0.530894,1.251825,1.503833,-0.39757,0.402485,0.146266,0.275678,0.203931,0.456695,0.501687,0.127034,0.494781,0.173555,-0.369979,-0.293742,0.298893,0.215689,-0.258401,0.954558,0.32209,-0.762338,1.053443,t-SC-m,cluster5
0.968385,-1.736662,-1.647674,-0.362044,-2.440356,1.23639,-1.540499,-3.007782,0.184781,1.688631,0.218799,1.347437,-0.419937,-0.738483,-0.620957,1.005376,0.182751,-0.931534,-0.001538,-0.444495,-0.075507,0.126366,0.287849,-1.060545,-0.325848,-0.097423,-0.27026,0.000389,-0.746843,-0.339112,-0.501626,0.463794,t-CS-s,cluster8
2.689011,-1.369873,-2.431632,-0.556725,-2.599705,1.445552,-1.40835,-2.677078,0.051569,1.777715,0.604887,1.33177,0.008759,-0.950505,-0.788145,0.760512,0.266105,-0.514457,-0.312251,-0.748033,-0.062157,0.156938,0.372151,-1.071373,-0.32417,0.139953,-0.339088,-0.43453,-0.771468,-0.491876,-0.316956,0.19878,t-CS-s,cluster8
3.297542,-1.20219,-2.648395,-1.177107,-2.85363,1.703683,-1.252629,-2.536609,0.334733,1.870961,0.753172,1.614753,-0.036277,-1.149249,-0.414941,0.48053,-0.047988,-0.191818,-0.391556,-0.551979,-0.452948,0.340316,0.741092,-0.386668,-0.301557,0.187316,-0.738908,-0.485815,-0.521932,-0.547478,-0.454077,-0.087121,t-CS-s,cluster8
-1.087199,-0.34359,-1.872466,1.387292,-3.072501,0.863889,-1.228612,-3.237021,0.165435,1.188959,0.026947,1.326073,-0.665794,-0.436808,-0.93552,1.20446,-0.300275,-0.863535,0.33775,-0.132084,-0.078594,0.430773,0.39773,-1.944991,0.021779,-0.100765,0.386822,0.667016,-0.533555,-0.183604,-0.349642,0.821114,t-CS-s,cluster8
1.365288,0.017444,-2.867833,1.005614,-2.76929,0.664821,-1.165711,-2.784637,0.327878,1.219278,0.833336,1.461418,-0.232099,-1.078199,-1.523656,0.410208,0.036006,-0.092398,-0.200468,-0.414299,-0.161765,0.655281,0.778512,-0.982811,-0.031962,0.110259,-0.053114,0.138266,-0.630428,-0.763613,-0.348192,-0.183303,t-CS-s,cluster8
2.092871,0.277403,-3.292286,0.158864,-2.643165,1.105161,-1.130403,-2.753248,0.161986,1.714818,0.610892,1.329441,-0.23421,-1.505367,-0.512796,0.802461,-0.08557,0.245783,-0.065532,-0.610251,-0.399733,0.538882,0.969845,-0.729958,-0.207359,0.124948,-0.485828,-0.049662,-0.475847,-0.809355,-0.498753,-0.04198,t-CS-s,cluster8
-1.709035,1.35868,-2.388531,2.431642,-2.942096,-0.053407,-0.964517,-2.935802,0.277823,0.538476,0.059826,0.922902,-1.461179,-1.006141,-1.16231,1.288294,-0.358363,0.616408,0.734111,0.095948,-0.290379,1.051649,0.859078,-1.412308,0.167454,0.398808,0.041645,0.399881,-0.701086,-0.206799,-0.151638,-0.120641,t-CS-s,cluster4
-0.131942,1.665537,-2.857469,2.062032,-3.07434,0.03437,-1.045566,-3.227193,-0.296349,1.076996,0.265857,1.530023,-0.977511,-1.214155,-1.209775,0.847412,-0.532294,0.678803,0.227871,-0.286736,-0.195698,1.275019,1.139377,-0.978194,0.138999,0.28252,0.334495,0.377303,0.034233,-0.59242,-0.416036,0.196888,t-CS-s,cluster4
1.304877,1.853754,-3.351635,2.003212,-3.853378,0.79378,-0.73886,-2.936186,0.250654,1.203493,0.494828,1.921379,-0.832729,-1.470132,-0.580847,0.284696,-0.221481,0.619631,-0.009016,-0.759383,-0.595041,0.487678,1.602979,-0.984537,0.428807,-0.030599,0.367692,0.227793,-0.381239,-1.331371,-0.193052,-0.336546,t-CS-s,cluster4
-3.168562,0.967692,-2.520221,2.797313,-2.079644,-0.840878,-0.896778,-2.897507,-1.269082,1.149311,0.799101,2.054522,-1.133017,-0.916222,-1.134973,0.204732,0.064737,-0.109089,-1.08281,-0.685483,-1.085093,-1.150344,0.626827,0.131591,0.131967,-0.722494,0.357577,0.208175,0.34934,0.029123,-1.058391,-1.18733,t-CS-s,cluster4
-2.013691,1.473289,-2.996385,3.494888,-3.673106,-0.18273,-0.766857,-3.337421,-0.970096,0.998847,1.02135,2.234909,-1.303782,-0.03719,-1.340716,0.462228,-0.642322,-0.056412,-0.372935,-0.298499,-0.748331,-1.588412,0.733208,-0.985996,0.480892,-0.672061,1.157571,-0.354925,0.948092,0.121677,-0.604583,-0.948702,t-CS-s,cluster4
-1.645199,2.068772,-5.527221,2.980133,-3.916774,0.194464,-0.555823,-3.590501,-0.176461,0.504934,0.714499,2.376832,-1.2142,-0.009186,-2.15108,0.240357,-0.004005,-0.331427,-0.977294,-0.589085,-0.684105,-0.703862,0.413442,-2.04133,0.930869,0.124225,2.177406,-0.288818,0.259556,-0.990434,-0.349702,-0.120307,t-CS-s,cluster4
-0.336765,5.218123,-2.514299,5.150367,-4.890006,-2.294946,-1.136716,-2.467413,-1.857073,2.069821,0.406015,2.102411,-1.052404,-0.907266,-1.672399,0.759989,-0.546417,0.122948,-0.220095,-0.217413,-0.179708,-0.006289,2.137213,-0.245785,1.237058,0.02881,1.092594,0.487178,1.871273,0.395089,0.026258,-0.73349,t-CS-s,cluster4
-0.151131,4.178186,-4.607256,4.869339,-4.043502,-1.7688,-0.970902,-3.325695,-1.085714,1.020778,0.975451,0.901877,-1.3572,-0.58823,-2.205843,1.039927,0.220522,0.928418,-0.63552,-0.906181,-0.289919,-0.557614,2.074124,-0.217171,0.499774,0.557549,0.913962,-0.297364,1.401502,-0.414514,-0.31425,-1.101527,t-CS-s,cluster4
0.454132,5.716998,-5.071087,7.332701,-6.612264,-0.468965,0.165878,-2.639299,-1.08696,0.671512,0.64426,1.876849,-1.10857,-0.762861,-2.69884,0.707763,-0.175211,1.013221,-0.828581,-0.468998,-0.670999,0.237,2.469289,-2.481213,1.19735,1.12868,3.066341,0.010473,0.60404,-1.528441,0.293067,-0.605151,t-CS-s,cluster4
5.466573,-3.566032,3.385135,4.108367,-0.290637,1.574879,0.728721,-0.260084,1.795337,1.428415,0.910426,0.410815,1.694026,1.021505,-1.575235,0.645494,-0.05845,1.451051,1.103932,-1.607978,-0.620868,-0.42261,0.727235,-0.034337,0.105853,-1.165324,0.313752,0.034848,-0.337542,-0.542381,-0.373123,0.504247,t-CS-s,cluster9
5.593341,-3.74374,3.268568,3.923746,-0.157215,1.760358,0.846346,0.034976,1.869362,1.086154,1.008737,0.191269,1.588423,0.911246,-1.871708,0.382783,0.104976,1.614983,0.89978,-1.889616,-0.374654,-0.007401,0.447968,0.164665,-0.129667,-0.957822,0.037164,-0.425337,-0.486651,-0.631096,-0.546233,0.558912,t-CS-s,cluster9
7.223938,-3.410149,1.596636,3.157461,0.617109,1.7869,0.754678,-0.244977,1.843413,1.181912,1.044842,0.117102,2.069149,0.662296,-1.941025,0.52897,0.273463,1.287887,0.838395,-1.678413,-0.464623,0.021238,0.558414,0.28949,0.154137,-1.207353,0.280859,-0.373721,-0.82468,-0.435334,-0.65585,0.761854,t-CS-s,cluster9
0.323951,-2.732781,2.632278,4.732818,0.942944,1.246075,1.378996,-0.107178,1.612129,1.137056,-0.036582,0.427309,1.450716,0.223487,-0.742913,0.80441,0.005444,1.312825,1.194271,-1.573816,-0.645402,-0.039383,1.057975,0.150783,-0.127563,-0.796907,-0.418355,-0.01315,-0.581509,-0.412986,0.10335,1.042042,t-CS-s,cluster9
0.641935,-2.719126,2.192299,4.225875,1.061121,1.369963,1.014083,-0.268364,1.423519,1.123876,0.059959,0.41231,1.662828,-0.066293,-0.907944,0.550977,0.356802,1.213279,0.928669,-1.557408,-0.535184,0.242274,1.041936,0.142869,0.392907,-0.545511,-0.135415,0.051153,-0.602604,-0.642232,0.01168,1.031806,t-CS-s,cluster9
1.691167,-2.719469,1.331073,4.310139,1.140476,1.719452,1.376973,-0.071133,1.404925,1.02942,0.179729,0.460533,1.692928,-0.22036,-1.362824,0.634396,-0.027201,1.456563,0.741033,-1.486826,-0.733412,0.147774,1.541609,0.349298,0.369658,-0.964286,-0.034955,-0.038557,-0.405504,-0.345433,-0.132158,1.472073,t-CS-s,cluster9
0.189091,-2.011026,0.911644,4.380757,1.639978,0.78593,1.398562,-0.167709,1.677082,0.705525,-0.082111,0.210431,0.809792,-0.132842,-0.722752,0.870181,0.599276,0.919907,0.88747,-2.013909,-0.373302,0.612038,0.837855,0.34214,0.156491,-0.415895,-0.158924,0.592677,-0.47494,-0.626724,-0.191746,1.12413,t-CS-s,cluster9
0.55502,-2.133834,-0.065671,3.419193,2.537725,1.17553,0.927411,-0.405331,1.423463,0.567812,0.191498,-0.200194,0.902668,-0.357822,-1.110831,0.711881,0.487969,0.903738,0.945496,-1.787855,-0.61203,0.846819,1.302607,0.362604,0.144927,-0.538209,-0.157414,0.488511,-0.527374,-0.814791,-0.077781,0.890942,t-CS-s,cluster9
-0.251243,-2.426624,0.195018,3.734838,1.668632,1.278847,1.190268,-0.286093,1.505033,0.483448,0.141621,0.246479,0.856077,-0.554732,-1.26872,0.876626,0.166365,1.13393,0.823206,-1.702516,-0.607172,0.700443,1.268019,0.384939,-0.063794,-0.611135,0.180659,0.012565,-0.404392,-0.367956,-0.391371,1.4523,t-CS-s,cluster9
-0.292204,-1.036446,-0.834828,5.850328,0.509132,1.038888,1.882838,-0.367212,1.312051,0.221591,0.676818,2.292607,1.549562,-0.135169,-0.767983,-1.129045,-0.37038,0.301123,0.251985,-1.281905,-1.06435,-0.271326,0.412845,0.200371,-0.066939,-1.723458,-0.358632,-0.073964,0.310535,0.332353,-0.377606,0.774645,t-CS-s,cluster9
-0.939364,-1.113681,-0.816872,5.633885,0.652425,0.979959,1.658737,-0.504236,1.485306,0.222123,0.387077,2.300217,1.432283,-0.376429,-0.791073,-0.938881,0.186582,-0.216116,0.273937,-1.557872,-0.700392,-0.775049,0.196252,0.142964,0.240722,-1.168123,-0.174513,-0.362626,0.673506,-0.089761,-0.311064,0.645134,t-CS-s,cluster9
-3.587358,-1.374946,0.07895,5.254417,0.366233,0.699021,1.746792,-0.610379,0.753269,0.398457,0.496326,2.334311,0.993678,-0.412004,-0.773399,-0.519766,0.137807,-0.371685,0.13373,-1.519152,-1.078531,-0.307886,-0.244686,-0.033223,0.551634,-0.922647,0.255985,-0.093801,0.543057,0.479523,-0.361544,0.763318,t-CS-s,cluster9
-1.990466,0.30684,-1.491313,6.399586,-0.609773,0.204695,1.799087,-0.550905,1.666803,-0.044451,0.11532,1.472603,1.131251,-0.043947,-0.277133,-0.153363,1.255114,0.305357,1.166929,-1.228762,-0.765433,0.035033,0.653788,0.030481,-0.03714,-1.152769,-0.411177,0.031792,0.097232,0.076944,-0.442904,0.901207,t-CS-s,cluster9
-1.44832,0.229892,-2.449149,5.041816,0.998859,-0.438097,1.44551,-0.796695,1.041906,0.025004,0.43257,0.956326,1.469777,-0.063417,-1.036738,0.186812,1.057405,0.140225,0.59761,-1.442507,-0.463606,0.001236,0.864106,0.732326,-0.002501,-0.790389,0.080053,-0.47951,0.305261,-0.300571,-0.243959,1.080059,t-CS-s,cluster9
-4.964209,-0.576106,-0.952011,4.910361,0.200358,0.141327,1.495506,-0.350807,0.595559,0.248328,0.403064,1.67443,0.648117,-0.342713,-1.113598,0.152787,1.113186,0.498265,0.794983,-0.970832,-0.387214,-0.065192,0.881255,-0.194716,0.401757,-0.934411,0.052221,-0.148759,-0.064694,-0.183115,-0.30254,0.343057,t-CS-s,cluster9
-0.244366,-6.317522,3.969779,6.055916,-1.2311,2.710972,-1.837414,-0.442309,0.439075,-0.583607,1.097524,0.446205,0.414128,0.525113,-1.767193,-1.01694,-1.001424,-0.917741,1.140112,3.080339,-1.012728,2.386447,-1.129361,-0.022036,0.017292,-1.13251,-2.014853,0.504386,0.831279,-0.589491,0.789774,-0.147191,t-CS-s,cluster9
-0.939591,-5.863636,4.121787,5.894934,-1.67232,2.664575,-1.564834,-0.356802,0.061839,-0.39878,0.89961,1.103775,-0.078013,0.59242,-1.731316,-0.833105,-0.562382,-1.466223,0.467379,3.19645,-0.580317,2.485759,-1.423751,0.063358,0.213674,-1.061308,-1.976205,0.403498,1.013976,-0.940253,0.64673,-0.47853,t-CS-s,cluster9
-1.04874,-6.462581,4.604054,5.915296,-1.489497,2.57115,-1.527533,-0.395964,0.320004,-0.66408,0.862226,1.001474,-0.006474,0.634503,-1.805267,-0.891282,-0.86006,-1.390477,0.347371,3.127319,-0.756826,2.83152,-1.228256,0.209892,0.212907,-1.143966,-2.247469,0.424233,0.750751,-0.614519,0.877621,-0.453346,t-CS-s,cluster9
-5.357439,-5.189399,2.068292,4.442393,0.758224,2.353094,-1.347174,-0.380915,0.331303,-0.513019,0.657061,0.053448,0.29967,-0.21794,-1.421333,-0.666493,-0.490609,-0.630022,0.645629,1.712017,-0.826833,1.753799,-0.824968,0.229288,-0.098719,-0.833722,-1.477362,0.729926,0.508718,-1.13848,0.407793,-0.037283,t-CS-s,cluster9
-5.359132,-4.796941,2.334452,4.764179,0.029293,2.413597,-1.090852,-0.072177,0.124805,-0.564143,0.736987,0.64485,0.225339,0.148905,-1.584901,-1.019769,-0.398659,-1.052822,0.184323,2.034225,-0.02302,2.155035,-0.752734,0.359042,0.149575,-0.827399,-1.442769,0.753607,0.786997,-1.034171,0.54574,-0.210682,t-CS-s,cluster9
-4.965081,-5.411816,1.796245,4.247698,0.725265,2.528335,-1.036327,-0.351678,-0.020089,-0.306082,0.564439,0.536355,-0.119258,0.199385,-1.462519,-0.374714,-0.285922,-1.022838,0.097616,2.133245,-0.460098,1.906918,-0.751004,0.192241,-0.110733,-0.576709,-1.737833,0.471782,0.630063,-0.916986,0.792823,-0.087622,t-CS-s,cluster9
-6.599491,-4.965892,0.914127,3.127106,0.986881,2.112418,-1.044507,-0.593762,0.261322,-0.57624,0.617416,-0.165429,-0.061739,0.107482,-1.239286,-0.459081,-0.296289,-0.549769,0.5595,1.681467,-0.345935,1.454249,-0.593983,-0.031256,-0.235908,-0.709799,-1.156429,0.708378,0.025564,-1.352672,0.330665,0.102004,t-CS-s,cluster9
-6.999178,-3.877616,0.100105,4.15635,-1.474761,3.023976,-1.578661,-0.908592,1.623363,-1.076261,0.18629,2.598457,0.58365,1.578655,-0.706322,-4.108494,-0.6845,-0.430797,-1.204245,2.026684,3.676698,2.446894,1.962131,2.710528,-0.353382,-0.534389,-0.792739,0.916066,0.239782,-1.907897,-0.342207,-0.344774,t-CS-s,cluster9
-6.509695,-4.616474,1.070591,3.615924,0.213193,2.129642,-0.913222,-0.520626,-0.100144,-0.501759,0.654852,0.742998,-0.549101,-0.090068,-1.23547,-0.320783,0.078426,-0.905223,0.096475,2.070248,-0.058035,1.838995,-0.978513,-0.043121,-0.035334,-0.536364,-1.586871,0.360259,0.526471,-1.353443,0.655449,-0.26986,t-CS-s,cluster9
-8.89174,-3.637316,-2.932158,0.002081,3.350071,2.086024,-1.137642,-0.870328,-0.298692,-0.34404,0.737009,-0.635391,0.504313,-0.056532,-1.260774,0.036465,-0.119913,0.009457,0.679809,1.279065,0.331757,2.002254,-0.139611,0.398893,-0.151905,-0.363581,-0.671832,0.855158,0.354833,-0.805969,-0.040334,0.875228,t-CS-s,cluster9
-9.178092,-3.166932,-2.858354,0.638677,2.26827,2.327918,-1.00518,-0.81166,-0.411329,-0.478673,0.93752,0.255043,0.356995,-0.317299,-1.517189,-0.526707,0.088483,-0.071113,0.389238,0.914633,0.332794,2.032516,-0.52035,0.251624,0.063698,-0.346579,-0.865106,0.531175,0.370647,-0.492256,0.135428,0.60731,t-CS-s,cluster9
-9.22478,-3.156376,-1.941805,1.018036,1.595302,2.286466,-0.896133,-0.921571,-0.621296,-0.147622,0.715016,1.11099,0.391772,0.080216,-1.350303,-0.128929,-0.154709,-0.64785,0.424869,1.565189,0.179675,2.175398,-0.954431,-0.165652,0.000177,-0.493831,-0.719621,0.388074,1.024058,-0.61314,0.505083,0.816515,t-CS-s,cluster9
-9.560621,-2.898264,-2.643714,0.468947,1.692872,1.533504,-1.042229,-0.336768,-0.604971,-0.784697,0.85269,-0.197788,0.627897,-0.108192,-1.779251,-0.457649,0.432696,-0.080701,1.124484,2.014982,0.274506,1.755145,-0.135087,0.065993,0.162934,-0.451447,-1.164553,0.382567,-0.072933,-1.007512,-0.228445,0.57805,t-CS-s,cluster9
-9.954865,-1.813349,-2.124988,1.22404,0.054284,1.595613,-0.860279,0.17011,-0.796316,-0.816381,0.864495,0.56795,0.545495,-0.234078,-1.62178,-1.257617,0.89396,-0.659919,1.184786,2.049894,0.512825,1.966012,-0.246955,-0.461331,0.584675,-0.290135,-1.694711,0.363659,0.484319,-1.023572,-0.407279,0.519509,t-CS-s,cluster9
