@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S40

@attribute NR1_N numeric
@attribute NR2A_N numeric
@attribute pCREB_N numeric
@attribute pERK_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute pRSK_N numeric
@attribute CREB_N numeric
@attribute RSK_N numeric
@attribute APP_N numeric
@attribute SOD1_N numeric
@attribute P38_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute BAX_N numeric
@attribute ARC_N numeric
@attribute ERBB4_N numeric
@attribute nNOS_N numeric
@attribute GFAP_N numeric
@attribute GluR3_N numeric
@attribute IL1B_N numeric
@attribute P3525_N numeric
@attribute pCASP9_N numeric
@attribute Ubiquitin_N numeric
@attribute SHH_N numeric
@attribute BAD_N numeric
@attribute H3AcK18_N numeric
@attribute H3MeK4_N numeric
@attribute CaNA_N numeric
@attribute Genotype=Ts65Dn numeric
@attribute Treatment=Saline numeric
@attribute Behavior=S/C numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
1.792298,2.359737,0.199306,0.528929,0.265924,0.607593,0.491696,0.172842,0.159701,0.403358,0.296222,0.2975,3.199303,0.281173,0.176368,0.104514,0.149804,0.172884,0.134127,0.172159,0.475686,0.300624,1.814777,1.193207,0.258964,0.202206,0.211206,0.242415,1.641603,1,1,0,t-CS-s
2.43301,4.030709,0.245221,0.585379,0.241417,0.853519,0.460187,0.168856,0.153184,0.503669,0.323308,0.242323,2.754042,0.34917,0.208952,0.130925,0.160893,0.205818,0.135269,0.246453,0.49879,0.347685,1.577697,1.127791,0.242934,0.148631,0.235951,0.19438,1.568954,1,1,0,t-CS-s
2.343387,4.015524,0.239333,0.585026,0.232857,0.832786,0.437062,0.160915,0.147875,0.492149,0.320944,0.242438,2.678634,0.353557,0.210225,0.128328,0.163247,0.1872,0.139622,0.251255,0.520188,0.357977,1.546923,1.327532,0.246508,0.146006,0.23014,0.198167,1.562036,1,1,0,t-CS-s
2.456113,3.918997,0.240545,0.592348,0.230431,0.844679,0.441161,0.155761,0.151275,0.47467,0.319437,0.22788,2.644186,0.359655,0.212808,0.130055,0.152445,0.201229,0.135762,0.263458,0.524886,0.355924,1.55419,1.227131,0.241727,0.140592,0.22746,0.200735,1.591999,1,1,0,t-CS-s
2.068673,3.228306,0.202851,0.473696,0.223894,0.716936,0.444168,0.154316,0.139156,0.431384,0.282724,0.27175,2.817915,0.317056,0.190677,0.10948,0.147787,0.192396,0.124731,0.236217,0.500931,0.310898,1.408564,1.12824,0.232207,0.14836,0.231061,0.214449,1.518545,1,1,0,t-CS-s
2.035588,3.275432,0.214327,0.495594,0.212381,0.721593,0.462868,0.152535,0.14235,0.435061,0.291223,0.263875,2.847876,0.320662,0.191914,0.112761,0.147932,0.181754,0.127398,0.244564,0.512718,0.327625,1.410473,1.163493,0.242504,0.150774,0.219127,0.224101,1.459002,1,1,0,t-CS-s
2.07686,3.398023,0.209419,0.503837,0.217558,0.729884,0.442442,0.157791,0.138721,0.44314,0.296744,0.268953,2.8461,0.318195,0.18948,0.110646,0.145598,0.176085,0.126273,0.234757,0.503628,0.323148,1.389563,1.146644,0.226176,0.146644,0.225687,0.191014,1.455281,1,1,0,t-CS-s
1.979973,3.070296,0.195833,0.479435,0.220161,0.701075,0.416398,0.152823,0.138441,0.421505,0.287366,0.291129,2.635376,0.290798,0.183239,0.102349,0.139615,0.181738,0.124868,0.247439,0.490993,0.306076,1.319322,1.103497,0.218827,0.151007,0.212116,0.196839,1.448163,1,1,0,t-CS-s
1.969416,3.038263,0.189196,0.480869,0.197405,0.684629,0.406858,0.154773,0.134913,0.418509,0.283199,0.276976,2.630346,0.295393,0.185998,0.104711,0.136636,0.166999,0.129088,0.23111,0.489807,0.313178,1.337122,1.187213,0.22495,0.151817,0.21801,0.224863,1.386571,1,1,0,t-CS-s
1.993808,3.123974,0.195046,0.487953,0.210796,0.702517,0.41338,0.154395,0.136358,0.425629,0.282407,0.275946,2.619702,0.312872,0.19387,0.104904,0.14352,0.15718,0.12732,0.231786,0.516462,0.32373,1.337478,1.16007,0.217951,0.165587,0.21725,0.191856,1.37697,1,1,0,t-CS-s
1.830484,2.650107,0.185541,0.425036,0.216524,0.666311,0.423967,0.15349,0.143875,0.405627,0.293803,0.333333,2.366197,0.267822,0.137053,0.089924,0.125027,0.164139,0.113651,0.192524,0.424594,0.256988,1.066197,0.978007,0.192199,0.142037,0.179632,0.182015,1.161105,1,1,0,t-CS-s
1.815273,2.642036,0.178363,0.424783,0.199399,0.657946,0.423369,0.155029,0.144953,0.403924,0.27877,0.321372,2.404228,0.278689,0.152071,0.091566,0.118421,0.153041,0.118421,0.177632,0.420945,0.276424,1.105479,0.991048,0.205349,0.159189,0.183456,0.1978,1.123598,1,1,0,t-CS-s
1.780467,2.591703,0.17943,0.411755,0.210717,0.640449,0.413656,0.147277,0.136387,0.397234,0.277787,0.310977,2.423178,0.291639,0.156271,0.101445,0.124316,0.144561,0.127708,0.181987,0.431604,0.280477,1.124425,1.058,0.206829,0.14675,0.195119,0.175531,1.158897,1,1,0,t-CS-s
1.793971,2.506688,0.176682,0.47215,0.206029,0.65562,0.398483,0.176482,0.142344,0.378519,0.278499,0.339988,2.08805,0.228661,0.143456,0.089099,0.126984,0.15873,0.116951,0.196616,0.45298,0.281222,1.111111,1.025007,0.21758,0.161725,0.179096,0.206499,1.114705,1,1,0,t-CS-s
1.740878,2.488976,0.16761,0.465171,0.192585,0.642537,0.394537,0.15278,0.135415,0.376,0.269268,0.317854,2.111934,0.229049,0.156204,0.095203,0.143026,0.158869,0.126592,0.194996,0.481492,0.302191,1.163755,1.069736,0.219722,0.180782,0.183447,0.227569,1.070773,1,1,0,t-CS-s
1.739887,2.510455,0.188587,0.455736,0.204612,0.637483,0.387141,0.152628,0.134845,0.376588,0.277506,0.294313,2.11732,0.226979,0.162536,0.097191,0.131591,0.163287,0.133243,0.184467,0.48265,0.311702,1.150518,1.049121,0.23434,0.163888,0.197086,0.247709,1.081718,1,1,0,t-CS-s
2.302828,4.17606,0.201724,1.340984,0.207147,0.781813,0.354639,0.149913,0.149622,0.44693,0.282394,0.236006,0.964973,0.302888,0.187557,0.117803,0.155121,0.190933,0.117863,0.19883,0.446253,0.267137,1.384337,1.154277,0.222885,0.092361,0.085308,0.115331,1.569603,1,1,0,t-CS-s
2.334527,4.295943,0.205947,1.381762,0.214399,0.83214,0.365752,0.152347,0.15364,0.457737,0.311356,0.236575,0.925416,0.30819,0.188697,0.121487,0.145059,0.187912,0.125416,0.199637,0.415775,0.256392,1.36307,1.131278,0.210215,0.088305,0.086854,0.113811,1.554367,1,1,0,t-CS-s
2.308458,4.363895,0.212306,1.4371,0.22317,0.791756,0.358615,0.169865,0.15362,0.469692,0.319423,0.284496,0.931354,0.311876,0.181532,0.116508,0.149109,0.2269,0.113955,0.194596,0.425653,0.250653,1.339252,1.04038,0.20867,0.097684,0.082363,0.104929,1.50291,1,1,0,t-CS-s
2.064687,3.713493,0.195631,1.226647,0.216751,0.713372,0.339971,0.151219,0.14965,0.405262,0.270577,0.246198,0.985473,0.308089,0.18171,0.122093,0.16242,0.18552,0.109709,0.205446,0.438438,0.259506,1.41756,1.107883,0.2114,0.103279,0.097484,0.130904,1.607526,1,1,0,t-CS-s
2.280158,3.777456,0.213052,1.347132,0.229268,0.751879,0.363217,0.168095,0.166645,0.442452,0.304812,0.259723,0.976432,0.305904,0.183271,0.114564,0.163218,0.178397,0.138212,0.198051,0.437485,0.255333,1.397539,1.099145,0.205481,0.105457,0.094032,0.131821,1.670368,1,1,0,t-CS-s
2.250948,3.720282,0.215117,1.328887,0.213548,0.794298,0.355826,0.163594,0.160194,0.442134,0.30051,0.265856,0.962809,0.302067,0.17875,0.11306,0.147823,0.203179,0.118071,0.203805,0.446524,0.240291,1.295412,1.173191,0.211635,0.100767,0.09051,0.130285,1.626918,1,1,0,t-CS-s
2.101449,3.27037,0.2,1.140419,0.219002,0.712721,0.360386,0.154911,0.163124,0.384219,0.294686,0.23752,1.013377,0.303535,0.177832,0.122837,0.150228,0.169445,0.121987,0.209046,0.460771,0.256715,1.408961,1.14407,0.23219,0.110097,0.103727,0.156811,1.621297,1,1,0,t-CS-s
2.110964,3.346492,0.202355,1.158235,0.223918,0.694974,0.355449,0.155913,0.173329,0.422458,0.283132,0.256096,1.011933,0.303963,0.193586,0.111443,0.145962,0.168762,0.124654,0.215214,0.423077,0.256978,1.349776,1.106009,0.225442,0.114319,0.102173,0.163009,1.676646,1,1,0,t-CS-s
2.120336,3.68521,0.208908,1.184706,0.22,0.748908,0.367227,0.163361,0.170084,0.410756,0.308908,0.260672,0.957068,0.309072,0.177743,0.107806,0.149578,0.184705,0.11846,0.210338,0.438608,0.245042,1.329114,1.11519,0.216245,0.109072,0.100316,0.141139,1.616878,1,1,0,t-CS-s
1.838481,2.91713,0.234414,1.009783,0.215998,0.612124,0.349319,0.165356,0.165739,0.356225,0.273739,0.250144,0.943158,0.280373,0.170114,0.108204,0.156417,0.159704,0.128065,0.203123,0.428708,0.258047,1.308725,1.165594,0.231064,0.125462,0.122997,0.172853,1.62964,1,1,0,t-CS-s
1.968477,2.971934,0.20724,1.068741,0.241611,0.68314,0.364043,0.169209,0.176124,0.392719,0.286964,0.288997,0.954336,0.28374,0.173171,0.103659,0.146748,0.162873,0.128997,0.204201,0.441463,0.262195,1.319648,1.157046,0.227913,0.13252,0.115989,0.169241,1.576694,1,1,0,t-CS-s
2.070975,3.163559,0.207415,1.135381,0.266737,0.698093,0.387076,0.18178,0.180085,0.405932,0.325847,0.286653,0.942029,0.300456,0.169082,0.10212,0.139426,0.173913,0.118492,0.206924,0.431696,0.244632,1.277778,1.149222,0.211218,0.134997,0.111111,0.184648,1.582394,1,1,0,t-CS-s
1.861731,2.691347,0.222792,0.98149,0.232828,0.62645,0.360839,0.168376,0.173729,0.344335,0.297948,0.260482,0.97561,0.282126,0.161085,0.111212,0.146523,0.15526,0.12814,0.19039,0.468147,0.266473,1.272115,1.19403,0.231161,0.149618,0.136331,0.164361,1.51984,1,1,0,t-CS-s
1.92672,2.988926,0.211122,1.035815,0.26885,0.680961,0.386428,0.177898,0.185674,0.380773,0.297361,0.27427,0.947101,0.27595,0.164334,0.11307,0.139247,0.157789,0.128704,0.196692,0.450282,0.270496,1.237048,1.197237,0.236139,0.141792,0.135975,0.218506,1.583348,1,1,0,t-CS-s
1.860393,2.822034,0.194469,1.006021,0.230152,0.656334,0.353925,0.179081,0.175513,0.368198,0.285905,0.268956,0.950225,0.275383,0.1578,0.104418,0.134536,0.156718,0.117583,0.192967,0.463481,0.262038,1.229216,1.209558,0.227592,0.141569,0.141208,0.236429,1.524797,1,1,0,t-CS-s
2.617726,4.649765,0.210201,1.008684,0.192634,0.986625,0.308614,0.138138,0.124464,0.485977,0.30522,0.291047,0.838123,0.302796,0.190783,0.118183,0.149925,0.17016,0.1268,0.253766,0.499027,0.286564,1.869309,1.052588,0.20746,0.115793,0.096837,0.1278,1.555951,1,1,0,t-CS-s
2.618719,4.739986,0.200479,1.014284,0.197982,0.995805,0.30896,0.138947,0.118769,0.485566,0.307861,0.296374,0.819144,0.304539,0.190194,0.125747,0.150885,0.170051,0.128516,0.244869,0.542513,0.290802,1.850147,1.115322,0.200293,0.117548,0.093495,0.130253,1.526496,1,1,0,t-CS-s
2.6075,4.769193,0.19998,0.98174,0.194777,0.970351,0.314844,0.13548,0.117809,0.482721,0.306008,0.290791,0.759091,0.299134,0.189989,0.129491,0.17197,0.17197,0.128842,0.23869,0.528788,0.290909,1.897348,1.172348,0.212771,0.116721,0.098377,0.125162,1.531818,1,1,0,t-CS-s
2.377735,4.168803,0.19288,0.839094,0.216828,0.91068,0.327638,0.139417,0.12246,0.446861,0.290744,0.303689,0.803372,0.291974,0.171444,0.113705,0.165438,0.153836,0.11507,0.234575,0.498771,0.269929,1.711712,0.960961,0.193352,0.124488,0.096779,0.150355,1.499522,1,1,0,t-CS-s
2.322274,4.14993,0.189692,0.804483,0.21008,0.888945,0.324174,0.133595,0.116627,0.446879,0.286818,0.309865,0.803948,0.294278,0.181382,0.116498,0.153174,0.146439,0.123366,0.245666,0.528007,0.279408,1.76347,1.018005,0.198386,0.129034,0.096426,0.130101,1.476127,1,1,0,t-CS-s
2.264596,4.184381,0.173154,0.796657,0.219561,0.888847,0.328842,0.129616,0.114271,0.440744,0.2873,0.302146,0.786481,0.296951,0.172818,0.11242,0.159992,0.148606,0.121254,0.245714,0.514461,0.275488,1.783732,1.115692,0.203442,0.112027,0.100118,0.145138,1.416634,1,1,0,t-CS-s
2.174582,3.601703,0.171798,0.767442,0.195709,0.830822,0.324926,0.142483,0.125614,0.434491,0.282673,0.313953,0.753728,0.273149,0.158318,0.103759,0.139209,0.142959,0.121439,0.229128,0.518439,0.267256,1.581123,1.003304,0.186445,0.124565,0.105367,0.158139,1.427538,1,1,0,t-CS-s
2.144255,3.671534,0.16672,0.748556,0.20491,0.812741,0.331675,0.135591,0.122272,0.419608,0.286906,0.335045,0.766717,0.278566,0.16721,0.113999,0.143071,0.138226,0.126068,0.226764,0.525681,0.27557,1.597216,1.031099,0.195577,0.125892,0.109065,0.167474,1.456612,1,1,0,t-CS-s
2.1492,3.760855,0.16683,0.763304,0.207313,0.833007,0.343617,0.134509,0.119817,0.438133,0.29285,0.325498,0.766733,0.280146,0.162775,0.113552,0.157479,0.140724,0.124924,0.218248,0.520444,0.290824,1.602483,1.098012,0.192204,0.123709,0.103828,0.166247,1.384408,1,1,0,t-CS-s
1.936624,3.149374,0.149561,0.663675,0.180595,0.749112,0.34455,0.138344,0.120209,0.391288,0.271827,0.323425,0.702721,0.263691,0.112035,0.083798,0.110327,0.107025,0.106911,0.159399,0.386314,0.21553,1.131049,0.83081,0.155869,0.12046,0.113515,0.134806,0.980872,1,1,0,t-CS-s
1.872363,3.117902,0.163512,0.627186,0.190553,0.726519,0.325581,0.126194,0.112854,0.394447,0.274383,0.340905,0.712688,0.262117,0.117049,0.092193,0.11784,0.114111,0.111739,0.146085,0.403457,0.227771,1.191391,0.897526,0.173766,0.13264,0.101231,0.139532,0.974579,1,1,0,t-CS-s
1.946642,3.232015,0.165041,0.640478,0.192272,0.74885,0.337994,0.129899,0.118307,0.390616,0.279485,0.351242,0.710006,0.273337,0.11649,0.090777,0.130129,0.115036,0.137731,0.147792,0.411291,0.243376,1.272666,0.976635,0.184572,0.115931,0.100279,0.137731,0.944997,1,1,0,t-CS-s
1.843284,2.783101,0.158402,0.635051,0.193548,0.732547,0.32884,0.145643,0.127106,0.38156,0.290082,0.369283,0.680027,0.252024,0.135236,0.10564,0.143597,0.135501,0.112409,0.197213,0.509489,0.274453,1.37651,1.060252,0.19509,0.135236,0.110949,0.160982,1.267419,1,1,0,t-CS-s
1.810981,2.760748,0.173131,0.622196,0.203505,0.728271,0.339486,0.143224,0.123364,0.390421,0.278505,0.36729,0.684798,0.257173,0.145268,0.104894,0.159808,0.14358,0.120862,0.20135,0.515643,0.304037,1.38855,1.058938,0.228353,0.153706,0.118395,0.178632,1.227963,1,1,0,t-CS-s
1.791014,2.749263,0.14545,0.598139,0.197186,0.702065,0.320853,0.1543,0.125709,0.377808,0.292489,0.378262,0.697358,0.258353,0.150997,0.105543,0.152551,0.139342,0.140767,0.192437,0.512432,0.324139,1.412328,1.1036,0.204481,0.1374,0.142839,0.162393,1.17366,1,1,0,t-CS-s
2.883552,4.420139,0.262797,0.838177,0.274701,0.980884,0.378615,0.18143,0.177439,0.551572,0.390869,0.322947,2.183707,0.385029,0.200491,0.123976,0.176305,0.170605,0.124015,0.191189,0.50762,0.341527,1.799113,1.229308,0.226735,0.12267,0.097653,0.124847,1.879705,1,1,0,t-CS-s
2.923104,4.507068,0.263601,0.86106,0.28752,1.019063,0.395973,0.187277,0.181422,0.572897,0.408753,0.329287,2.04491,0.371645,0.188024,0.126881,0.167656,0.166813,0.121176,0.201807,0.518052,0.322983,1.6604,1.154868,0.20889,0.122669,0.094759,0.121865,1.806884,1,1,0,t-CS-s
2.995767,4.380387,0.249774,0.806857,0.276424,0.982927,0.388646,0.180165,0.185093,0.55507,0.40211,0.357485,2.01524,0.371458,0.186217,0.116737,0.160805,0.171991,0.113434,0.200968,0.486618,0.327841,1.656094,1.064862,0.201119,0.119102,0.094816,0.11899,1.726962,1,1,0,t-CS-s
2.557313,4.331849,0.228022,0.66493,0.267431,0.817639,0.432455,0.163604,0.161425,0.519041,0.351838,0.31385,2.234059,0.375894,0.19015,0.117989,0.171436,0.15858,0.11493,0.202125,0.491861,0.317833,1.665785,1.270295,0.202436,0.125765,0.093624,0.125868,1.899171,1,1,0,t-CS-s
2.662082,4.280611,0.221681,0.669054,0.269914,0.878892,0.424928,0.165903,0.175549,0.506304,0.364374,0.300191,2.131563,0.36004,0.188417,0.116186,0.165099,0.157613,0.11482,0.193627,0.504198,0.300556,1.605716,1.193576,0.197977,0.123419,0.090996,0.140212,1.803945,1,1,0,t-CS-s
2.533197,1.991141,0.217456,0.642577,0.269955,0.874394,0.424655,0.158896,0.159455,0.511003,0.351548,0.293174,2.080028,0.353733,0.178636,0.109374,0.160842,0.147127,0.106769,0.184191,0.493388,0.295581,1.585361,1.137,0.18832,0.120926,0.089957,0.125055,1.814629,1,1,0,t-CS-s
2.452414,4.013479,0.206868,0.574426,0.28399,0.793483,0.429208,0.163854,0.160455,0.490858,0.353024,0.289498,2.198801,0.353506,0.194916,0.108567,0.163293,0.146937,0.113201,0.200709,0.460506,0.293192,1.486267,1.298099,0.198664,0.126968,0.094732,0.131602,1.887071,1,1,0,t-CS-s
2.437843,3.868289,0.20556,0.585779,0.257218,0.783703,0.438082,0.156407,0.161179,0.488189,0.358268,0.328084,2.156959,0.36324,0.186015,0.10965,0.157361,0.141793,0.119044,0.193464,0.497047,0.28211,1.506711,1.259294,0.202456,0.136626,0.103073,0.151993,1.898,1,1,0,t-CS-s
2.498281,4.132812,0.198862,0.574173,0.263133,0.784656,0.44065,0.155698,0.161034,0.495079,0.343294,0.306415,2.123717,0.357053,0.181836,0.105911,0.155027,0.141987,0.110015,0.189051,0.459456,0.2757,1.508109,1.159595,0.183425,0.129543,0.093268,0.150195,1.846892,1,1,0,t-CS-s
2.28487,3.634738,0.200124,0.531488,0.255481,0.759913,0.448919,0.156585,0.166693,0.444254,0.319546,0.284715,2.022422,0.344182,0.191296,0.1,0.162346,0.134437,0.126774,0.201987,0.44929,0.29281,1.428571,1.404541,0.207474,0.147588,0.103784,0.155251,1.919584,1,1,0,t-CS-s
2.342337,3.844334,0.203772,0.547227,0.260189,0.78536,0.460444,0.181876,0.16973,0.459965,0.322838,0.298546,2.053606,0.348255,0.191903,0.10712,0.155793,0.132341,0.123685,0.189949,0.458446,0.295952,1.487203,1.277804,0.216566,0.135319,0.115589,0.158585,1.90591,1,1,0,t-CS-s
2.244724,3.817823,0.1925,0.508426,0.244269,0.754365,0.446182,0.153788,0.166692,0.453773,0.325793,0.273569,1.926368,0.347354,0.176861,0.10583,0.147982,0.126368,0.112197,0.186906,0.451928,0.266099,1.455964,1.24296,0.192108,0.136951,0.110583,0.1487,1.76278,1,1,0,t-CS-s
2.139092,3.3933,0.205407,0.535283,0.237205,0.709913,0.407244,0.162047,0.176161,0.419827,0.316103,0.280735,2.014671,0.321479,0.181573,0.095892,0.153873,0.121479,0.113146,0.18615,0.430869,0.274413,1.34554,1.245657,0.206221,0.141197,0.107512,0.183216,1.805516,1,1,0,t-CS-s
2.180356,3.261802,0.190731,0.538129,0.264914,0.727996,0.424174,0.158395,0.161162,0.417257,0.303994,0.277365,2.017631,0.331632,0.176778,0.102308,0.152535,0.120288,0.117852,0.181997,0.451456,0.279666,1.342652,1.251015,0.196033,0.151607,0.121332,0.181649,1.783784,1,1,0,t-CS-s
2.316541,3.557428,0.216523,0.588753,0.266166,0.786957,0.447884,0.162118,0.177322,0.460707,0.325884,0.328632,1.966621,0.331397,0.174185,0.104807,0.143427,0.118478,0.107769,0.183299,0.419572,0.263955,1.364092,1.22864,0.183983,0.146844,0.103326,0.166895,1.778195,1,1,0,t-CS-s
2.629863,4.49094,0.24054,0.715047,0.271629,0.864718,0.409664,0.159087,0.151714,0.546278,0.346953,0.314177,2.369042,0.3687,0.219887,0.118686,0.179794,0.155647,0.127399,0.231107,0.503901,0.340224,1.644627,1.376217,0.235435,0.143516,0.192038,0.177117,1.788826,1,1,0,t-CS-s
2.57854,4.336474,0.233532,0.689039,0.267224,0.884256,0.393013,0.161614,0.153614,0.546271,0.351853,0.302782,2.264222,0.361007,0.210509,0.113557,0.174068,0.154343,0.122026,0.227113,0.507104,0.316822,1.584332,1.189391,0.225664,0.137349,0.182036,0.178303,1.822199,1,1,0,t-CS-s
2.721976,4.757589,0.239964,0.750521,0.273493,0.908926,0.427821,0.163389,0.15768,0.548165,0.365564,0.317626,2.249591,0.359898,0.207484,0.108999,0.163471,0.149744,0.116952,0.215437,0.46699,0.307169,1.604423,1.238534,0.213095,0.135527,0.174529,0.168101,1.719904,1,1,0,t-CS-s
2.34182,3.794584,0.207912,0.600524,0.25546,0.743043,0.468364,0.158492,0.151878,0.497317,0.302009,0.298265,2.306589,0.362494,0.210974,0.11462,0.170524,0.158693,0.127191,0.214745,0.529986,0.337721,1.62109,1.305627,0.232641,0.158619,0.186127,0.187902,1.831694,1,1,0,t-CS-s
2.299913,3.990897,0.20838,0.624392,0.28021,0.747475,0.442823,0.155381,0.15351,0.496072,0.323606,0.291682,2.266461,0.353417,0.208858,0.116898,0.166998,0.141543,0.130655,0.212315,0.521003,0.335173,1.65085,1.332745,0.233503,0.15611,0.187597,0.204958,1.800044,1,1,0,t-CS-s
2.343511,3.839444,0.207609,0.599675,0.257665,0.746715,0.445251,0.158553,0.152296,0.499812,0.326117,0.305969,2.186394,0.349761,0.202752,0.11303,0.155434,0.145114,0.124684,0.199663,0.49305,0.316414,1.462089,1.201208,0.204999,0.149115,0.175091,0.194819,1.723392,1,1,0,t-CS-s
2.125114,3.572691,0.192777,0.53505,0.252972,0.659403,0.432642,0.157726,0.165651,0.454435,0.297623,0.292899,2.210714,0.353791,0.204162,0.108777,0.160805,0.146353,0.124964,0.198767,0.461605,0.318046,1.469409,1.326717,0.218036,0.171886,0.182195,0.208883,1.741016,1,1,0,t-CS-s
2.233035,3.695583,0.202785,0.559059,0.263604,0.699584,0.451184,0.166773,0.165973,0.476152,0.320102,0.305378,2.10264,0.34229,0.199013,0.106532,0.154482,0.133308,0.134827,0.198253,0.49943,0.315135,1.410653,1.216483,0.22313,0.174041,0.181067,0.209077,1.693506,1,1,0,t-CS-s
2.220456,3.640913,0.200787,0.554367,0.257592,0.701652,0.449882,0.169158,0.157828,0.489064,0.304013,0.294099,2.147195,0.351061,0.197454,0.110042,0.147855,0.125035,0.133428,0.190005,0.417067,0.307402,1.401226,1.203017,0.213956,0.162565,0.181235,0.196794,1.666761,1,1,0,t-CS-s
2.193272,3.573394,0.20474,0.491896,0.248012,0.703517,0.41896,0.150765,0.167584,0.441743,0.303517,0.248318,2.101191,0.316087,0.195404,0.096258,0.135363,0.132114,0.134761,0.174588,0.387559,0.279268,1.19769,1.153892,0.242209,0.159307,0.163518,0.221634,1.625196,1,1,0,t-CS-s
2.266884,3.724422,0.2068,0.45909,0.248719,0.723645,0.421208,0.145319,0.159913,0.475858,0.305232,0.290017,2.106951,0.309634,0.207683,0.09622,0.136585,0.122805,0.137927,0.17939,0.427561,0.287439,1.177439,1.254146,0.243293,0.159024,0.178415,0.224878,1.625244,1,1,0,t-CS-s
2.231571,3.676516,0.206376,0.480871,0.260187,0.734681,0.446501,0.152411,0.165941,0.47465,0.292846,0.268896,2.08399,0.334606,0.196305,0.100739,0.141379,0.112931,0.13202,0.175369,0.398399,0.290271,1.20899,1.169335,0.250985,0.165025,0.180172,0.197537,1.618473,1,1,0,t-CS-s
2.071468,3.322622,0.21699,0.539243,0.252816,0.725023,0.447645,0.169714,0.17193,0.438781,0.305633,0.27904,2.045874,0.31673,0.172294,0.098713,0.142014,0.160333,0.134444,0.180772,0.491143,0.2919,1.337926,1.311734,0.234519,0.187888,0.188796,0.261771,1.611658,1,1,0,t-CS-s
2.081833,3.193542,0.20913,0.539803,0.273706,0.711449,0.421228,0.175357,0.167749,0.435146,0.29987,0.288922,2.128058,0.322236,0.188294,0.102199,0.14695,0.137659,0.150976,0.189687,0.528027,0.304738,1.386497,1.203933,0.256271,0.196965,0.207959,0.281511,1.688139,1,1,0,t-CS-s
2.147198,3.268946,0.209117,0.520608,0.259829,0.703514,0.437797,0.17208,0.169421,0.470465,0.28452,0.307502,2.160519,0.331841,0.191542,0.106035,0.166847,0.137213,0.138447,0.187066,0.502084,0.31687,1.409322,1.346041,0.24263,0.19679,0.198487,0.262849,1.614755,1,1,0,t-CS-s
2.028066,3.253325,0.223425,0.292672,0.265248,0.711547,0.483904,0.165184,0.149867,0.441897,1.529854,0.389434,2.171127,0.327019,0.188333,0.125536,0.159541,0.195342,0.120148,0.223381,0.572819,0.323369,1.564071,1.147781,0.286004,0.158962,0.205017,0.204785,1.322558,1,1,1,t-SC-s
2.011118,3.233763,0.243862,0.287594,0.265542,0.71602,0.46873,0.158529,0.150005,0.428796,1.513852,0.457611,2.164452,0.318894,0.188486,0.118136,0.156591,0.194028,0.117344,0.21614,0.55952,0.32749,1.601708,1.182774,0.290392,0.154668,0.218572,0.217554,1.23746,1,1,1,t-SC-s
2.153044,3.378373,0.261568,0.297029,0.276279,0.750414,0.475207,0.161715,0.15772,0.461179,1.610521,0.407793,2.19257,0.312552,0.183268,0.119484,0.158131,0.189137,0.112674,0.208792,0.548309,0.315874,1.562261,1.110791,0.284148,0.152539,0.201207,0.201373,1.213942,1,1,1,t-SC-s
1.817545,2.763013,0.20444,0.271042,0.272659,0.627869,0.47268,0.180946,0.145167,0.392607,1.239681,0.381399,2.297259,0.337443,0.195202,0.129243,0.166605,0.199287,0.126718,0.223724,0.584268,0.337369,1.585902,1.216965,0.285672,0.171656,0.218822,0.219788,1.264948,1,1,1,t-SC-s
1.913745,2.786042,0.210149,0.282962,0.254845,0.672342,0.457264,0.157612,0.147978,0.416153,1.279489,0.395766,2.252814,0.321144,0.178031,0.123539,0.158529,0.192945,0.123611,0.220836,0.578906,0.326522,1.58371,1.160751,0.28257,0.165197,0.208217,0.235606,1.221195,1,1,1,t-SC-s
1.924401,2.976739,0.211096,0.2903,0.256339,0.686555,0.458362,0.157711,0.153175,0.426378,1.343452,0.394394,2.22053,0.308727,0.179954,0.120729,0.161446,0.19113,0.120088,0.212771,0.604214,0.320259,1.539294,1.137813,0.281606,0.166856,0.206222,0.202733,1.284453,1,1,1,t-SC-s
1.501548,2.16361,0.163968,0.237318,0.222791,0.541558,0.410574,0.149917,0.133246,0.339724,0.9819,0.311741,2.365383,0.324066,0.181485,0.124433,0.159571,0.189111,0.118158,0.222415,0.614538,0.310841,1.470605,1.181581,0.279564,0.184767,0.236895,0.243267,1.256395,1,1,1,t-SC-s
1.714286,2.420074,0.184679,0.256638,0.237785,0.60555,0.434148,0.157594,0.148566,0.378651,1.08205,0.346522,2.300084,0.299338,0.172156,0.118037,0.152001,0.179621,0.119436,0.217412,0.600355,0.294485,1.437343,1.139965,0.270225,0.182887,0.225903,0.240086,1.242232,1,1,1,t-SC-s
