@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S20

@attribute ITSN1_N numeric
@attribute NR2A_N numeric
@attribute pAKT_N numeric
@attribute pCAMKII_N numeric
@attribute pCREB_N numeric
@attribute pELK_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute pNR2A_N numeric
@attribute AKT_N numeric
@attribute CREB_N numeric
@attribute SOD1_N numeric
@attribute pNUMB_N numeric
@attribute pP70S6_N numeric
@attribute P70S6_N numeric
@attribute pPKCG_N numeric
@attribute S6_N numeric
@attribute ADARB1_N numeric
@attribute RRP1_N numeric
@attribute ERBB4_N numeric
@attribute GluR3_N numeric
@attribute GluR4_N numeric
@attribute pCASP9_N numeric
@attribute PSD95_N numeric
@attribute SNCA_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute SHH_N numeric
@attribute BCL2_N numeric
@attribute pS6_N numeric
@attribute EGR1_N numeric
@attribute Genotype=Ts65Dn numeric
@attribute Behavior=S/C numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
0.719826,3.908544,0.281833,2.804231,0.210701,1.596433,0.296557,0.808793,0.787433,0.720863,0.184778,0.347366,0.453961,0.220655,1.031235,1.35037,0.616914,1.409259,0.200617,0.142099,0.166296,0.103951,1.396049,2.067654,0.176296,0.659012,0.224074,0.161852,0.117407,?,1,0,t-CS-s
0.702149,3.998393,0.276762,2.705965,0.198835,1.69512,0.301466,0.827275,0.786302,0.730468,0.1904,0.355091,0.487246,0.229162,1.030516,1.37871,0.550602,1.38169,0.198236,0.15866,0.14674,0.110859,1.34283,1.997378,0.1676,0.648349,0.206222,0.14972,0.123137,?,1,0,t-CS-s
0.561862,3.281168,0.269057,2.494657,0.199478,1.356922,0.290667,0.700546,0.661363,0.600332,0.211351,0.319639,0.37687,0.220375,0.920006,1.430487,0.615136,1.251387,0.181104,0.160142,0.178946,0.100956,1.347719,2.034834,0.176788,0.662454,0.199445,0.184649,0.122996,?,1,0,t-CS-s
0.591862,3.473197,0.276803,2.56384,0.205653,1.51194,0.295322,0.745614,0.712232,0.626949,0.190546,0.346979,0.413012,0.242446,0.921768,1.372649,0.582413,1.156017,0.207375,0.162138,0.149149,0.096895,1.341893,1.99149,0.184234,0.650343,0.217677,0.177814,0.12974,?,1,0,t-CS-s
0.607777,3.567931,0.293807,2.599856,0.201632,1.585694,0.303889,0.801008,0.734518,0.656265,0.183869,0.351896,0.444311,0.266683,1.039892,1.430714,0.533893,1.324085,0.226905,0.166767,0.14787,0.106329,1.35033,2.016647,0.186113,0.654319,0.232004,0.182963,0.121626,?,1,0,t-CS-s
0.519011,2.773764,0.275665,2.420469,0.205957,1.367237,0.329214,0.675856,0.59474,0.57858,0.17142,0.311153,0.414766,0.249683,0.830251,1.303761,0.624766,1.207355,0.186994,0.145024,0.124455,0.102639,1.319551,2.100977,0.164347,0.85186,0.285477,0.167463,0.114897,?,1,0,t-CS-s
0.550894,2.893008,0.280976,2.50439,0.217236,1.412683,0.30439,0.70439,0.623089,0.584065,0.166504,0.353821,0.400976,0.265366,0.814543,1.342414,0.632649,1.222967,0.195306,0.152976,0.129296,0.107293,1.263202,2.135792,0.199288,0.793378,0.271165,0.186505,0.115675,?,1,0,t-CS-s
0.534216,2.990962,0.286637,2.529697,0.216269,1.525178,0.330536,0.693351,0.634603,0.605552,0.186249,0.35991,0.414461,0.277921,0.768058,1.298555,0.611758,1.185795,0.203852,0.134631,0.135634,0.094302,1.180377,1.962681,0.19362,0.769061,0.256421,0.213082,0.097713,?,1,0,t-CS-s
0.547741,2.709913,0.306487,2.322522,0.229227,1.522959,0.363703,0.696064,0.627551,0.659621,0.186953,0.394679,0.414723,0.269315,0.845257,1.405691,0.652846,1.117344,0.230081,0.165041,0.111382,0.098374,1.620054,2.15935,0.25122,0.95393,0.27832,0.226558,0.146612,?,1,0,t-CS-s
0.555107,2.814475,0.324761,2.372888,0.267818,1.644747,0.335783,0.730345,0.623071,0.676341,0.198016,0.372888,0.423953,0.264144,0.763603,1.448321,0.64202,1.084613,0.21661,0.174434,0.120021,0.100755,1.531112,2.080968,0.191356,0.786514,0.267118,0.230929,0.109867,?,1,0,t-CS-s
0.574955,2.798927,0.301968,2.32415,0.231127,1.555635,0.344902,0.693381,0.637567,0.638998,0.213596,0.384258,0.420751,0.564937,0.777866,1.436552,0.665337,1.140729,0.246874,0.166002,0.126895,0.098962,1.503325,2.075552,0.227986,0.771748,0.295025,0.261506,0.11253,?,1,0,t-CS-s
0.86887,4.075161,0.239094,4.610585,0.279675,1.471846,0.308505,0.919851,1.111684,0.637724,0.178728,0.353568,0.394234,0.320257,1.434818,2.797498,0.714255,1.010459,0.167565,0.171878,0.231346,0.150906,2.106319,2.531216,0.141363,0.861117,0.251617,0.115268,0.123949,0.152361,1,0,t-CS-s
0.857961,4.125534,0.224132,4.60732,0.29451,1.4817,0.288096,0.934411,1.120575,0.648794,0.179152,0.346246,0.393792,0.336241,1.413563,2.76921,0.724528,1.066503,0.172874,0.168718,0.240689,0.152748,2.058955,2.515559,0.138748,0.841619,0.241838,0.11813,0.119278,0.163303,1,0,t-CS-s
0.902791,4.559061,0.253079,4.78148,0.306247,1.589632,0.303323,0.949668,1.16615,0.690385,0.189455,0.364023,0.419584,0.349047,1.332347,2.68926,0.719848,1.147921,0.167415,0.161076,0.229119,0.147921,1.953246,2.245074,0.143325,0.84183,0.238153,0.116329,0.115431,0.15294,1,0,t-CS-s
0.704007,3.27763,0.228664,4.1909,0.237903,1.234669,0.261693,0.756207,0.87077,0.56577,0.191477,0.299688,0.352235,0.471417,1.247097,2.924934,0.625437,0.93165,0.162236,0.167413,0.218903,0.13775,2.081503,2.479152,0.136911,0.86218,0.237162,0.118092,0.118791,0.162866,1,0,t-CS-s
0.732011,3.324569,0.224674,4.144266,0.238173,1.303205,0.27245,0.760535,0.892476,0.572133,0.169386,0.316469,0.352271,0.473178,1.217926,2.847165,0.649934,0.95833,0.167168,0.168286,0.212193,0.134587,1.985458,2.359924,0.137733,0.827309,0.230371,0.118646,0.11599,0.149619,1,0,t-CS-s
0.728561,3.558131,0.234086,4.287653,0.259548,1.338938,0.275643,0.798823,0.906798,0.611939,0.175835,0.314677,0.378453,0.526543,1.219248,2.874567,0.646374,1.031272,0.169741,0.153793,0.201775,0.145264,1.924144,2.159271,0.142907,0.831161,0.237623,0.127236,0.116419,0.154209,1,0,t-CS-s
0.710455,3.184588,0.25799,4.263949,0.22928,1.276408,0.269366,0.743229,0.850758,0.556203,0.200163,0.308911,0.350217,0.542931,1.093385,2.905649,0.548537,0.925503,0.163138,0.162787,0.213301,0.129843,1.933146,2.355882,0.137749,0.81569,0.231398,0.121058,0.111658,0.164807,1,0,t-CS-s
0.700785,3.463838,0.259953,4.287643,0.248795,1.299766,0.271938,0.758644,0.861827,0.589337,0.184461,0.335032,0.357901,0.543188,1.036383,2.869716,0.539241,0.870929,0.15965,0.153673,0.206947,0.122228,1.815662,2.28439,0.134356,0.764207,0.223233,0.121795,0.110793,0.158957,1,0,t-CS-s
0.687791,3.393251,0.237013,4.108277,0.232895,1.221071,0.268234,0.722466,0.859705,0.580975,0.172712,0.329613,0.354723,0.551747,1.062357,2.902473,0.595685,0.976408,0.164883,0.151728,0.211191,0.13024,1.80556,2.081477,0.131907,0.770391,0.22382,0.134713,0.111735,0.173215,1,0,t-CS-s
0.593951,2.957946,0.252505,3.95204,0.241947,1.276127,0.295276,0.679671,0.776843,0.574087,0.181281,0.313708,0.364173,0.524338,1.00955,3.244002,0.619963,0.882134,0.209178,0.143606,0.188796,0.125437,1.720242,2.085954,0.163056,0.934545,0.274983,0.134638,0.116352,0.179362,1,0,t-CS-s
0.615191,2.841444,0.253906,3.96714,0.233435,1.296103,0.293949,0.698869,0.766026,0.564374,0.177231,0.301131,0.356797,0.518226,0.986653,3.143167,0.621264,0.834816,0.202487,0.146817,0.187429,0.122747,1.726329,2.146361,0.155829,0.941478,0.261921,0.138147,0.111339,0.179101,1,0,t-CS-s
0.552117,2.654723,0.228339,3.614007,0.204886,1.149674,0.300651,0.628176,0.697231,0.504235,0.164658,0.277687,0.329316,0.461238,0.973687,3.057888,0.586161,0.837756,0.172209,0.150935,0.185646,0.123502,1.710111,2.162804,0.164483,0.936625,0.277908,0.13929,0.110402,0.164147,1,0,t-CS-s
0.564827,2.564048,0.243127,3.41782,0.232014,1.254241,0.277442,0.640281,0.7442,0.549815,0.201014,0.297719,0.341782,0.427374,0.912436,3.271542,0.584847,0.924235,0.204937,0.158826,0.178544,0.117373,1.910418,2.015215,0.160068,0.900016,0.24344,0.1551,0.112871,0.208663,1,0,t-CS-s
0.609091,2.59899,0.246667,3.581818,0.234545,1.31596,0.318384,0.684444,0.761616,0.572323,0.19596,0.310303,0.344444,0.459394,0.879178,3.100854,0.529156,0.82347,0.19563,0.142671,0.170887,0.111561,1.865866,2.074085,0.15526,0.862104,0.256403,0.156996,0.106352,0.20518,1,0,t-CS-s
0.521628,2.359737,0.218288,3.292937,0.199306,1.170834,0.265924,0.607593,0.675306,0.494251,0.172842,0.296222,0.319219,0.402628,0.880389,3.199303,0.543185,0.783423,0.185513,0.149804,0.172159,0.105676,1.814777,2.21948,0.180287,0.884163,0.258964,0.152707,0.104514,0.197126,1,0,t-CS-s
0.860404,4.030709,0.185886,2.936588,0.245221,1.543527,0.241417,0.853519,0.624966,0.715916,0.168856,0.323308,0.359181,0.305825,1.236061,2.754042,0.822611,1.144947,0.175685,0.160893,0.246453,0.15358,1.577697,2.306115,0.156219,0.91312,0.242934,0.117068,0.130925,0.155559,1,0,t-CS-s
0.852923,4.015524,0.18185,2.84006,0.239333,1.507496,0.232857,0.832786,0.605074,0.698572,0.160915,0.320944,0.345959,0.303202,1.210825,2.678634,0.787702,1.385039,0.181253,0.163247,0.251255,0.153426,1.546923,2.295886,0.164612,0.937691,0.246508,0.116707,0.128328,0.161392,1,0,t-CS-s
0.836851,3.918997,0.179332,2.841601,0.240545,1.478716,0.230431,0.844679,0.605277,0.68496,0.155761,0.319437,0.343272,0.291469,1.283927,2.644186,0.807386,1.619437,0.182956,0.152445,0.263458,0.159194,1.55419,2.255885,0.161554,0.935576,0.241727,0.120178,0.130055,0.149262,1,0,t-CS-s
0.71094,3.228306,0.17683,2.596561,0.202851,1.283743,0.223894,0.716936,0.492703,0.604028,0.154316,0.282724,0.316891,0.405589,1.067951,2.817915,0.719247,0.870471,0.158814,0.147787,0.236217,0.129099,1.408564,2.070958,0.13805,0.843262,0.232207,0.11571,0.10948,0.159172,1,0,t-CS-s
0.718732,3.275432,0.178052,2.588626,0.214327,1.274173,0.212381,0.721593,0.506694,0.60373,0.152535,0.291223,0.318343,0.416295,1.028137,2.847876,0.71188,1.048813,0.191914,0.147932,0.244564,0.132514,1.410473,2.104661,0.156175,0.888234,0.242504,0.117237,0.112761,0.159443,1,0,t-CS-s
0.709884,3.398023,0.181163,2.655,0.209419,1.324535,0.217558,0.729884,0.51314,0.604535,0.157791,0.296744,0.32314,0.435814,1.024348,2.8461,0.695479,1.228059,0.163109,0.145598,0.234757,0.131715,1.389563,2.054207,0.140924,0.875122,0.226176,0.11553,0.110646,0.151667,1,0,t-CS-s
0.680108,3.070296,0.175,2.306048,0.195833,1.221371,0.220161,0.701075,0.459274,0.565726,0.152823,0.287366,0.314785,0.335081,0.896856,2.635376,0.655599,0.823737,0.155775,0.139615,0.247439,0.117626,1.319322,1.98746,0.132374,0.817026,0.218827,0.11586,0.102349,0.166549,1,0,t-CS-s
0.655634,3.038263,0.173573,2.260294,0.189196,1.19714,0.197405,0.684629,0.458361,0.566133,0.154773,0.283199,0.305309,0.349927,0.907348,2.630346,0.635985,0.879153,0.428559,0.136636,0.23111,0.114861,1.337122,1.997397,0.152859,0.844365,0.22495,0.122408,0.104711,0.158931,1,0,t-CS-s
0.68596,3.123974,0.180643,2.291156,0.195046,1.27285,0.210796,0.702517,0.469108,0.581236,0.154395,0.282407,0.305559,0.359268,0.94711,2.619702,0.62627,1.014448,0.163222,0.14352,0.231786,0.121629,1.337478,2.002102,0.157706,0.860245,0.217951,0.121629,0.104904,0.165236,1,0,t-CS-s
0.591702,2.650107,0.183583,1.997685,0.185541,1.078704,0.216524,0.666311,0.418625,0.510328,0.15349,0.293803,0.311788,0.542023,0.711809,2.366197,0.478007,0.548971,0.155471,0.125027,0.192524,0.092633,1.066197,1.593391,0.128927,0.678657,0.192199,0.111484,0.089924,0.16273,1,0,t-CS-s
0.569383,2.642036,0.18402,1.976313,0.178363,1.089447,0.199399,0.657946,0.415238,0.50221,0.155029,0.27877,0.305639,0.550822,0.758952,2.404228,0.466242,0.614431,0.170406,0.118421,0.177632,0.090919,1.105479,1.622519,0.143443,0.690682,0.205349,0.122951,0.091566,0.166631,1,0,t-CS-s
0.584961,2.591703,0.173552,1.920311,0.17943,1.142956,0.210717,0.640449,0.409334,0.502161,0.147277,0.277787,0.301815,0.570095,0.811994,2.423178,0.489057,0.794703,0.165901,0.124316,0.181987,0.091377,1.124425,1.644999,0.171919,0.717772,0.206829,0.119829,0.101445,0.165791,1,0,t-CS-s
0.604712,2.506688,0.178279,1.889599,0.176682,1.187862,0.206029,0.65562,0.420643,0.5556,0.176482,0.278499,0.304851,0.436614,0.720875,2.08805,0.47664,0.538934,0.162474,0.126984,0.196616,0.091794,1.111111,1.64136,0.144804,0.718179,0.21758,0.132225,0.089099,0.193621,1,0,t-CS-s
0.587122,2.488976,0.173073,1.787122,0.16761,1.186732,0.192585,0.642537,0.416195,0.556878,0.15278,0.269268,0.299902,0.443122,0.686704,2.111934,0.436778,0.558336,0.187148,0.143026,0.194996,0.092982,1.163755,1.696032,0.171454,0.759254,0.219722,0.134143,0.095203,0.208765,1,0,t-CS-s
0.590776,2.510455,0.168654,1.755912,0.188587,1.258355,0.204612,0.637483,0.405902,0.536447,0.152628,0.277506,0.297049,0.462185,0.723449,2.11732,0.425717,0.707826,0.174253,0.131591,0.184467,0.087126,1.150518,1.712333,0.171549,0.763858,0.23434,0.130239,0.097191,0.190927,1,0,t-CS-s
1.119407,4.17606,0.174801,1.801278,0.201724,2.07854,0.207147,0.781813,0.630447,0.678191,0.149913,0.282394,0.356672,0.147008,1.162658,0.964973,0.662145,0.921927,0.143124,0.155121,0.19883,0.125098,1.384337,2.49382,0.145897,0.803943,0.222885,?,0.117803,0.107434,1,0,t-CS-s
1.05181,4.295943,0.171838,1.853023,0.205947,2.162291,0.214399,0.83214,0.659507,0.712112,0.152347,0.311356,0.36436,0.153142,1.133998,0.925416,0.667029,0.889272,0.142581,0.145059,0.199637,0.120943,1.36307,2.511574,0.137746,0.78223,0.210215,?,0.121487,0.108129,1,0,t-CS-s
1.065387,4.363895,0.176972,1.875216,0.212306,2.172403,0.22317,0.791756,0.675805,0.733679,0.169865,0.319423,0.374454,0.152909,1.139192,0.931354,0.641924,0.953919,0.141924,0.149109,0.194596,0.121496,1.339252,2.375772,0.136758,0.756591,0.20867,?,0.116508,0.114964,1,0,t-CS-s
1.036809,3.713493,0.178977,2.030051,0.195631,2.043447,0.216751,0.713372,0.56698,0.629375,0.151219,0.270577,0.33442,0.144702,1.078193,0.985473,0.618798,0.915774,0.155672,0.16242,0.205446,0.11733,1.41756,2.560213,0.16242,0.813368,0.2114,?,0.122093,0.122886,1,0,t-CS-s
1.14555,3.777456,0.189717,2.225445,0.213052,2.148846,0.229268,0.751879,0.622017,0.682531,0.168095,0.304812,0.361239,0.158339,1.082528,0.976432,0.620197,0.894943,0.149716,0.163218,0.198051,0.115203,1.397539,2.555005,0.141887,0.796836,0.205481,?,0.114564,0.137653,1,0,t-CS-s
1.165424,3.720282,0.188963,2.193801,0.215117,2.039623,0.213548,0.794298,0.63332,0.662351,0.163594,0.30051,0.369687,0.159017,1.054807,0.962809,0.60938,0.900094,0.144065,0.147823,0.203805,0.112512,1.295412,2.339336,0.127701,0.780849,0.211635,?,0.11306,0.132556,1,0,t-CS-s
1.004992,3.27037,0.18744,2.187118,0.2,2.021739,0.219002,0.712721,0.521256,0.611111,0.154911,0.294686,0.345089,0.151047,1.060197,1.013377,0.623952,0.859433,0.165092,0.150228,0.209046,0.116785,1.408961,2.45525,0.145663,0.827264,0.23219,?,0.122837,0.145982,1,0,t-CS-s
1.034168,3.346492,0.191906,2.282966,0.202355,2.032675,0.223918,0.694974,0.549345,0.620833,0.155913,0.283132,0.345828,0.15044,1.053164,1.011933,0.615598,0.830705,0.164713,0.145962,0.215214,0.112188,1.349776,2.509482,0.13062,0.827722,0.225442,?,0.111443,0.151928,1,0,t-CS-s
0.994286,3.68521,0.202689,2.343361,0.208908,1.967731,0.22,0.748908,0.571597,0.636975,0.163361,0.308908,0.343193,0.152269,1.025,0.957068,0.604641,0.848101,0.158544,0.149578,0.210338,0.11519,1.329114,2.288819,0.130063,0.804958,0.216245,?,0.107806,0.138924,1,0,t-CS-s
0.839056,2.91713,0.191061,2.040476,0.234414,1.700364,0.215998,0.612124,0.490313,0.530597,0.165356,0.273739,0.312872,0.156148,1.039584,0.943158,0.613478,0.849473,0.172305,0.156417,0.203123,0.105328,1.308725,2.363375,0.142446,0.852486,0.231064,?,0.108204,0.151897,1,0,t-CS-s
0.875534,2.971934,0.195241,2.130567,0.20724,1.891194,0.241611,0.68314,0.513321,0.576978,0.169209,0.286964,0.327435,0.179581,0.954201,0.954336,0.600271,0.845528,0.165041,0.146748,0.204201,0.112466,1.319648,2.407588,0.132656,0.830894,0.227913,?,0.103659,0.15393,1,0,t-CS-s
0.935593,3.163559,0.216314,2.237712,0.207415,2.002542,0.266737,0.698093,0.538771,0.598305,0.18178,0.325847,0.339407,0.152966,0.986044,0.942029,0.584541,0.834541,0.157273,0.139426,0.206924,0.106817,1.277778,2.18693,0.133521,0.791331,0.211218,?,0.10212,0.150698,1,0,t-CS-s
0.80107,2.691347,0.199599,1.884924,0.222792,1.833408,0.232828,0.62645,0.489072,0.572926,0.168376,0.297948,0.301517,0.154326,1.015107,0.97561,0.602475,0.799054,0.174008,0.146523,0.19039,0.110666,1.272115,2.273571,0.161267,0.881143,0.231161,?,0.111212,0.17419,1,0,t-CS-s
0.912582,2.988926,0.200283,2.011074,0.211122,1.959708,0.26885,0.680961,0.510603,0.588596,0.177898,0.297361,0.317389,0.1541,0.989638,0.947101,0.61098,0.846392,0.170696,0.139247,0.196692,0.11198,1.237048,2.2994,0.151791,0.844937,0.236139,?,0.11307,0.174332,1,0,t-CS-s
0.805308,2.822034,0.205843,1.875558,0.194469,1.760928,0.230152,0.656334,0.492864,0.558207,0.179081,0.285905,0.32917,0.146744,0.9789,0.950225,0.595131,0.908566,0.165194,0.134536,0.192967,0.1156,1.229216,2.108025,0.141208,0.825428,0.227592,?,0.104418,0.174031,1,0,t-CS-s
0.969957,4.649765,0.165286,1.814353,0.210201,1.839405,0.192634,0.986625,0.797684,0.785208,0.138138,0.30522,0.412616,0.15261,1.356162,0.838123,0.639224,2.364445,0.161432,0.149925,0.253766,0.155317,1.869309,2.278392,0.141475,0.826783,0.20746,0.103952,0.118183,0.148424,1,0,t-CS-s
0.962142,4.739986,0.170113,1.810009,0.200479,1.883928,0.197982,0.995805,0.804815,0.786934,0.138947,0.307861,0.418839,0.152532,1.398089,0.819144,0.624552,2.383538,0.162341,0.150885,0.244869,0.1555,1.850147,2.266967,0.155229,0.855902,0.200293,0.107449,0.125747,0.150722,1,0,t-CS-s
0.923817,4.769193,0.169645,1.780287,0.19998,1.931769,0.194777,0.970351,0.79138,0.801885,0.13548,0.306008,0.424602,0.141763,1.351623,0.759091,0.637392,2.404762,0.157684,0.17197,0.23869,0.165476,1.897348,2.310931,0.145779,0.878463,0.212771,0.112392,0.129491,0.152922,1,0,t-CS-s
0.821877,4.168803,0.175534,2.05178,0.19288,1.553786,0.216828,0.91068,0.66835,0.704207,0.139417,0.290744,0.391715,0.142654,1.257712,0.803372,0.594595,1.913868,0.155474,0.165438,0.234575,0.134316,1.711712,2.175812,0.128651,0.828078,0.193352,0.102853,0.113705,0.148649,1,0,t-CS-s
0.805369,4.14993,0.17361,2.052805,0.189692,1.577308,0.21008,0.888945,0.661137,0.705711,0.133595,0.286818,0.392048,0.145118,1.231528,0.803948,0.587957,1.929381,0.159776,0.153174,0.245666,0.136636,1.76347,2.159643,0.164711,0.85116,0.198386,0.108696,0.116498,0.146306,1,0,t-CS-s
0.800773,4.184381,0.178144,2.004366,0.173154,1.703219,0.219561,0.888847,0.65756,0.70983,0.129616,0.2873,0.405813,0.139845,1.200105,0.786481,0.581207,1.933975,0.159141,0.159992,0.245714,0.140361,1.783732,2.229224,0.156131,0.869585,0.203442,0.108101,0.11242,0.159665,1,0,t-CS-s
0.746643,3.601703,0.200131,1.885031,0.171798,1.518998,0.195709,0.830822,0.577301,0.646905,0.142483,0.282673,0.376515,0.153619,1.137691,0.753728,0.561925,1.579427,0.159925,0.139209,0.229128,0.11626,1.581123,2.091794,0.130012,0.801947,0.186445,0.109742,0.103759,0.153853,1,0,t-CS-s
0.748556,3.671534,0.183087,1.851252,0.16672,1.582157,0.20491,0.812741,0.581354,0.639281,0.135591,0.286906,0.371791,0.167683,1.078319,0.766717,0.549907,1.62021,0.155933,0.143071,0.226764,0.113118,1.597216,2.104044,0.142983,0.837459,0.195577,0.105101,0.113999,0.171615,1,0,t-CS-s
0.767548,3.760855,0.213026,1.913973,0.16683,1.780934,0.207313,0.833007,0.595168,0.66585,0.134509,0.29285,0.386712,0.154587,1.056515,0.766733,0.551176,1.60257,0.159562,0.157479,0.218248,0.122667,1.602483,2.107475,0.151315,0.863269,0.192204,0.113638,0.113552,0.157305,1,0,t-CS-s
0.652271,3.149374,0.190877,1.610955,0.149561,1.35558,0.180595,0.749112,0.496168,0.553374,0.138344,0.271827,0.380258,0.156852,0.839576,0.702721,0.448594,0.849368,0.145053,0.110327,0.159399,0.089036,1.131049,1.511784,0.116703,0.614027,0.155869,0.101446,0.083798,0.151429,1,0,t-CS-s
0.631332,3.117902,0.173427,1.555075,0.163512,1.411394,0.190553,0.726519,0.492518,0.570579,0.126194,0.274383,0.367406,0.161889,0.890408,0.712688,0.414078,0.966219,0.155124,0.11784,0.146085,0.085979,1.191391,1.512936,0.130155,0.634957,0.173766,0.113321,0.092193,0.172184,1,0,t-CS-s
0.649494,3.232015,0.20184,1.587672,0.165041,1.593008,0.192272,0.74885,0.5115,0.577921,0.129899,0.279485,0.386937,0.169273,0.814533,0.710006,0.436892,1.066182,0.166685,0.130129,0.147792,0.09033,1.272666,1.539519,0.143991,0.660816,0.184572,0.112241,0.090777,0.152935,1,0,t-CS-s
0.633125,2.783101,0.202696,1.432354,0.158402,1.433077,0.193548,0.732547,0.479779,0.60183,0.145643,0.290082,0.38493,0.191141,0.905242,0.680027,0.56284,1.255607,0.149569,0.143597,0.197213,0.111214,1.37651,1.929131,0.144658,0.784074,0.19509,0.11931,0.10564,0.169608,1,0,t-CS-s
0.631308,2.760748,0.198598,1.402336,0.173131,1.478972,0.203505,0.728271,0.46986,0.571495,0.143224,0.278505,0.382009,0.189953,0.93496,0.684798,0.53213,1.226925,0.156173,0.159808,0.20135,0.116448,1.38855,1.944437,0.156043,0.787875,0.228353,0.120862,0.104894,0.188758,1,0,t-CS-s
0.601089,2.749263,0.202859,1.343998,0.14545,1.576583,0.197186,0.702065,0.473792,0.588382,0.1543,0.292489,0.388019,0.19469,0.898083,0.697358,0.541311,1.290728,0.168998,0.152551,0.192437,0.107485,1.412328,1.953768,0.162134,0.796037,0.204481,0.121989,0.105543,0.180523,1,0,t-CS-s
0.962748,4.420139,0.196415,2.005812,0.262797,1.661578,0.274701,0.980884,0.865065,0.87809,0.18143,0.390869,0.397451,0.196415,1.323042,2.183707,0.627162,2.196928,0.152991,0.176305,0.191189,0.148676,1.799113,2.35455,0.178324,0.98575,0.226735,0.106005,0.123976,0.133911,1,0,t-CS-s
1.047694,4.507068,0.199772,2.040697,0.263601,2.02606,0.28752,1.019063,0.894117,0.87234,0.187277,0.408753,0.413037,0.197558,1.290784,2.04491,0.590337,2.230484,0.145029,0.167656,0.201807,0.140396,1.6604,2.295073,0.17202,0.933994,0.20889,0.102339,0.126881,0.123626,1,0,t-CS-s
0.980429,4.380387,0.201541,1.973905,0.249774,1.664099,0.276424,0.982927,0.907697,0.840933,0.180165,0.40211,0.399264,0.198556,1.245561,2.01524,0.560114,2.208213,0.136632,0.160805,0.200968,0.133891,1.656094,2.193198,0.156188,0.871814,0.201119,0.095942,0.116737,0.130213,1,0,t-CS-s
0.893899,4.331849,0.209739,2.417298,0.228022,1.59587,0.267431,0.817639,0.731243,0.755779,0.163604,0.351838,0.384331,0.200834,1.192535,2.234059,0.524261,1.8845,0.145153,0.171436,0.202125,0.130638,1.665785,2.328097,0.15521,0.949508,0.202436,0.094401,0.117989,0.139865,1,0,t-CS-s
0.900191,4.280611,0.213467,2.395798,0.221681,2.320439,0.269914,0.878892,0.739733,0.767526,0.165903,0.364374,0.382044,0.208023,1.110015,2.131563,0.525139,1.905362,0.144107,0.165099,0.193627,0.122458,1.605716,2.297774,0.144411,0.900455,0.197977,0.09565,0.116186,0.129186,1,0,t-CS-s
0.880082,1.991141,0.209717,2.33038,0.217456,1.415703,0.269955,0.874394,0.741048,0.744312,0.158896,0.351548,0.384465,0.201884,1.103819,2.080028,0.493044,1.982746,0.13351,0.160842,0.184191,0.121123,1.585361,2.17259,0.125989,0.847122,0.18832,0.093939,0.109374,0.122892,1,0,t-CS-s
0.793249,4.013479,0.211205,2.244843,0.206868,1.405767,0.28399,0.793483,0.640647,0.695734,0.163854,0.353024,0.380216,0.2282,1.08226,2.198801,0.481088,1.687998,0.141484,0.163293,0.200709,0.121652,1.486267,2.286376,0.146051,0.947318,0.198664,0.092892,0.108567,0.124923,1,0,t-CS-s
0.819375,3.868289,0.209497,2.315676,0.20556,1.386423,0.257218,0.783703,0.669888,0.708781,0.156407,0.358268,0.364829,0.244333,1.042343,2.156959,0.4796,1.74896,0.140518,0.157361,0.193464,0.118776,1.506711,2.264595,0.154275,0.912159,0.202456,0.100255,0.10965,0.128842,1,0,t-CS-s
0.822957,4.132812,0.212736,2.295506,0.198862,1.298826,0.263133,0.784656,0.683031,0.704494,0.155698,0.343294,0.369145,0.220799,1.037069,2.123717,0.46912,1.768716,0.142848,0.155027,0.189051,0.111141,1.508109,2.188125,0.12577,0.877011,0.183425,0.097571,0.105911,0.127424,1,0,t-CS-s
0.749028,3.634738,0.217385,2.066553,0.200124,1.239776,0.255481,0.759913,0.575494,0.625719,0.156585,0.319546,0.34909,0.271653,0.993377,2.022422,0.489404,1.52526,0.142952,0.162346,0.201987,0.1035,1.428571,2.308609,0.142195,0.961684,0.207474,0.100473,0.1,0.140587,1,0,t-CS-s
0.761387,3.844334,0.225987,2.140163,0.203772,1.260508,0.260189,0.78536,0.597091,0.647435,0.181876,0.322838,0.354483,0.262266,0.938483,2.053606,0.477431,1.517171,0.15114,0.155793,0.189949,0.107585,1.487203,2.302559,0.166775,0.94658,0.216566,0.108329,0.10712,0.137273,1,0,t-CS-s
0.734173,3.817823,0.216032,2.045241,0.1925,1.186124,0.244269,0.754365,0.600121,0.637923,0.153788,0.325793,0.344466,0.250797,0.893184,1.926368,0.442152,1.540269,0.141794,0.147982,0.186906,0.102332,1.455964,2.207892,0.125112,0.898296,0.192108,0.107534,0.10583,0.140987,1,0,t-CS-s
