@relation winequality-white-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.RandomSubset-N9.0-S10

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute quality {3,4,5,6,7,8,9}

@data
5.4,0.46,0.15,2.1,0.026,29,130,3.39,0.77,8
7.8,0.19,0.32,7.4,0.015,47,124,2.99,0.39,6
5.5,0.17,0.23,2.9,0.039,10,108,3.28,0.5,5
6.5,0.26,0.34,1.4,0.04,25,184,3.29,0.46,5
6.6,0.27,0.33,1.4,0.042,24,183,3.29,0.46,5
7.8,0.19,0.32,7.4,0.015,47,124,2.99,0.39,6
7.8,0.2,0.32,5,0.016,31,101,2.99,0.39,6
6.1,0.17,0.28,2.5,0.028,22,98,3.16,0.37,7
7.4,0.2,0.35,6.1,0.025,10,40,2.79,0.52,5
6.7,0.39,0.24,2.7,0.017,22,80,3.03,0.37,5
5.4,0.46,0.15,2.1,0.026,29,130,3.39,0.77,8
6.9,0.4,0.17,12.9,0.033,59,186,3.08,0.49,5
6.9,0.4,0.17,12.9,0.033,59,186,3.08,0.49,5
6.9,0.4,0.17,12.9,0.033,59,186,3.08,0.49,5
6.3,0.24,0.29,13.7,0.035,53,134,3.17,0.38,6
6.9,0.4,0.17,12.9,0.033,59,186,3.08,0.49,5
7.4,0.27,0.31,2.4,0.014,15,143,3.03,0.65,4
6.1,0.27,0.28,9.8,0.042,61,125,3.14,0.42,6
6.3,0.24,0.29,13.7,0.035,53,134,3.17,0.38,6
5,0.61,0.12,1.3,0.009,65,100,3.26,0.37,5
6.7,0.42,0.39,12.1,0.04,61,248,3.31,0.58,5
6.5,0.33,0.28,6.1,0.018,41,103,3.24,0.32,6
6.9,0.33,0.31,7.7,0.04,29,135,3.11,0.57,5
6.5,0.33,0.28,6.1,0.018,41,103,3.24,0.32,6
6.3,0.15,0.3,1.4,0.022,38,100,3.42,0.57,7
6.5,0.32,0.45,7.7,0.022,31,97,3.2,0.7,7
6.7,0.42,0.39,12.1,0.04,61,248,3.31,0.58,5
7.4,0.25,0.29,6.8,0.02,31,113,3.13,0.29,6
7.6,0.27,0.3,9.2,0.018,23,96,3.08,0.29,6
6.4,0.27,0.45,8.3,0.05,52,196,3.18,0.48,5
6.5,0.25,0.27,17.4,0.064,29,140,3.2,0.49,6
5.6,0.19,0.31,2.7,0.027,11,100,3.46,0.4,7
7.4,0.29,0.48,12.8,0.037,61.5,182,3.02,0.34,5
6.4,0.34,0.44,8.2,0.043,54,201,3.18,0.48,5
6.6,0.27,0.52,8.1,0.044,53,202,3.18,0.48,5
6.6,0.26,0.52,8.2,0.047,52,191,3.16,0.47,6
6.4,0.27,0.45,8.3,0.05,52,196,3.18,0.48,5
6.5,0.26,0.5,8,0.051,46,197,3.18,0.47,5
6.8,0.25,0.3,11.8,0.043,53,133,3.03,0.58,6
6.3,0.32,0.26,12,0.049,63,170,3.14,0.55,6
5.5,0.24,0.45,1.7,0.046,22,113,3.22,0.48,5
6.5,0.25,0.27,17.4,0.064,29,140,3.2,0.49,6
6.6,0.13,0.29,13.9,0.056,33,95,3.17,0.39,6
7,0.39,0.21,10.7,0.098,13,91,3.03,0.47,5
7.9,0.21,0.39,2,0.057,21,138,3.05,0.52,5
7,0.3,0.28,2.2,0.042,21,177,3.2,0.57,5
8.1,0.2,0.3,1.3,0.036,7,49,2.99,0.73,5
8.3,0.18,0.3,1.1,0.033,20,57,3.02,0.51,6
7.9,0.21,0.39,2,0.057,21,138,3.05,0.52,5
7.2,0.17,0.34,6.4,0.042,16,111,2.99,0.4,6
8.1,0.2,0.3,1.3,0.036,7,49,2.99,0.73,5
8.3,0.18,0.3,1.1,0.033,20,57,3.02,0.51,6
7,0.39,0.21,10.7,0.098,13,91,3.03,0.47,5
6.8,0.21,0.62,6.4,0.041,7,113,2.96,0.59,5
6.9,0.21,0.62,6.3,0.042,7,109,2.96,0.59,6
7.2,0.17,0.34,6.4,0.042,16,111,2.99,0.4,6
6.8,0.26,0.34,15.1,0.06,42,162,3.24,0.52,3
7.2,0.28,0.38,2,0.052,23,156,3.13,0.52,5
7.9,0.21,0.39,2,0.057,21,138,3.05,0.52,5
7,0.3,0.28,2.2,0.042,21,177,3.2,0.57,5
7.4,0.34,0.28,12.1,0.049,31,149,3.22,0.49,5
6.3,0.43,0.32,8.8,0.042,18,106,3.28,0.33,7
6.8,0.41,0.3,8.8,0.045,28,131,3.12,0.59,5
6.3,0.4,0.24,5.1,0.036,43,131,3.24,0.44,6
5.1,0.35,0.26,6.8,0.034,36,120,3.38,0.4,6
5.1,0.35,0.26,6.8,0.034,36,120,3.38,0.4,6
6.3,0.3,0.2,3.7,0.039,34,132,3,0.38,5
6.9,0.28,0.28,12.2,0.042,52,139,3.03,0.56,6
7,0.33,0.28,5.7,0.033,39,204,3.17,0.64,6
6.7,0.26,0.49,8.1,0.052,48,197,3.19,0.48,5
7.3,0.24,0.3,2.5,0.042,31,104,3.05,0.56,7
6.7,0.46,0.21,4,0.034,12,88,3.26,0.54,6
5.1,0.35,0.26,6.8,0.034,36,120,3.38,0.4,6
5.1,0.23,0.18,1,0.053,13,99,3.22,0.39,5
6.3,0.4,0.24,5.1,0.036,43,131,3.24,0.44,6
7.1,0.44,0.23,5.8,0.035,24,100,3.15,0.57,7
4.8,0.26,0.23,10.6,0.034,23,111,3.46,0.28,7
6.8,0.31,0.19,3.5,0.086,30,130,2.83,0.44,5
6.8,0.31,0.19,3.5,0.086,30,130,2.83,0.44,5
7,0.15,0.29,16.4,0.058,45,110,3.15,0.37,6
6.5,0.41,0.22,4.8,0.052,49,142,3.14,0.62,5
6.2,0.31,0.23,3.3,0.052,34,113,3.16,0.48,5
8,0.27,0.33,1.2,0.05,41,103,3,0.45,6
8,0.27,0.33,1.2,0.05,41,103,3,0.45,6
6.5,0.41,0.22,4.8,0.052,49,142,3.14,0.62,5
6.2,0.31,0.23,3.3,0.052,34,113,3.16,0.48,5
6.7,0.37,0.25,2.5,0.028,24,84,3.14,0.36,6
6.6,0.21,0.5,8.7,0.036,41,191,2.96,0.56,6
7.5,0.26,0.31,1.6,0.032,36,109,2.97,0.43,6
7.5,0.34,0.28,4,0.028,46,100,3.2,0.5,7
6.7,0.37,0.25,2.5,0.028,24,84,3.14,0.36,6
6.4,0.32,0.23,16.2,0.055,36,176,3.26,0.54,5
6.7,0.24,0.32,9,0.023,20,109,3.34,0.35,6
6.4,0.32,0.23,16.2,0.055,36,176,3.26,0.54,5
7.1,0.39,0.79,1.4,0.194,23,90,3.17,0.46,6
8.2,0.31,0.43,7,0.047,18,87,3.23,0.64,5
6.7,0.24,0.32,9,0.023,20,109,3.34,0.35,6
5.9,0.17,0.29,3.1,0.03,32,123,3.41,0.33,7
5.9,0.2,0.23,1.5,0.037,38,93,3.36,0.49,6
6.6,0.32,0.26,4.6,0.031,26,120,3.4,0.73,7
5.9,0.12,0.27,4.8,0.03,40,110,3.55,0.68,6
5.9,0.18,0.29,4.6,0.032,68,137,3.21,0.38,6
5.9,0.2,0.23,1.5,0.037,38,93,3.36,0.49,6
5.4,0.17,0.27,2.7,0.049,28,104,3.46,0.55,6
6.1,0.21,0.3,6.3,0.039,47,136,3.27,0.31,6
7.3,0.25,0.26,7.2,0.048,52,207,3.12,0.37,5
7.3,0.25,0.26,7.2,0.048,52,207,3.12,0.37,5
6.2,0.22,0.3,12.4,0.054,108,152,3.1,0.47,6
6.5,0.27,0.19,6.6,0.045,98,175,3.16,0.34,6
6.5,0.27,0.19,6.6,0.045,98,175,3.16,0.34,6
6.6,0.39,0.22,4,0.038,17,98,3.25,0.53,7
6,0.31,0.38,4.8,0.04,41,101,3.24,0.56,6
8.4,0.23,0.32,1.3,0.048,59,113,3.1,0.55,6
7.3,0.25,0.26,7.2,0.048,52,207,3.12,0.37,5
6,0.22,0.25,11.1,0.056,112,177,3.08,0.36,6
6.2,0.22,0.3,12.4,0.054,108,152,3.1,0.47,6
6.1,0.23,0.27,9.8,0.055,74,134,3.16,0.4,6
6.5,0.27,0.19,6.6,0.045,98,175,3.16,0.34,6
7.3,0.36,0.54,13.3,0.054,63,193,3.06,0.49,4
7.6,0.37,0.51,11.7,0.094,58,181,2.91,0.51,5
6.7,0.26,0.51,8,0.062,50,194,3.13,0.5,5
7.4,0.22,0.27,1.6,0.057,45,98,3.29,0.44,7
6.1,0.22,0.28,16.55,0.059,54,135,3.2,0.38,5
7.1,0.28,0.31,1.5,0.053,20,98,3.15,0.5,5
6.5,0.35,0.31,10.2,0.069,58,170,3.18,0.49,5
6.8,0.73,0.2,6.6,0.054,25,65,3.12,0.28,4
6,0.28,0.24,17.8,0.047,42,111,3.1,0.45,6
6,0.28,0.24,17.8,0.047,42,111,3.1,0.45,6
7.1,0.2,0.37,1.5,0.049,28,129,3.15,0.52,5
6.8,0.33,0.31,7.4,0.045,34,143,3.06,0.55,6
6,0.28,0.24,17.8,0.047,42,111,3.1,0.45,6
7.2,0.24,0.36,2,0.029,21,63,3.13,0.63,6
6.8,0.33,0.31,7.4,0.045,34,143,3.06,0.55,6
7.2,0.24,0.36,2,0.029,21,63,3.13,0.63,6
6,0.28,0.24,17.8,0.047,42,111,3.1,0.45,6
6.2,0.27,0.26,12.1,0.046,43,127,3.16,0.37,6
6.4,0.38,0.26,8.2,0.043,28,98,2.99,0.31,6
7.1,0.2,0.37,1.5,0.049,28,129,3.15,0.52,5
6,0.21,0.3,8.7,0.036,47,127,3.18,0.39,5
7,0.34,0.1,3.5,0.044,17,63,3.01,0.39,5
5.9,0.435,0.16,6.4,0.031,21,134,3.24,0.46,6
7,0.25,0.33,2.1,0.021,17,76,3.26,0.45,6
6.7,0.26,0.29,7.7,0.038,40,179,3.23,0.56,6
7,0.24,0.3,12.3,0.035,72,172,2.99,0.57,6
8.5,0.23,0.34,1.3,0.035,54,110,3.07,0.55,7
6,0.21,0.3,8.7,0.036,47,127,3.18,0.39,5
7,0.34,0.1,3.5,0.044,17,63,3.01,0.39,5
4.8,0.65,0.12,1.1,0.013,4,10,3.32,0.36,4
6.1,0.22,0.38,2.8,0.144,12,65,2.95,0.64,6
5.8,0.27,0.26,3.5,0.071,26,69,3.1,0.38,6
5,0.455,0.18,1.9,0.036,33,106,3.21,0.83,7
6.5,0.33,0.3,3.8,0.036,34,88,3.25,0.63,7
6.5,0.33,0.3,3.8,0.036,34,88,3.25,0.63,7
6.7,0.31,0.3,2.4,0.038,30,83,3.09,0.36,7
6.2,0.39,0.24,4.8,0.037,45,138,3.23,0.43,7
6.2,0.39,0.24,4.8,0.037,45,138,3.23,0.43,7
7.1,0.37,0.3,6.2,0.04,49,139,3.17,0.27,6
7.2,0.23,0.82,1.3,0.149,70,109,2.93,0.42,6
6.5,0.33,0.3,3.8,0.036,34,88,3.25,0.63,7
7.2,0.25,0.32,1.5,0.054,24,105,3.17,0.48,6
6.2,0.39,0.24,4.8,0.037,45,138,3.23,0.43,7
4.7,0.455,0.18,1.9,0.036,33,106,3.21,0.83,7
7.1,0.37,0.3,6.2,0.04,49,139,3.17,0.27,6
6.2,0.28,0.51,7.9,0.056,49,206,3.18,0.52,5
6.4,0.35,0.28,1.6,0.037,31,113,3.12,0.4,7
6.6,0.31,0.28,1.4,0.035,28,107,3,0.4,6
7.4,0.25,0.37,2.6,0.05,24,132,3.04,0.53,6
7.3,0.36,0.34,14.8,0.057,46,173,3.14,0.57,5
6.7,0.31,0.3,2.4,0.038,30,83,3.09,0.36,7
8.6,0.31,0.3,0.9,0.045,16,109,2.95,0.39,5
8.6,0.31,0.3,0.9,0.045,16,109,2.95,0.39,5
8.6,0.22,0.33,1.2,0.031,38,95,2.83,0.31,5
6.9,0.14,0.29,9.9,0.056,30,91,3.19,0.33,6
6.5,0.22,0.31,3.9,0.046,17,106,3.15,0.31,5
6.6,0.32,0.47,15.6,0.063,27,173,3.18,0.56,5
6.6,0.32,0.47,15.6,0.063,27,173,3.18,0.56,5
6.1,0.28,0.26,1.5,0.03,25,101,3.03,0.41,6
6.2,0.3,0.28,1.6,0.036,28,106,3.14,0.41,6
6.9,0.22,0.28,7.8,0.05,43,116,3.22,0.6,8
8.7,0.31,0.21,5.6,0.039,28,67,2.96,0.52,4
7.3,0.27,0.3,1.3,0.04,26,84,3.28,0.53,6
7,0.46,0.2,16.7,0.046,50,184,3.08,0.56,5
5.7,0.23,0.25,7.95,0.042,16,108,3.44,0.61,6
6.5,0.36,0.36,6.7,0.185,51.5,151,3.17,0.42,5
8.2,0.18,0.38,1.1,0.04,41,92,2.88,0.6,6
6.2,0.27,0.32,6.3,0.048,47,159,3.21,0.6,6
6.9,0.4,0.37,8.9,0.053,36,148,3.16,0.5,5
4.9,0.345,0.34,1,0.068,32,143,3.24,0.4,5
7.2,0.23,0.39,1.5,0.053,26,106,3.18,0.47,6
6.4,0.2,0.15,6.6,0.046,26,113,2.99,0.58,6
6.1,0.27,0.32,6.2,0.048,47,161,3.22,0.6,6
6.2,0.27,0.32,6.3,0.048,47,159,3.21,0.6,6
6,0.3,0.33,2.1,0.042,31,127,3.32,0.42,6
6.1,0.3,0.32,2.2,0.042,41,142,3.31,0.44,7
5.7,0.14,0.3,5.4,0.045,26,105,3.32,0.45,5
6.9,0.4,0.37,8.9,0.053,36,148,3.16,0.5,5
4.9,0.345,0.34,1,0.068,32,143,3.24,0.4,5
6.3,0.33,0.2,17.9,0.066,36,161,3.14,0.51,5
7,0.16,0.3,2.6,0.043,34,90,2.88,0.47,6
8.4,0.22,0.3,1.3,0.038,45,122,3.13,0.54,7
6.3,0.33,0.2,17.9,0.066,36,161,3.14,0.51,5
7,0.16,0.3,2.6,0.043,34,90,2.88,0.47,6
5.4,0.24,0.18,2.3,0.05,22,145,3.24,0.46,5
7.7,0.31,0.36,4.3,0.026,15,87,3.11,0.48,5
5.6,0.185,0.19,7.1,0.048,36,110,3.26,0.41,6
5.6,0.185,0.19,7.1,0.048,36,110,3.26,0.41,6
6.6,0.43,0.24,11.9,0.04,54,159,3.14,0.54,6
7.6,0.39,0.46,11.7,0.084,55,170,2.91,0.51,5
7.2,0.58,0.27,5.8,0.032,40,118,3.17,0.53,7
6,0.34,0.32,3.8,0.044,13,116,3.39,0.44,7
7.5,0.35,0.48,12.4,0.056,61,176.5,2.97,0.52,5
7.3,0.38,0.23,6.5,0.05,18,102,3.1,0.55,4
5.4,0.185,0.19,7.1,0.048,36,110,3.26,0.41,6
6.3,0.27,0.51,7.6,0.049,35,200,3.16,0.54,4
6.5,0.29,0.52,7.9,0.049,35,192,3.16,0.51,6
6.4,0.17,0.3,2.8,0.034,33,125,3.03,0.49,6
6.7,0.18,0.31,10.6,0.035,42,143,3.08,0.49,7
6.4,0.17,0.3,2.8,0.034,33,125,3.03,0.49,6
6.8,0.37,0.67,1.5,0.175,16,98,3.06,0.56,6
6.3,0.27,0.51,7.6,0.049,35,200,3.16,0.54,4
6.5,0.29,0.52,7.9,0.049,35,192,3.16,0.51,6
6.1,0.24,0.26,1.7,0.033,61,134,3.19,0.81,7
7,0.32,0.29,7.6,0.025,35,124,3.15,0.65,7
6.9,0.27,0.25,7.5,0.03,18,117,3.09,0.38,6
6.5,0.29,0.53,1.7,0.04,41,192,3.26,0.59,7
6.5,0.29,0.52,1.7,0.034,41,193,3.25,0.59,6
6.1,0.22,0.25,12.1,0.035,54,135,3.21,0.4,5
6.3,0.22,0.27,4.5,0.036,81,157,3.05,0.76,7
6.1,0.24,0.26,1.7,0.033,61,134,3.19,0.81,7
5.6,0.23,0.25,8,0.043,31,101,3.19,0.42,6
7,0.32,0.29,7.6,0.025,35,124,3.15,0.65,7
6.8,0.11,0.27,8.6,0.044,45,104,3.2,0.37,6
6.8,0.11,0.27,8.6,0.044,45,104,3.2,0.37,6
7.3,0.23,0.41,14.6,0.048,73,223,3.16,0.71,6
6.1,0.2,0.17,1.6,0.048,46,129,3.3,0.43,6
6.8,0.11,0.27,8.6,0.044,45,104,3.2,0.37,6
7.3,0.23,0.41,14.6,0.048,73,223,3.16,0.71,6
6.9,0.2,0.41,1.1,0.06,36,104,2.99,0.39,5
6.7,0.19,0.32,3.7,0.041,26,76,2.9,0.57,7
6.7,0.28,0.34,8.9,0.048,32,111,3.25,0.54,7
6.7,0.28,0.34,8.9,0.048,32,111,3.25,0.54,7
8,0.37,0.31,4.7,0.038,3,127,2.9,0.72,5
6.7,0.28,0.34,8.9,0.048,32,111,3.25,0.54,7
6,0.26,0.29,3.1,0.041,37,144,3.22,0.39,7
6.4,0.24,0.49,5.8,0.053,25,120,3.01,0.98,6
6.4,0.24,0.49,5.8,0.053,25,120,3.01,0.98,6
6.4,0.24,0.49,5.8,0.053,25,120,3.01,0.98,6
6.4,0.25,0.57,1,0.062,21,122,3,0.4,5
6.1,0.25,0.48,15.8,0.052,25,94,3.07,0.45,6
6.8,0.14,0.35,1.5,0.047,40,117,3.07,0.72,6
6.5,0.38,0.26,5.2,0.042,33,112,3.06,0.5,7
6.8,0.14,0.35,1.5,0.047,40,117,3.07,0.72,6
5.4,0.15,0.32,2.5,0.037,10,51,3.04,0.58,6
6.4,0.25,0.57,1,0.062,21,122,3,0.4,5
6.1,0.25,0.48,15.8,0.052,25,94,3.07,0.45,6
6.8,0.22,0.32,5.9,0.054,40,152,3.2,0.57,6
7.2,0.21,0.29,3.1,0.044,39,122,3,0.6,6
6,0.26,0.29,3.1,0.041,37,144,3.22,0.39,7
6.4,0.24,0.49,5.8,0.053,25,120,3.01,0.98,6
6.5,0.46,0.24,11.5,0.051,56,171,3.08,0.56,6
6.5,0.18,0.48,18,0.054,56,183,2.98,0.61,6
6.2,0.32,0.12,4.8,0.054,6,97,3.16,0.5,5
7.2,0.4,0.24,8.5,0.055,45,151,3.2,0.52,5
5.9,0.23,0.24,1.6,0.037,32,115,3.21,0.51,6
6.4,0.18,0.48,18,0.054,56,183,2.98,0.61,6
6.2,0.32,0.12,4.8,0.054,6,97,3.16,0.5,5
6.4,0.37,0.12,5.9,0.056,6,91,3.06,0.46,4
7,0.23,0.42,1.1,0.062,35,100,3.04,0.4,5
7.2,0.4,0.24,8.5,0.055,45,151,3.2,0.52,5
7.6,0.19,0.37,13.1,0.033,52,151,3.18,0.79,6
6,0.28,0.27,4.1,0.046,50,147,3.27,0.56,6
6.2,0.32,0.45,2.9,0.029,37,94,3.25,0.6,6
7.6,0.19,0.37,13.1,0.033,52,151,3.18,0.79,6
6.4,0.26,0.26,1.1,0.052,22,176,3.09,0.54,5
5.9,0.25,0.27,1.5,0.029,37,81,3.2,0.46,6
6.1,0.28,0.3,7.75,0.031,33,139,3.22,0.46,6
6.9,0.19,0.38,1.15,0.023,30,105,3.11,0.38,5
6.4,0.29,0.57,1,0.06,15,120,3.06,0.41,5
6.8,0.27,0.22,17.8,0.034,16,116,3.07,0.53,5
7.5,0.26,0.38,5.7,0.021,23,125,3.13,0.62,6
6.8,0.27,0.22,17.8,0.034,16,116,3.07,0.53,5
6.4,0.2,0.22,7.4,0.032,53,172,3.24,0.58,6
7.3,0.33,0.22,1.4,0.041,40,177,3.14,0.48,5
7.3,0.34,0.22,1.4,0.044,43,176,3.14,0.46,5
6.4,0.29,0.57,1,0.06,15,120,3.06,0.41,5
6.1,1.1,0.16,4.4,0.033,8,109,3.35,0.47,4
6.3,0.24,0.29,1.6,0.052,48,185,3.21,0.5,5
6.2,0.24,0.22,7.9,0.053,45,149,3.23,0.52,5
7.4,0.16,0.27,15.5,0.05,25,135,2.9,0.43,7
7.4,0.16,0.27,15.5,0.05,25,135,2.9,0.43,7
7.4,0.16,0.27,15.5,0.05,25,135,2.9,0.43,7
7.4,0.16,0.27,15.5,0.05,25,135,2.9,0.43,7
7.2,0.17,0.28,17.55,0.05,33,154,2.94,0.43,7
6.9,0.19,0.35,13.5,0.038,49,118,3,0.63,6
6.9,0.19,0.35,13.5,0.038,49,118,3,0.63,6
6.8,0.16,0.36,1.3,0.034,32,98,3.02,0.58,6
7.4,0.16,0.27,15.5,0.05,25,135,2.9,0.43,7
6.8,0.3,0.27,11.6,0.028,22,97,2.96,0.38,6
6.2,0.24,0.22,7.9,0.053,45,149,3.23,0.52,5
7.4,0.16,0.27,15.5,0.05,25,135,2.9,0.43,7
7.2,0.17,0.28,17.55,0.05,33,154,2.94,0.43,7
6.8,0.3,0.27,11.6,0.028,22,97,2.96,0.38,6
6.5,0.43,0.18,13.15,0.032,25,131,3.23,0.51,5
6.6,0.17,0.36,1.9,0.036,38,110,3.05,0.54,6
6.9,0.19,0.35,13.5,0.038,49,118,3,0.63,6
6.8,0.16,0.36,1.3,0.034,32,98,3.02,0.58,6
6.4,0.41,0.01,6.1,0.048,20,70,3.19,0.42,5
6.4,0.41,0.01,6.1,0.048,20,70,3.19,0.42,5
7.4,0.36,0.32,1.9,0.036,27,119,3.15,0.49,6
6.1,0.17,0.21,1.9,0.09,44,130,3.07,0.41,5
5.5,0.28,0.21,1.6,0.032,23,85,3.42,0.42,5
6.6,0.5,0.26,11.3,0.029,32,110,3.27,0.78,8
7.1,0.44,0.27,8.4,0.057,60,160,3.16,0.36,6
6.9,0.38,0.28,8.3,0.062,22,166,3.16,0.72,5
7.1,0.44,0.27,8.4,0.057,60,160,3.16,0.36,6
6.2,0.24,0.28,12.2,0.049,54,133,3.19,0.37,6
6.1,0.28,0.27,8,0.048,41,162,3.21,0.51,5
7.6,0.26,0.32,1.3,0.048,23,76,2.96,0.46,6
7.5,0.16,0.38,12.7,0.043,70.5,163,3.15,0.82,7
6.5,0.36,0.16,1.3,0.054,11,107,3.19,0.39,5
6.6,0.35,0.19,10.5,0.06,15,82,3.13,0.38,4
5.7,0.25,0.26,12.5,0.049,52.5,120,3.08,0.45,6
7.4,0.37,0.26,9.6,0.05,33,134,3.13,0.46,5
5.7,0.25,0.21,1.5,0.044,21,108,3.3,0.59,6
5.8,0.23,0.21,1.5,0.044,21,110,3.3,0.57,6
5.4,0.265,0.28,7.8,0.052,27,91,3.19,0.38,6
5.7,0.25,0.27,10.8,0.05,58,116,3.1,0.5,6
5.7,0.25,0.26,12.5,0.049,52.5,106,3.08,0.45,6
5.9,0.23,0.28,8.6,0.046,37,142,3.23,0.53,6
6.2,0.3,0.32,1.2,0.052,32,185,3.28,0.44,5
6.5,0.33,0.24,14.5,0.048,20,96,3.06,0.3,8
7.4,0.26,0.29,3.7,0.048,14,73,3.06,0.45,6
7,0.2,0.4,1.1,0.058,30,93,3.03,0.38,6
6.5,0.21,0.42,1.1,0.059,33,101,3.12,0.38,6
7.3,0.25,0.27,3.8,0.047,16,79,3.07,0.46,6
6.8,0.27,0.24,4.6,0.098,36,127,3.15,0.49,6
6.7,0.24,0.3,10.2,0.07,44,179,2.86,0.46,6
6.4,0.14,0.28,7.9,0.057,21,82,3.26,0.36,6
6.4,0.5,0.2,2.4,0.059,19,112,3.18,0.4,6
6.6,0.41,0.27,10.7,0.11,20,103,3.08,0.41,6
6.4,0.25,0.28,4.9,0.03,29,98,3.09,0.58,7
6.6,0.41,0.27,10.7,0.11,20,103,3.08,0.41,6
8,0.25,0.35,1.1,0.054,13,136,3.08,0.55,5
6.4,0.14,0.28,7.9,0.057,21,82,3.26,0.36,6
6.6,0.21,0.34,5.6,0.046,30,140,3.22,0.38,5
6.4,0.5,0.2,2.4,0.059,19,112,3.18,0.4,6
6.3,0.29,0.23,14.2,0.037,24,99,3.08,0.38,6
6.9,0.37,0.23,9.5,0.057,54,166,3.23,0.42,5
6.9,0.37,0.23,9.5,0.057,54,166,3.23,0.42,5
5.7,0.31,0.28,4.1,0.03,22,86,3.31,0.38,7
6.9,0.45,0.27,4.7,0.035,17,80,3.12,0.36,7
6.9,0.3,0.45,1.4,0.039,36,122,3.07,0.47,7
5.3,0.23,0.56,0.9,0.041,46,141,3.16,0.62,5
6.8,0.3,0.26,20.3,0.037,45,150,3.04,0.38,6
6.7,0.28,0.42,3.5,0.035,43,105,3.18,0.38,6
5,0.255,0.22,2.7,0.043,46,153,3.75,0.76,6
7.6,0.4,0.27,1.2,0.053,23,193,3.22,0.38,5
5.5,0.21,0.25,1.2,0.04,18,75,3.31,0.56,6
6,0.2,0.25,2,0.041,30,95,3.27,0.56,6
6.1,0.17,0.29,1.1,0.041,32,92,3.26,0.57,6
7.5,0.21,0.29,1.5,0.046,35,107,3.15,0.45,6
7.3,0.26,0.32,1.2,0.041,29,94,3.07,0.45,6
6.2,0.35,0.2,18.1,0.069,33,158,3.15,0.5,6
6.2,0.35,0.2,18.1,0.069,33,158,3.15,0.5,6
6.5,0.43,0.31,3.6,0.046,19,143,3.15,0.34,8
6.5,0.4,0.31,3.5,0.046,22,147,3.15,0.31,7
7.4,0.28,0.5,12.1,0.049,48,122,3.01,0.44,5
6.3,0.23,0.22,17.45,0.054,42,151,3.12,0.6,6
6.2,0.34,0.25,12.1,0.059,33,171,3.14,0.56,6
6.6,0.44,0.32,3,0.095,13,75,3.1,0.63,6
6,0.13,0.36,1.6,0.052,23,72,3.1,0.5,7
6.3,0.17,0.23,5.7,0.048,44,147,3.08,0.54,5
6.3,0.18,0.22,5.6,0.047,45,147,3.09,0.54,5
6.7,0.31,0.34,6.8,0.059,51,215,3.33,0.56,5
6.6,0.33,0.32,15.6,0.054,62,227,3.25,0.56,5
6.3,0.34,0.31,6,0.02,18,68,3.22,0.29,7
6.8,0.29,0.32,1.8,0.032,18,130,3.05,0.62,6
7.4,0.31,0.26,8.6,0.048,47,206,3.26,0.36,5
7.4,0.31,0.26,8.6,0.048,47,206,3.26,0.36,5
5.7,0.25,0.27,11.5,0.04,24,120,3.33,0.31,6
6.8,0.27,0.28,7.8,0.038,26,89,3.24,0.34,6
5.9,0.26,0.24,2.4,0.046,27,132,3.63,0.73,5
5.9,0.65,0.23,5,0.035,20,128,3.46,0.48,6
7.4,0.31,0.26,8.6,0.048,47,206,3.26,0.36,5
6.6,0.23,0.32,1.5,0.041,8,72,3.22,0.39,6
6.8,0.18,0.35,5.4,0.054,53,143,3.1,0.54,7
6.8,0.28,0.29,11.9,0.052,51,149,3.02,0.58,6
6.8,0.28,0.29,11.9,0.052,51,149,3.02,0.58,6
5.9,0.27,0.27,9,0.051,43,136,3.25,0.53,6
6.1,0.25,0.28,10,0.055,56,131,3.22,0.35,6
6.8,0.28,0.29,11.9,0.052,51,149,3.02,0.58,6
6.8,0.26,0.29,11.9,0.052,54,160,3.03,0.58,6
7.1,0.13,0.29,15.5,0.064,56,115.5,3.16,0.41,7
6.8,0.18,0.35,5.4,0.054,53,143,3.1,0.54,7
6.2,0.2,0.25,15,0.055,8,120,3.19,0.53,6
5.8,0.24,0.28,1.4,0.038,40,76,3.1,0.29,7
7.6,0.48,0.31,9.4,0.046,6,194,3.07,0.61,5
7.4,0.26,0.32,3.7,0.032,29,193,3.1,0.67,6
6.2,0.2,0.25,15,0.055,8,120,3.19,0.53,6
6.1,0.3,0.47,1.4,0.049,50,187,3.19,0.45,5
6.2,0.32,0.5,6.5,0.048,61,186,3.19,0.45,5
6.1,0.3,0.47,1.4,0.049,50,187,3.19,0.45,5
6.3,0.34,0.52,6.3,0.047,63,186,3.18,0.44,5
7.4,0.16,0.3,13.7,0.056,33,168,2.9,0.44,7
7.4,0.16,0.3,13.7,0.056,33,168,2.9,0.44,7
7.4,0.16,0.3,13.7,0.056,33,168,2.9,0.44,7
7.4,0.16,0.3,13.7,0.056,33,168,2.9,0.44,7
7.4,0.16,0.3,13.7,0.056,33,168,2.9,0.44,7
7.4,0.16,0.3,13.7,0.056,33,168,2.9,0.44,7
